TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Philadelphia 76ers,82.0,43.0,39.0,48.1,33.8,79.3,42.6,5.3,16.1,33.1,16.5,21.9,75.1,12.0,28.6,40.6,21.6,14.7,8.0,5.6,4.4,22.3,20.1,89.4,-1.6
Indiana Pacers,82.0,42.0,40.0,48.5,36.3,82.9,43.8,5.1,14.6,34.8,18.8,25.1,74.9,12.8,30.7,43.4,21.6,14.3,7.5,5.7,5.3,22.6,22.9,96.5,-0.3
Toronto Raptors,82.0,42.0,40.0,48.2,34.4,77.9,44.1,4.6,13.3,34.6,18.5,24.5,75.2,12.1,29.7,41.8,19.9,15.2,7.7,4.8,5.6,19.7,21.6,91.8,0.4
Milwaukee Bucks,82.0,41.0,41.0,48.5,36.8,83.5,44.1,6.0,16.8,35.8,18.2,24.0,75.7,12.8,29.7,42.5,23.0,12.9,7.3,4.4,4.7,20.0,21.8,97.7,0.2
Los Angeles Clippers,82.0,39.0,43.0,48.3,37.5,83.7,44.8,5.0,14.0,35.5,16.2,21.7,74.5,13.0,29.0,42.0,22.7,12.9,7.5,5.4,6.6,21.6,19.8,96.1,0.5
Washington Wizards,82.0,37.0,45.0,48.1,36.0,79.7,45.2,5.1,14.5,35.4,17.0,22.5,75.5,11.7,29.0,40.7,22.2,13.4,7.0,5.0,4.3,20.9,21.5,94.2,1.4
Miami Heat,82.0,36.0,46.0,48.6,32.5,76.6,42.5,4.6,13.5,34.2,19.1,25.9,73.6,10.9,30.3,41.2,17.8,13.8,7.6,4.3,5.5,20.8,22.5,88.7,1.5
Phoenix Suns,82.0,36.0,46.0,48.4,36.1,81.3,44.4,5.3,14.7,35.8,18.4,24.5,75.1,12.6,30.4,43.0,22.2,15.4,8.4,5.8,4.9,18.5,21.8,95.8,0.7
Atlanta Hawks,82.0,33.0,49.0,48.2,37.4,81.4,45.9,5.8,16.2,35.5,17.8,23.9,74.4,12.2,30.8,43.0,22.6,15.1,8.6,6.2,4.3,20.1,20.8,98.3,4.2
New York Knicks,82.0,30.0,52.0,48.3,35.7,80.1,44.5,5.4,15.3,35.3,18.9,25.0,75.7,11.7,31.0,42.7,21.5,13.5,8.4,4.7,3.5,20.4,22.0,95.6,4.0
Cleveland Cavaliers,82.0,29.0,53.0,48.4,37.2,81.4,45.7,5.8,14.6,39.4,18.4,24.6,74.8,11.3,29.0,40.4,24.3,13.0,7.3,5.6,5.7,20.0,21.4,98.6,3.3
Houston Rockets,82.0,28.0,54.0,48.7,38.9,83.8,46.4,4.5,12.5,36.0,14.9,19.8,75.2,12.7,30.6,43.3,22.4,12.0,7.0,5.1,5.4,20.1,18.0,97.2,4.9
Denver Nuggets,82.0,27.0,55.0,48.3,36.6,79.8,45.9,5.2,14.3,36.1,19.5,26.1,74.7,12.1,30.8,43.0,24.0,14.3,8.2,6.8,5.6,20.1,22.8,98.0,5.8
Memphis Grizzlies,82.0,23.0,59.0,48.2,38.0,83.3,45.7,4.9,13.6,35.8,16.4,21.8,75.3,13.8,31.2,45.1,23.9,14.7,9.5,5.6,6.0,21.8,19.2,97.3,7.4
Chicago Bulls,82.0,21.0,61.0,48.3,36.9,79.4,46.5,5.1,14.4,35.8,19.0,25.5,74.6,11.5,31.1,42.6,25.2,14.4,8.3,4.9,4.4,21.0,22.4,98.0,8.5
Golden State Warriors,82.0,21.0,61.0,48.2,39.2,85.3,45.9,4.9,14.2,34.8,19.8,25.9,76.3,13.4,29.9,43.3,24.4,14.3,8.6,6.3,6.4,23.8,23.0,103.1,5.4
