TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Los Angeles Lakers,43.0,21.0,22.0,3.3,2.3,5.5,41.4,0.9,2.6,33.3,2.7,3.5,77.9,0.7,2.2,2.8,1.3,0.8,0.4,0.5,0.4,2.2,2.1,8.1,-0.2
Miami Heat,45.0,21.0,24.0,3.5,2.3,5.7,40.3,0.6,2.5,25.2,2.2,2.8,79.5,0.8,2.4,3.3,1.2,1.1,0.6,0.4,0.3,1.9,2.0,7.5,0.4
Atlanta Hawks,41.0,20.0,21.0,4.0,3.0,7.3,41.0,0.6,2.7,22.9,2.3,3.3,69.6,1.2,2.9,4.1,1.3,1.2,0.6,0.3,0.6,2.3,2.4,8.9,-0.4
Dallas Mavericks,46.0,20.0,26.0,3.7,3.0,6.6,45.4,0.7,2.2,29.1,2.1,2.7,79.7,0.7,3.0,3.7,1.5,0.7,0.5,0.3,0.3,2.1,2.0,8.8,0.6
Detroit Pistons,42.0,20.0,22.0,4.1,3.2,6.9,46.7,1.0,2.9,34.4,2.2,2.9,76.2,0.7,2.3,3.0,1.7,0.9,0.4,0.5,0.3,2.0,2.3,9.6,0.1
Golden State Warriors,35.0,20.0,15.0,3.9,2.7,6.9,39.5,0.9,3.0,29.8,2.5,3.2,77.5,1.1,3.0,4.0,1.4,1.0,0.5,0.4,0.5,2.2,2.3,8.8,-0.4
Memphis Grizzlies,47.0,19.0,28.0,4.1,3.1,6.9,44.3,0.7,2.7,25.4,2.9,3.4,84.0,1.0,3.1,4.1,1.5,1.2,0.5,0.4,0.5,2.4,2.7,9.7,1.2
Minnesota Timberwolves,45.0,19.0,26.0,3.8,2.9,6.7,43.9,0.8,2.4,33.6,2.1,2.7,78.3,1.2,2.5,3.6,1.2,0.8,0.4,0.5,0.5,2.0,2.1,8.8,1.1
Charlotte Hornets,39.0,18.0,21.0,4.1,3.2,7.2,44.3,0.9,2.7,33.3,2.2,3.0,75.0,0.8,3.3,4.0,1.7,0.7,0.4,0.6,0.5,2.3,2.1,9.5,0.2
New Orleans Pelicans,45.0,17.0,28.0,3.2,2.6,5.8,44.2,0.6,2.0,30.3,2.3,3.0,77.2,0.8,2.6,3.4,1.3,0.8,0.5,0.5,0.4,1.8,2.4,8.0,0.9
Chicago Bulls,39.0,15.0,24.0,4.2,3.2,7.2,44.8,0.8,2.6,31.7,2.2,2.9,75.7,1.0,2.7,3.7,1.7,1.2,0.6,0.5,0.6,2.0,2.2,9.5,1.2
Utah Jazz,33.0,15.0,18.0,3.3,2.6,6.2,42.0,0.8,2.3,35.1,1.9,2.6,74.1,1.0,2.0,2.9,1.3,0.8,0.5,0.5,0.5,2.2,2.1,7.9,-0.4
Washington Wizards,39.0,15.0,24.0,4.6,3.7,8.5,43.8,1.0,2.8,34.5,3.0,3.9,75.8,1.7,3.1,4.8,1.6,1.5,0.7,0.5,0.5,2.5,2.9,11.4,0.8
Cleveland Cavaliers,34.0,13.0,21.0,3.0,2.2,5.6,38.9,0.8,2.3,32.9,2.2,2.8,79.2,0.9,2.4,3.3,1.2,0.6,0.4,0.6,0.2,1.4,1.9,7.4,1.1
Phoenix Suns,33.0,12.0,21.0,4.5,3.6,8.0,44.9,1.0,2.9,34.4,3.5,4.8,73.2,1.2,2.9,4.0,2.0,1.1,0.9,0.5,0.8,2.3,3.4,11.7,1.3
New York Knicks,34.0,11.0,23.0,3.8,3.1,7.6,40.5,1.1,3.1,36.8,2.2,2.7,80.6,1.4,2.8,4.1,1.6,1.1,0.6,0.4,0.5,1.9,2.1,9.5,1.0
