,t1_general_traditional_WIN%,t2_general_traditional_WIN%,t1_general_traditional_PTS,t2_general_traditional_PTS,t1_general_traditional_BLK,t2_general_traditional_BLK,t1_general_traditional_+/-,t2_general_traditional_+/-,t1_general_advanced_NetRtg,t2_general_advanced_NetRtg,t1_general_advanced_PIE,t2_general_advanced_PIE,t1_general_opponent_Opponent's 3 Point Field Goal Percentage,t2_general_opponent_Opponent's 3 Point Field Goal Percentage,t1_general_opponent_Opponent's Steals,t2_general_opponent_Opponent's Steals,t1_clutch-traditional_Personal Fouls,t2_clutch-traditional_Personal Fouls,t1_clutch-advanced_Offensive Rebounding Percentage,t2_clutch-advanced_Offensive Rebounding Percentage,t1_clutch-advanced_Pace,t2_clutch-advanced_Pace,t1_clutch-advanced_Player Impact Estimate,t2_clutch-advanced_Player Impact Estimate,t1_seed,t2_seed,t1_general_traditional_FT%,t2_general_traditional_FT%,t1_general_advanced_DefRtg,t2_general_advanced_DefRtg,t1_general_advanced_POSS,t2_general_advanced_POSS,t1_general_defense_OPP_PTS_2ND_CHANCE,t2_general_defense_OPP_PTS_2ND_CHANCE,t1_clutch-traditional_Field Goal Percentage,t2_clutch-traditional_Field Goal Percentage,t1_clutch-traditional_Assists,t2_clutch-traditional_Assists
228,70.7,75.6,102.5,110.4,5.6,5.5,5.7,7.1,5.9,7.0,53.7,54.6,33.0,33.5,7.1,7.6,1.8,1.4,29.7,28.7,104.98,101.43,65.5,59.0,4.0,1.0,78.9,74.8,102.6,105.7,7749.0,8034.0,14.6,17.4,43.1,46.2,0.9,1.5
229,67.10000000000001,57.3,115.3,106.6,4.3,5.0,5.8,0.8,5.7,0.8,51.6,49.9,34.3,35.6,8.5,8.5,2.0,2.1,28.5,37.0,104.74,105.66,47.9,61.5,3.0,6.0,76.6,74.5,108.4,107.1,8289.0,8099.0,13.8,12.2,40.9,44.2,1.1,1.0
230,61.0,67.10000000000001,107.5,104.8,4.3,5.9,4.8,3.8,4.9,3.9,52.4,52.9,34.4,36.1,7.5,7.2,2.0,2.7,31.1,32.3,100.43,98.06,55.0,65.2,5.0,4.0,76.5,82.3,106.8,105.9,7888.0,7824.0,13.2,14.4,45.8,41.3,1.2,1.4
231,64.60000000000001,62.2,108.0,110.3,4.1,4.0,2.6,3.2,2.6,3.1,51.4,51.0,33.2,36.1,7.6,7.3,2.2,2.1,36.1,30.4,103.74,103.37,60.9,56.0,1.0,2.0,80.7,74.8,108.0,109.7,8005.0,8019.0,13.9,13.7,45.3,45.3,1.5,1.7
232,68.30000000000001,73.2,93.4,105.7,5.3,7.6,4.1,9.2,4.5,9.9,53.1,57.0,33.8,34.6,7.3,8.2,2.1,2.1,41.5,31.0,92.25,98.89,59.4,58.4,5.0,1.0,77.3,82.8,99.1,101.2,7394.0,7808.0,11.9,13.6,38.7,39.8,1.1,1.0
233,69.5,58.5,100.2,96.3,4.3,4.4,4.2,1.5,4.4,1.6,53.8,51.6,34.3,36.7,7.6,6.9,1.7,1.8,35.1,37.8,98.86,96.54,73.1,63.3,3.0,6.0,77.7,80.4,104.1,105.7,7581.0,7359.0,12.6,13.3,48.1,40.6,1.3,1.4
234,51.2,67.10000000000001,102.3,110.2,3.7,5.9,-0.3,7.3,-0.4,7.4,50.3,54.6,34.2,34.2,7.5,8.8,2.1,2.4,20.5,36.3,96.48,104.37,59.2,46.3,6.0,3.0,79.4,78.2,105.9,104.8,7950.0,8061.0,13.4,13.9,45.2,40.9,1.9,1.2
235,61.0,64.60000000000001,100.8,103.1,5.8,4.1,3.0,4.5,3.0,4.8,52.9,51.4,33.5,34.3,7.5,7.8,2.0,2.1,33.7,41.9,101.25,95.26,58.4,54.1,3.0,2.0,78.3,75.1,103.3,105.3,7775.0,7682.0,13.2,12.4,41.1,40.8,1.5,1.2
236,53.7,59.8,92.7,95.4,3.7,4.6,-0.4,5.2,-0.6,5.4,48.0,54.4,33.1,35.9,7.5,8.5,2.1,2.5,29.3,33.1,91.97,96.97,52.5,37.0,6.0,2.0,74.2,75.7,100.5,96.6,7602.0,7661.0,13.5,12.3,36.2,32.2,1.2,1.1
237,57.3,80.5,98.1,100.3,4.6,5.3,1.6,8.9,1.7,9.6,50.7,55.9,35.3,33.3,6.5,6.3,1.7,2.3,31.8,30.5,99.34,96.68,56.6,74.3,4.0,1.0,73.7,75.7,106.7,101.6,7428.0,7395.0,13.3,12.0,44.1,53.7,1.2,1.7
238,54.900000000000006,68.30000000000001,102.2,102.7,4.8,5.5,1.7,4.5,1.6,4.4,51.8,52.5,33.4,37.3,7.7,6.5,2.2,2.4,31.8,33.3,99.79,103.97,49.4,56.2,7.0,2.0,76.4,77.7,102.2,104.8,8068.0,7707.0,13.0,11.6,40.3,42.0,1.4,0.9
239,70.7,79.3,113.5,112.4,7.5,4.8,6.0,8.5,5.9,8.4,55.4,53.1,35.7,35.1,8.7,7.4,2.2,1.7,21.2,32.2,106.06,100.72,59.0,66.2,2.0,1.0,81.5,78.1,106.8,105.7,8251.0,8078.0,13.7,11.9,48.3,45.3,2.0,1.0
240,73.2,56.10000000000001,102.5,98.5,4.6,4.6,5.4,0.7,5.9,0.6,54.0,52.5,34.1,34.9,7.4,8.0,1.5,2.4,20.5,29.4,103.61,98.01,70.7,40.6,1.0,5.0,77.8,74.2,102.3,102.4,7775.0,7844.0,14.2,12.6,48.2,39.0,1.6,1.4
241,72.0,54.900000000000006,101.5,100.5,5.8,4.2,6.5,-0.3,6.7,-0.4,55.6,48.5,34.8,36.4,7.5,7.1,2.7,2.2,34.9,32.1,97.27,100.88,59.7,52.1,1.0,5.0,67.2,72.5,102.2,105.9,7647.0,7816.0,12.9,14.8,47.1,42.6,1.9,1.1
242,60.6,59.1,96.6,91.8,4.6,5.5,3.4,2.5,3.8,2.6,52.6,53.5,34.4,30.8,7.5,7.8,2.3,1.9,38.1,32.2,94.32,96.2,64.0,54.1,5.0,4.0,74.0,77.8,100.4,97.5,6117.0,6055.0,12.6,13.5,43.5,43.1,2.0,1.6
243,57.3,68.10000000000001,117.0,116.3,4.8,4.7,4.9,6.4,4.8,6.3,52.1,53.2,35.1,34.5,7.0,7.5,2.3,2.3,31.1,35.2,101.17,101.58,46.7,53.3,7.0,2.0,77.9,79.1,111.2,106.9,7569.0,7396.0,13.4,12.4,38.2,47.9,1.4,1.7
244,73.2,63.4,99.1,99.9,6.0,5.4,6.1,3.9,6.7,4.1,55.1,53.8,36.1,36.1,6.5,6.8,2.2,1.9,35.1,37.4,94.2,95.7,63.0,52.6,4.0,2.0,78.3,70.0,103.2,103.4,7397.0,7622.0,12.8,11.9,41.1,45.3,1.2,1.3
245,89.0,50.0,114.9,106.5,6.1,5.2,10.8,0.2,10.6,0.0,56.7,49.0,33.2,36.1,8.7,9.0,2.2,2.1,34.0,28.8,100.8,99.19,78.2,57.6,1.0,8.0,76.3,69.4,102.8,107.3,8303.0,8139.0,13.8,14.7,46.5,40.6,1.9,1.3
246,68.10000000000001,47.2,113.6,116.6,6.2,4.1,5.6,-1.8,5.5,-1.6,53.6,49.6,36.0,36.9,7.2,8.2,2.0,2.3,38.5,29.1,101.78,110.54,63.8,51.6,1.0,8.0,76.7,76.9,107.0,112.3,7272.0,7585.0,11.6,13.7,44.3,45.5,1.4,1.7
247,62.2,67.10000000000001,94.0,101.7,5.2,5.3,2.2,5.8,2.3,5.7,52.1,54.0,34.9,35.5,8.3,8.1,2.4,3.2,29.5,30.4,101.26,94.49,65.0,55.4,6.0,3.0,75.5,77.1,96.7,98.5,7792.0,8010.0,12.6,13.5,43.5,36.2,1.7,1.5
248,61.0,70.7,110.9,113.5,3.8,7.5,0.9,6.0,1.0,5.9,50.2,55.4,36.8,35.7,7.5,8.7,1.8,2.2,33.3,21.2,101.1,106.06,60.1,59.0,4.0,2.0,77.9,81.5,111.1,106.8,8114.0,8251.0,12.7,13.7,45.3,48.3,1.2,2.0
249,61.1,73.2,117.8,113.4,5.2,6.6,3.0,5.8,2.7,5.6,49.4,53.9,34.9,34.9,8.0,8.2,1.8,2.1,33.3,29.9,106.81,101.39,65.1,55.7,4.0,1.0,79.1,72.9,109.8,106.1,7539.0,7211.0,14.1,12.0,42.2,41.0,1.4,1.5
250,65.9,52.400000000000006,93.3,99.1,6.1,3.9,3.9,-0.7,4.3,-0.7,54.2,49.3,33.8,36.2,7.4,8.3,2.7,2.4,35.5,32.8,93.06,100.86,57.2,50.3,2.0,7.0,73.9,78.9,99.6,102.5,7364.0,7985.0,12.1,13.4,37.9,36.7,1.5,1.3
251,59.8,61.0,96.4,94.3,3.6,6.9,2.2,2.1,2.2,2.3,50.0,52.3,34.0,36.2,7.6,7.9,2.4,2.1,32.2,30.9,97.33,99.03,62.0,55.3,3.0,2.0,76.4,75.6,99.9,100.9,7738.0,7495.0,13.6,13.2,40.2,37.8,1.5,1.2
252,64.60000000000001,64.60000000000001,106.5,104.2,5.1,4.9,4.1,5.3,4.4,5.7,52.4,55.0,34.9,35.4,7.0,7.7,2.8,2.9,41.7,33.9,94.51,97.17,52.2,49.9,4.0,5.0,77.2,74.1,106.5,104.0,7876.0,7791.0,14.0,12.1,43.6,44.9,1.2,1.7
253,61.1,61.1,117.8,110.4,5.2,4.9,3.0,2.0,2.7,2.1,49.4,51.9,34.9,34.0,8.0,7.0,1.8,1.8,33.3,31.6,106.81,101.31,65.1,67.3,4.0,5.0,79.1,79.6,109.8,108.1,7539.0,7218.0,14.1,12.6,42.2,49.2,1.4,1.3
254,50.0,59.8,93.9,93.8,5.0,3.4,1.9,1.4,2.0,1.5,51.4,51.3,34.3,34.8,8.1,7.2,2.0,2.1,34.9,40.4,99.16,101.35,44.0,60.2,6.0,3.0,73.7,75.8,101.0,100.9,7470.0,7513.0,13.1,10.7,37.7,37.9,0.9,1.2
255,54.900000000000006,65.9,99.4,108.4,4.3,5.0,2.5,5.5,2.6,5.4,51.8,54.7,35.3,36.3,6.5,7.2,2.8,2.6,36.7,31.8,94.05,93.87,48.4,54.7,7.0,2.0,74.5,80.6,104.2,104.7,7632.0,8067.0,13.2,14.6,42.9,44.4,1.4,1.7
256,48.8,64.60000000000001,101.4,103.1,3.6,4.1,0.2,4.5,0.3,4.8,49.8,51.4,33.6,34.3,7.1,7.8,2.6,2.1,33.8,41.9,105.64,95.26,46.4,54.1,7.0,2.0,75.4,75.1,103.5,105.3,8007.0,7682.0,13.5,12.4,39.5,40.8,1.8,1.2
257,65.9,68.30000000000001,90.1,98.2,7.0,4.6,5.8,3.9,6.5,4.1,55.8,53.8,30.2,33.7,7.9,7.5,2.3,2.5,40.2,31.4,95.21,97.97,54.5,68.2,3.0,2.0,75.3,69.3,93.9,100.1,7365.0,7729.0,12.7,13.1,38.4,41.4,1.3,1.6
258,59.8,53.7,98.8,94.6,5.4,5.4,5.0,-0.9,5.2,-1.2,53.9,50.8,34.9,35.5,7.5,6.9,2.3,3.3,30.4,33.9,105.18,97.53,59.6,58.5,5.0,4.0,73.4,69.0,98.8,104.6,7790.0,7503.0,11.9,13.3,40.1,44.1,1.2,1.7
259,50.6,65.9,96.5,100.0,4.5,3.6,-0.2,4.2,-0.5,4.5,50.7,51.2,34.2,35.7,7.8,6.4,2.7,1.8,28.0,35.8,93.95,93.36,49.1,56.6,7.0,2.0,77.6,75.9,102.6,105.4,7652.0,7462.0,14.2,12.4,37.3,38.0,2.3,0.9
260,62.2,81.69999999999999,110.3,115.9,4.0,6.8,3.2,11.6,3.1,11.4,51.0,57.9,36.1,32.4,7.3,8.6,2.1,2.0,30.4,37.5,103.37,98.98,56.0,56.7,2.0,1.0,74.8,78.8,109.7,103.4,8019.0,8279.0,13.7,14.0,45.3,41.7,1.7,1.9
261,68.30000000000001,67.10000000000001,106.7,103.2,5.0,5.4,6.6,6.2,6.9,6.3,54.0,54.5,34.9,36.0,6.7,7.9,2.1,2.2,29.4,30.6,106.01,97.02,59.3,49.5,3.0,6.0,71.0,78.0,104.7,101.4,7844.0,7860.0,12.8,11.9,38.2,39.9,1.1,1.9
262,72.0,75.6,106.2,105.4,6.1,5.1,6.3,7.7,6.4,8.1,54.3,55.5,35.8,35.3,8.2,7.7,2.3,1.8,28.6,27.4,100.15,97.52,52.9,63.7,2.0,1.0,80.6,78.5,103.0,101.4,7954.0,7887.0,12.3,12.7,38.5,49.0,1.1,2.1
263,65.9,64.60000000000001,110.7,114.7,4.4,5.0,4.0,4.2,4.0,4.2,52.4,52.1,33.9,35.9,7.4,7.4,1.6,2.1,41.8,40.3,102.39,105.69,60.6,55.8,2.0,3.0,75.5,81.4,108.1,109.5,8096.0,8269.0,12.1,13.7,45.2,42.3,1.6,1.4
