TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Miami Heat,54.0,32.0,22.0,4.0,2.7,6.5,42.3,0.7,2.7,25.0,1.9,2.6,73.4,0.8,2.5,3.3,1.4,1.4,0.4,0.2,0.4,2.2,1.9,8.0,-1.3
Minnesota Timberwolves,48.0,28.0,20.0,3.9,2.7,6.5,40.9,0.8,2.5,33.6,1.9,2.3,80.9,1.0,2.6,3.5,1.3,1.3,0.6,0.3,0.5,1.9,1.9,8.0,-0.3
Philadelphia 76ers,45.0,28.0,17.0,3.9,2.4,6.1,40.0,0.7,2.6,26.9,1.7,2.6,67.8,0.8,2.4,3.1,1.3,1.2,0.4,0.4,0.4,2.3,2.0,7.3,-1.7
Milwaukee Bucks,35.0,27.0,8.0,3.7,2.5,6.3,40.5,0.7,2.4,28.2,1.9,2.5,73.9,0.9,2.3,3.3,1.1,0.6,0.5,0.2,0.3,2.1,1.9,7.6,-1.0
Dallas Mavericks,55.0,26.0,29.0,4.2,2.7,6.7,40.3,0.9,2.7,32.0,2.5,3.2,76.7,0.9,2.9,3.7,1.6,0.8,0.5,0.2,0.4,2.4,2.3,8.7,-0.1
Indiana Pacers,48.0,25.0,23.0,3.4,2.3,5.7,40.4,0.8,2.1,38.8,2.9,3.6,79.3,1.0,2.2,3.2,1.3,0.9,0.4,0.5,0.5,1.7,2.2,8.3,0.5
Sacramento Kings,44.0,25.0,19.0,4.2,3.5,6.8,52.2,1.0,3.0,33.8,2.4,2.9,82.5,0.5,2.6,3.1,1.9,1.1,0.4,0.4,0.1,2.5,2.0,10.4,-1.1
Boston Celtics,37.0,24.0,13.0,4.6,3.0,7.1,42.0,1.1,3.0,35.5,2.5,3.1,81.6,0.9,3.1,4.1,1.7,1.0,0.6,0.4,0.5,2.9,2.5,9.6,-0.9
Brooklyn Nets,40.0,24.0,16.0,3.4,2.5,6.0,41.9,0.7,2.2,30.2,2.2,2.9,77.4,1.2,2.1,3.3,1.3,0.9,0.4,0.4,0.5,1.9,1.9,7.9,-0.2
Cleveland Cavaliers,45.0,24.0,21.0,3.8,2.4,6.2,38.6,0.7,2.6,28.7,2.1,2.7,77.9,0.8,2.3,3.1,1.3,1.0,0.5,0.5,0.4,2.1,2.1,7.6,-0.6
Los Angeles Lakers,44.0,23.0,21.0,3.9,3.0,6.7,44.6,0.8,2.5,29.7,2.2,2.6,84.2,0.9,2.7,3.6,1.4,0.8,0.2,0.4,0.3,2.2,2.1,8.9,-0.6
New York Knicks,45.0,23.0,22.0,4.4,3.3,7.7,43.2,1.2,3.3,35.1,3.6,4.5,78.9,1.2,2.4,3.5,1.8,0.9,0.5,0.5,0.5,2.7,3.1,11.4,1.4
Utah Jazz,52.0,23.0,29.0,3.8,2.8,6.7,42.4,0.9,2.7,34.8,2.4,3.1,76.1,0.9,2.2,3.1,1.4,0.8,0.5,0.5,0.4,2.2,2.2,9.0,-0.4
Denver Nuggets,37.0,22.0,15.0,3.8,2.7,6.5,40.9,0.7,2.7,27.3,1.8,2.4,74.2,1.0,2.5,3.5,1.5,1.2,0.6,0.3,0.6,2.4,1.7,7.9,-0.9
LA Clippers,42.0,22.0,20.0,3.3,2.6,5.5,47.0,0.7,2.0,36.5,2.0,2.5,81.6,0.5,2.2,2.7,1.3,0.8,0.5,0.2,0.3,1.8,1.6,7.9,-0.5
Memphis Grizzlies,36.0,21.0,15.0,3.0,2.4,5.2,46.5,0.7,2.2,32.5,2.1,2.4,85.2,0.6,1.8,2.4,1.7,0.8,0.4,0.3,0.2,2.4,1.6,7.6,-0.3
Atlanta Hawks,43.0,20.0,23.0,4.3,3.7,7.9,47.3,0.8,2.8,27.5,2.6,3.2,81.3,1.4,3.1,4.5,1.8,0.9,0.6,0.7,0.6,2.0,2.2,10.8,1.5
Charlotte Hornets,43.0,20.0,23.0,3.8,3.1,6.3,49.1,0.7,2.3,30.7,2.3,3.0,76.7,0.8,2.7,3.4,1.5,0.8,0.4,0.4,0.3,2.0,2.1,9.2,0.3
Golden State Warriors,41.0,20.0,21.0,4.2,3.1,7.5,41.1,1.0,3.0,32.3,2.0,2.7,72.7,0.7,2.8,3.5,1.8,1.0,0.6,0.6,0.6,1.9,2.2,9.1,0.2
Orlando Magic,44.0,19.0,25.0,3.4,2.8,5.8,48.4,0.7,2.0,32.2,2.6,3.4,77.7,0.8,2.0,2.8,1.3,0.9,0.4,0.5,0.2,1.8,2.4,8.9,0.9
Toronto Raptors,44.0,19.0,25.0,3.7,2.4,5.5,43.2,0.6,2.1,30.1,2.5,3.2,78.4,0.7,2.3,3.0,1.3,1.1,0.4,0.3,0.5,1.9,2.3,7.8,0.0
New Orleans Pelicans,37.0,17.0,20.0,4.1,2.8,6.4,43.8,0.8,2.5,30.9,2.2,2.9,76.9,0.9,2.5,3.4,1.4,1.5,0.5,0.4,0.4,2.4,2.2,8.6,-1.2
