TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS
Milwaukee Bucks,82.0,58.0,24.0,3966.0,114.3,110.9,3.4,60.4,1.76,18.1,28.4,74.5,52.1,14.3,55.5,58.3,101.45,52.3,8389.0
Boston Celtics,82.0,57.0,25.0,3996.0,117.3,110.6,6.7,63.2,2.0,19.1,25.5,74.6,50.6,13.3,56.6,60.0,99.15,53.4,8247.0
Philadelphia 76ers,82.0,54.0,28.0,3976.0,117.0,112.7,4.4,61.6,1.84,18.6,25.8,72.1,49.6,13.9,56.3,60.8,97.44,52.4,8072.0
Denver Nuggets,82.0,53.0,29.0,3951.0,116.8,113.5,3.3,66.3,1.99,20.5,28.9,72.7,51.4,14.7,57.3,60.1,98.74,52.5,8129.0
Cleveland Cavaliers,82.0,51.0,31.0,3976.0,115.5,109.9,5.6,60.0,1.87,18.6,27.3,71.5,49.6,13.7,55.6,59.0,96.27,53.1,7972.0
Memphis Grizzlies,82.0,51.0,31.0,3956.0,114.7,110.7,4.0,59.6,1.91,18.2,30.2,71.1,50.7,13.3,54.0,57.0,101.5,51.9,8360.0
Sacramento Kings,82.0,48.0,34.0,3966.0,118.6,116.0,2.6,62.6,2.02,19.3,26.5,73.1,49.9,13.3,57.2,60.8,100.99,51.1,8343.0
New York Knicks,82.0,47.0,35.0,3991.0,117.0,114.2,2.8,54.6,1.77,16.6,31.8,72.7,52.1,13.1,54.1,57.7,97.75,50.9,8134.0
Brooklyn Nets,82.0,45.0,37.0,3946.0,114.6,113.5,1.1,61.6,1.86,18.9,23.4,68.9,47.2,13.9,56.2,59.8,98.77,51.0,8111.0
Phoenix Suns,82.0,45.0,37.0,3956.0,114.5,112.3,2.2,64.7,2.01,19.3,30.7,71.4,50.8,13.6,53.5,57.0,98.83,51.4,8141.0
Golden State Warriors,82.0,44.0,38.0,3966.0,115.1,113.4,1.7,69.1,1.83,20.4,27.7,71.9,50.2,15.8,57.1,60.0,102.54,51.0,8472.0
LA Clippers,82.0,44.0,38.0,3966.0,114.0,113.6,0.5,58.1,1.68,17.5,27.3,73.1,50.5,14.3,55.1,58.8,98.84,49.8,8168.0
Miami Heat,82.0,44.0,38.0,3961.0,112.3,112.8,-0.5,60.8,1.77,17.8,27.4,73.3,49.8,13.8,53.0,57.4,96.76,49.6,7991.0
Los Angeles Lakers,82.0,43.0,39.0,3976.0,113.9,113.2,0.7,58.9,1.8,17.9,26.9,72.7,50.5,13.7,54.2,58.2,101.92,51.1,8436.0
Minnesota Timberwolves,82.0,42.0,40.0,3966.0,113.3,113.1,0.2,61.0,1.71,18.6,25.8,70.3,48.5,15.0,56.0,59.2,101.55,50.3,8383.0
New Orleans Pelicans,82.0,42.0,40.0,3971.0,113.8,112.0,1.9,61.6,1.77,18.5,29.0,73.2,51.2,14.5,54.3,58.2,99.58,51.4,8239.0
Atlanta Hawks,82.0,41.0,41.0,3971.0,115.5,115.4,0.1,56.0,1.93,17.6,28.9,71.7,50.0,12.6,54.1,57.9,101.56,50.0,8407.0
Toronto Raptors,82.0,41.0,41.0,3961.0,114.6,113.1,1.5,57.1,2.05,17.2,31.6,72.1,50.2,11.8,51.7,55.5,97.85,49.6,8076.0
Chicago Bulls,82.0,40.0,42.0,3981.0,112.8,111.5,1.3,57.5,1.83,18.1,23.6,73.6,49.3,13.3,55.0,58.7,99.18,51.2,8225.0
Oklahoma City Thunder,82.0,40.0,42.0,3971.0,114.2,113.2,1.0,56.7,1.87,17.2,28.9,69.3,48.7,12.7,53.1,57.0,101.94,49.7,8435.0
Dallas Mavericks,82.0,38.0,44.0,3986.0,115.9,116.1,-0.2,57.3,1.88,17.4,22.6,71.8,47.1,12.4,56.5,59.9,97.21,48.7,8082.0
Utah Jazz,82.0,37.0,45.0,3961.0,115.3,116.0,-0.7,61.1,1.69,18.2,30.8,71.1,51.2,15.1,54.7,58.4,101.02,49.8,8329.0
Indiana Pacers,82.0,35.0,47.0,3951.0,113.8,117.1,-3.3,64.3,1.81,18.9,28.5,68.5,48.2,14.6,54.5,58.1,101.68,48.2,8377.0
Washington Wizards,82.0,35.0,47.0,3951.0,113.7,114.9,-1.2,60.3,1.8,18.5,27.3,72.4,50.5,14.2,55.0,58.5,99.16,50.4,8161.0
Orlando Magic,82.0,34.0,48.0,3956.0,111.3,113.7,-2.3,57.4,1.54,17.0,28.1,73.0,50.5,15.1,53.2,57.3,99.66,48.5,8205.0
Portland Trail Blazers,82.0,33.0,49.0,3946.0,114.0,118.0,-4.0,59.7,1.67,17.8,26.4,70.9,48.6,14.5,54.9,58.9,99.25,47.4,8157.0
Charlotte Hornets,82.0,27.0,55.0,3966.0,108.4,114.7,-6.3,60.9,1.77,17.8,27.6,71.7,49.1,13.9,51.6,55.1,101.47,47.3,8390.0
Houston Rockets,82.0,22.0,60.0,3951.0,110.5,118.6,-8.1,55.1,1.38,16.0,34.4,72.9,53.0,16.2,51.6,55.4,99.74,45.7,8220.0
San Antonio Spurs,82.0,22.0,60.0,3971.0,109.7,119.6,-9.9,63.2,1.78,18.7,29.9,70.9,49.5,14.8,52.5,55.4,102.07,45.2,8451.0
Detroit Pistons,82.0,17.0,65.0,3961.0,109.9,117.8,-7.9,58.1,1.52,16.7,29.2,70.2,49.1,15.0,52.0,56.1,99.88,44.9,8231.0
