TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Phoenix Suns,43.0,22.0,21.0,4.2,3.0,6.5,45.4,0.6,1.5,40.0,2.2,3.4,64.6,0.9,2.6,3.5,1.3,1.0,0.5,0.3,0.3,2.4,2.6,8.7,-0.5
Washington Wizards,48.0,22.0,26.0,3.8,2.8,6.3,45.3,0.5,1.6,33.3,2.5,3.6,69.4,1.1,2.9,4.0,1.5,1.2,0.5,0.4,0.3,2.5,2.4,8.7,0.3
Atlanta Hawks,52.0,21.0,31.0,4.5,2.9,7.0,42.1,0.4,1.5,27.8,3.9,5.1,75.8,1.3,2.5,3.8,1.7,1.0,0.5,0.4,0.4,2.2,3.2,10.2,1.3
Golden State Warriors,51.0,21.0,30.0,3.7,2.4,5.3,45.4,0.5,1.3,42.2,3.6,4.5,78.8,1.0,2.7,3.7,1.5,1.1,0.4,0.4,0.3,2.4,3.1,8.9,1.2
Minnesota Timberwolves,54.0,21.0,33.0,3.7,3.0,6.4,46.5,0.6,1.5,38.0,2.1,2.9,74.0,0.9,2.5,3.4,1.6,0.9,0.6,0.4,0.5,2.0,2.0,8.6,1.0
Sacramento Kings,40.0,21.0,19.0,4.0,2.5,6.6,38.2,0.5,2.2,20.7,2.5,3.2,76.0,1.0,2.6,3.6,1.1,1.0,0.6,0.6,0.2,2.7,2.3,7.9,-0.2
Boston Celtics,55.0,20.0,35.0,4.3,3.0,6.8,44.8,0.4,1.3,30.6,3.3,4.2,77.7,0.9,2.8,3.8,1.3,1.3,0.7,0.7,0.4,2.8,2.9,9.8,1.0
Indiana Pacers,47.0,19.0,28.0,3.3,2.1,4.8,42.7,0.4,1.1,35.8,2.3,3.1,73.6,0.8,2.2,3.0,0.9,1.0,0.6,0.3,0.4,2.0,2.0,6.9,0.4
Houston Rockets,45.0,18.0,27.0,4.1,2.7,6.7,40.3,0.3,1.5,20.3,2.6,3.3,79.2,1.0,2.4,3.4,1.6,0.9,0.7,0.3,0.3,2.1,2.7,8.3,0.5
Los Angeles Lakers,41.0,18.0,23.0,4.4,3.1,6.9,45.2,0.7,1.8,36.5,2.8,4.0,70.1,1.4,2.4,3.8,1.6,1.1,0.4,0.4,0.3,2.5,2.8,9.7,0.3
Orlando Magic,43.0,18.0,25.0,4.4,2.7,6.6,41.4,0.4,1.6,28.4,3.5,4.8,72.5,1.0,2.7,3.8,1.4,0.7,0.6,0.6,0.3,2.3,3.3,9.4,0.6
Toronto Raptors,49.0,18.0,31.0,4.6,3.6,7.5,47.8,0.7,1.7,39.8,2.9,3.5,81.5,1.2,3.0,4.2,2.0,1.3,0.7,0.4,0.3,2.3,2.7,10.7,1.3
Charlotte Bobcats,45.0,17.0,28.0,4.1,2.6,6.3,42.0,0.5,1.7,28.0,2.6,3.8,68.6,1.3,2.2,3.5,1.4,1.1,0.5,0.3,0.4,2.3,2.6,8.3,0.1
Portland Trail Blazers,39.0,17.0,22.0,4.1,2.7,6.5,40.8,0.4,1.5,25.9,3.4,4.6,73.9,1.1,2.7,3.8,1.3,0.8,0.7,0.5,0.5,2.2,3.1,9.1,1.3
New York Knicks,41.0,16.0,25.0,4.4,3.1,7.0,44.8,0.8,2.2,37.4,3.7,4.8,77.7,1.0,2.8,3.8,1.6,0.9,0.6,0.5,0.2,2.9,3.2,10.8,1.0
