TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Dallas Mavericks,44.0,32.0,12.0,4.2,2.5,6.5,38.5,0.6,1.8,30.9,2.3,2.9,78.1,1.2,2.8,3.9,1.0,1.0,0.3,0.5,0.7,3.3,2.2,7.8,-1.4
Cleveland Cavaliers,52.0,30.0,22.0,3.7,2.5,6.0,41.2,0.4,1.7,25.0,2.9,3.8,76.1,0.9,2.2,3.1,1.1,0.6,0.4,0.4,0.4,2.7,2.5,8.3,-0.6
Chicago Bulls,53.0,29.0,24.0,4.1,2.6,6.7,38.1,0.4,1.6,25.3,2.9,3.7,79.0,1.0,2.7,3.7,1.3,1.2,0.5,0.4,0.4,2.9,2.6,8.4,-1.4
San Antonio Spurs,39.0,29.0,10.0,3.9,2.4,6.4,37.3,0.3,1.0,33.3,2.3,3.4,67.7,1.0,2.4,3.4,1.2,0.9,0.5,0.4,0.5,2.8,2.1,7.4,-1.3
Detroit Pistons,39.0,28.0,11.0,4.2,2.6,6.1,42.8,0.3,1.2,27.7,2.4,2.8,85.2,1.0,2.4,3.4,0.9,1.1,0.4,0.4,0.5,2.5,1.9,7.9,-1.5
Milwaukee Bucks,54.0,28.0,26.0,3.7,2.2,5.9,37.7,0.5,1.8,28.1,2.4,3.4,70.9,0.9,2.4,3.3,1.3,0.8,0.4,0.4,0.3,2.4,2.3,7.4,-0.6
New Jersey Nets,45.0,28.0,17.0,3.2,2.0,4.8,41.7,0.4,1.5,28.4,2.4,3.2,76.4,0.7,2.1,2.8,1.0,1.0,0.2,0.3,0.3,2.6,2.1,6.9,-0.7
New Orleans/Oklahoma City Hornets,47.0,26.0,21.0,3.4,2.5,5.9,41.7,0.6,1.8,32.6,1.4,1.7,82.1,1.0,1.9,2.9,1.1,0.8,0.3,0.4,0.3,2.4,1.4,6.9,-0.4
Utah Jazz,41.0,25.0,16.0,4.0,2.4,6.6,36.8,0.5,1.8,28.4,3.3,4.4,74.0,1.3,2.2,3.5,1.4,0.6,0.6,0.2,0.7,2.7,2.8,8.6,-0.2
Memphis Grizzlies,44.0,24.0,20.0,4.2,2.5,6.3,39.0,0.4,1.4,27.4,2.5,3.2,78.6,1.0,2.7,3.7,1.3,1.0,0.6,0.6,0.5,2.6,2.4,7.8,-1.3
Philadelphia 76ers,46.0,24.0,22.0,4.2,2.8,7.2,39.0,0.4,1.7,25.0,2.6,3.4,76.3,1.0,3.4,4.3,1.2,1.1,0.5,0.5,0.6,2.7,2.4,8.7,0.4
Los Angeles Clippers,40.0,23.0,17.0,3.7,2.2,6.3,35.2,0.5,1.6,31.7,2.2,3.0,73.1,1.0,2.2,3.2,1.3,0.8,0.3,0.4,0.6,1.9,2.2,7.1,-1.4
Seattle SuperSonics,44.0,23.0,21.0,4.0,2.7,6.2,43.1,0.6,1.8,32.9,3.3,3.9,83.7,1.3,2.0,3.2,1.3,1.0,0.8,0.2,0.4,2.1,2.6,9.2,0.0
Denver Nuggets,41.0,22.0,19.0,4.7,3.4,8.2,41.5,0.7,2.1,33.3,2.4,3.2,76.2,1.5,2.7,4.1,2.0,1.1,0.7,0.5,0.6,3.0,2.3,9.9,0.2
Miami Heat,42.0,22.0,20.0,3.5,2.5,5.4,45.4,0.6,1.5,44.3,2.4,3.1,78.3,0.7,2.0,2.7,1.2,0.9,0.4,0.2,0.2,2.3,1.9,8.0,0.0
