general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Milwaukee Bucks,73.0,56.0,17.0,0.767,48.2,118.7,43.3,90.9,47.6,13.8,38.9,35.5,18.3,24.7,74.2,9.5,42.2,51.7,25.9,15.1,7.2,5.9,4.5,19.6,21.7,10.1,Milwaukee Bucks,73.0,56.0,17.0,3519.0,111.9,102.5,9.4,59.8,1.71,18.0,24.1,77.5,52.4,14.2,55.2,58.3,105.51,56.2,7739.0,Milwaukee Bucks,73.0,56.0,17.0,48.2,102.5,42.2,77.5,7.2,5.9,16.9,11.3,13.6,38.7,Milwaukee Bucks,73.0,56.0,17.0,48.2,38.9,94.0,41.4,14.0,39.3,35.5,16.7,21.2,78.7,9.5,36.3,45.8,24.2,14.1,7.4,4.5,5.9,21.7,19.6,108.6,-10.1,Milwaukee Bucks,24.0,17.0,7.0,70.8,3.1,8.3,2.8,6.5,42.3,0.6,2.2,28.3,2.2,2.7,81.3,1.4,2.4,3.8,1.4,1.0,0.5,0.5,0.3,1.9,2.1,1.8,Milwaukee Bucks,24.0,17.0,7.0,74.0,109.3,94.5,14.8,50.0,1.38,13.3,38.1,75.0,55.2,13.2,47.1,54.0,112.01,64.8,Milwaukee Bucks,24.0,17.0,7.0,3.1,1.9,5.0,37.2,0.8,2.6,29.0,2.0,2.8,71.6,0.4,2.2,2.6,1.0,0.9,0.4,0.3,0.5,2.1,1.9,6.5,-1.8
Toronto Raptors,72.0,53.0,19.0,0.736,48.3,112.8,40.2,87.9,45.8,13.8,37.0,37.4,18.5,23.2,79.6,9.5,35.9,45.4,25.2,14.8,8.8,5.0,5.5,21.7,20.4,6.2,Toronto Raptors,72.0,53.0,19.0,3476.0,110.8,104.7,6.1,62.7,1.7,18.1,25.6,72.1,49.6,14.6,53.6,57.4,101.19,53.0,7328.0,Toronto Raptors,72.0,53.0,19.0,48.3,104.7,35.9,72.1,8.8,5.0,16.9,13.5,12.7,41.5,Toronto Raptors,72.0,53.0,19.0,48.3,37.8,88.3,42.8,13.1,38.9,33.7,17.8,23.2,76.9,10.9,35.1,46.1,25.6,16.8,7.2,5.5,5.0,20.4,21.7,106.5,-6.2,Toronto Raptors,37.0,25.0,12.0,67.6,3.5,9.4,2.8,5.7,48.1,1.0,2.4,41.6,2.9,3.7,78.8,0.6,2.5,3.1,1.5,0.9,0.7,0.2,0.4,1.9,2.4,2.0,Toronto Raptors,37.0,25.0,12.0,131.0,120.3,100.4,20.0,54.9,1.6,14.8,29.3,68.8,50.2,12.1,56.8,64.1,103.5,64.6,Toronto Raptors,37.0,25.0,12.0,3.5,2.4,5.8,41.7,0.9,2.6,33.7,1.7,2.2,76.8,0.8,2.1,2.9,1.4,1.2,0.4,0.4,0.2,2.4,1.9,7.4,-2.0
Los Angeles Lakers,71.0,52.0,19.0,0.732,48.1,113.4,42.3,88.3,48.0,11.0,31.6,34.9,17.7,24.3,72.9,10.7,35.1,45.7,25.4,15.2,8.6,6.6,3.7,20.7,21.7,5.8,Los Angeles Lakers,71.0,52.0,19.0,3418.0,111.7,106.1,5.6,60.0,1.67,18.0,28.3,73.7,51.2,14.9,54.2,57.3,101.2,53.9,7211.0,Los Angeles Lakers,71.0,52.0,19.0,48.1,106.1,35.1,73.7,8.6,6.6,17.4,12.0,16.5,45.8,Los Angeles Lakers,71.0,52.0,19.0,48.1,39.1,87.1,44.8,11.6,33.4,34.9,17.9,22.9,78.1,9.4,32.9,42.3,23.4,15.9,8.2,3.7,6.6,21.7,20.7,107.6,-5.8,Los Angeles Lakers,30.0,20.0,10.0,66.7,3.8,8.9,2.8,6.8,41.0,1.0,3.3,31.3,2.3,3.3,69.0,1.0,2.4,3.4,1.5,0.7,0.7,0.5,0.2,2.1,2.2,1.0,Los Angeles Lakers,30.0,20.0,10.0,114.0,108.1,101.7,6.4,53.6,2.14,13.6,29.9,72.7,49.2,8.5,48.5,53.8,101.39,55.7,Los Angeles Lakers,30.0,20.0,10.0,3.8,2.4,5.8,40.6,0.7,2.2,31.3,2.5,3.0,84.4,0.6,2.7,3.3,1.2,1.3,0.3,0.2,0.5,2.2,2.1,8.0,-1.0
LA Clippers,72.0,49.0,23.0,0.681,48.3,116.3,41.6,89.2,46.6,12.4,33.5,37.1,20.8,26.3,79.1,10.7,37.0,47.7,23.7,14.6,7.1,4.7,4.7,22.1,22.9,6.4,LA Clippers,72.0,49.0,23.0,3476.0,113.3,106.9,6.3,57.1,1.63,16.9,27.8,73.7,51.5,14.2,53.5,57.7,102.16,53.2,7396.0,LA Clippers,72.0,49.0,23.0,48.3,106.9,37.0,73.7,7.1,4.7,16.5,12.4,13.3,44.6,LA Clippers,72.0,49.0,23.0,48.3,39.5,90.2,43.8,12.3,35.6,34.5,18.5,24.5,75.6,10.7,34.6,45.3,23.7,14.1,7.5,4.7,4.7,22.9,22.1,109.9,-6.4,LA Clippers,32.0,19.0,13.0,59.4,4.0,10.1,3.2,6.7,47.9,1.2,2.8,41.1,2.6,3.4,74.5,1.2,2.6,3.8,1.7,1.2,0.4,0.4,0.2,2.3,2.2,0.7,LA Clippers,32.0,19.0,13.0,127.0,120.5,112.3,8.3,52.0,1.43,14.6,35.2,60.5,49.1,13.8,56.6,61.8,101.58,53.3,LA Clippers,32.0,19.0,13.0,4.0,3.2,7.5,42.1,0.9,3.2,29.7,2.2,2.9,75.3,1.3,2.4,3.7,1.5,0.9,0.8,0.2,0.4,2.2,2.3,9.4,-0.7
Boston Celtics,72.0,48.0,24.0,0.667,48.4,113.7,41.3,89.6,46.1,12.6,34.5,36.4,18.6,23.2,80.1,10.7,35.4,46.1,23.0,13.8,8.3,5.6,5.5,21.6,20.7,6.3,Boston Celtics,72.0,48.0,24.0,3486.0,112.8,106.5,6.3,55.7,1.66,16.7,28.3,73.1,50.9,13.7,53.1,57.0,99.92,53.1,7255.0,Boston Celtics,72.0,48.0,24.0,48.4,106.5,35.4,73.1,8.3,5.6,15.1,13.2,13.2,43.4,Boston Celtics,72.0,48.0,24.0,48.4,38.4,87.1,44.1,11.8,34.8,34.0,18.8,24.5,76.7,10.3,34.0,44.3,22.4,15.2,7.1,5.5,5.6,20.7,21.6,107.3,-6.3,Boston Celtics,42.0,23.0,19.0,54.8,3.4,8.7,2.8,6.3,43.8,0.9,2.5,36.4,2.2,2.8,79.7,0.9,2.5,3.4,1.7,1.0,0.4,0.4,0.4,2.2,2.1,0.6,Boston Celtics,42.0,23.0,19.0,144.0,112.7,108.3,4.4,60.3,1.67,15.6,35.6,69.9,52.9,13.0,51.1,57.6,106.3,54.5,Boston Celtics,42.0,23.0,19.0,3.4,2.4,5.9,40.6,0.8,2.7,30.4,2.5,3.2,78.2,0.8,2.1,2.9,1.3,0.9,0.6,0.4,0.4,2.1,2.2,8.1,-0.6
Denver Nuggets,73.0,46.0,27.0,0.63,48.6,111.3,42.0,88.9,47.3,11.0,30.6,35.9,16.2,20.9,77.7,10.8,33.4,44.1,26.7,13.8,8.0,4.6,4.4,20.3,20.5,2.1,Denver Nuggets,73.0,46.0,27.0,3549.0,112.6,110.4,2.2,63.6,1.94,19.1,29.4,72.5,50.9,13.9,53.5,56.7,97.64,51.7,7217.0,Denver Nuggets,73.0,46.0,27.0,48.6,110.4,33.4,72.5,8.0,4.6,16.2,12.2,12.4,48.2,Denver Nuggets,73.0,46.0,27.0,48.6,40.0,86.5,46.3,12.1,33.9,35.8,17.1,22.5,75.9,10.1,32.6,42.6,25.4,14.3,7.2,4.4,4.6,20.5,20.3,109.2,-2.1,Denver Nuggets,45.0,29.0,16.0,64.4,3.9,9.5,3.1,6.7,46.0,0.7,2.0,36.7,2.6,3.3,78.7,1.1,2.6,3.6,1.8,0.8,0.4,0.2,0.4,1.8,2.7,1.2,Denver Nuggets,45.0,29.0,16.0,176.0,115.4,105.4,10.0,58.0,2.16,15.7,35.8,70.1,52.8,10.0,51.5,58.3,98.43,59.4,Denver Nuggets,45.0,29.0,16.0,3.9,2.7,6.4,42.7,0.7,2.5,29.2,2.1,2.6,79.7,0.9,2.3,3.2,1.7,1.0,0.4,0.4,0.2,2.7,1.8,8.2,-1.2
Indiana Pacers,73.0,45.0,28.0,0.616,48.3,109.4,42.1,88.5,47.6,10.2,28.0,36.3,15.0,19.1,78.7,8.7,34.1,42.8,25.9,13.2,7.4,5.2,4.6,19.8,18.8,2.0,Indiana Pacers,73.0,45.0,28.0,3524.0,109.5,107.5,1.9,61.4,1.95,18.9,24.3,71.8,48.7,13.2,53.4,56.5,99.41,52.0,7299.0,Indiana Pacers,73.0,45.0,28.0,48.3,107.5,34.1,71.8,7.4,5.2,15.0,13.2,13.6,47.6,Indiana Pacers,73.0,45.0,28.0,48.3,39.5,88.5,44.6,11.5,33.6,34.1,17.0,21.6,78.8,10.4,34.9,45.2,23.1,14.7,6.9,4.6,5.2,18.8,19.8,107.5,-2.0,Indiana Pacers,36.0,22.0,14.0,61.1,4.2,9.3,3.1,7.0,44.2,1.0,2.6,38.3,2.1,2.6,81.5,0.9,2.5,3.5,1.5,1.3,0.6,0.5,0.4,2.3,2.2,1.2,Indiana Pacers,36.0,22.0,14.0,152.0,106.7,97.0,9.7,48.6,1.15,13.1,32.2,63.0,48.8,15.1,51.4,57.1,96.78,58.9,Indiana Pacers,36.0,22.0,14.0,4.2,2.8,7.2,38.2,0.6,2.8,21.6,2.0,2.8,71.7,1.1,2.6,3.8,1.1,1.2,0.6,0.4,0.5,2.2,2.3,8.1,-1.2
Houston Rockets,72.0,44.0,28.0,0.611,48.3,117.8,40.8,90.4,45.1,15.6,45.3,34.5,20.6,26.1,79.1,9.8,34.5,44.3,21.6,14.7,8.7,5.2,4.9,21.8,21.0,3.0,Houston Rockets,72.0,44.0,28.0,3476.0,112.5,109.8,2.7,53.0,1.47,15.5,24.9,71.3,48.0,14.0,53.7,57.8,104.04,49.4,7539.0,Houston Rockets,72.0,44.0,28.0,48.3,109.8,34.5,71.3,8.7,5.2,17.8,14.1,15.1,51.5,Houston Rockets,72.0,44.0,28.0,48.3,42.3,91.5,46.2,12.2,35.0,34.9,18.0,23.7,76.1,11.2,36.7,47.9,25.3,16.2,8.0,4.9,5.2,21.0,21.8,114.8,-3.0,Houston Rockets,32.0,19.0,13.0,59.4,3.5,9.2,2.7,6.4,42.2,1.0,3.1,33.7,2.8,3.2,87.4,1.1,2.7,3.8,1.4,0.9,0.6,0.5,0.3,1.8,2.2,1.8,Houston Rockets,32.0,19.0,13.0,112.0,116.6,96.7,19.9,51.2,1.52,13.1,33.3,64.6,50.2,11.5,50.2,59.2,106.81,65.1,Houston Rockets,32.0,19.0,13.0,3.5,2.3,6.7,35.2,0.8,2.9,26.9,1.9,2.6,74.4,1.0,2.5,3.5,1.4,1.0,0.4,0.3,0.5,2.2,1.8,7.4,-1.8
Oklahoma City Thunder,72.0,44.0,28.0,0.611,48.4,110.4,40.0,85.5,46.8,10.7,30.2,35.5,19.8,24.8,79.6,8.2,34.7,42.9,21.7,13.7,7.6,4.9,4.0,19.3,22.8,2.0,Oklahoma City Thunder,72.0,44.0,28.0,3486.0,110.1,108.1,2.1,54.3,1.58,16.3,24.1,72.8,49.2,13.7,53.0,57.3,99.42,51.9,7218.0,Oklahoma City Thunder,72.0,44.0,28.0,48.4,108.1,34.7,72.8,7.6,4.9,16.0,12.6,10.9,48.4,Oklahoma City Thunder,72.0,44.0,28.0,48.4,40.8,89.6,45.5,11.3,33.3,34.0,15.5,19.6,79.5,10.5,34.3,44.8,23.0,14.2,7.0,4.0,4.9,22.8,19.3,108.4,-2.0,Oklahoma City Thunder,45.0,30.0,15.0,66.7,4.3,11.0,3.4,6.9,49.2,0.9,2.4,37.4,3.3,3.9,84.2,0.7,2.9,3.6,1.3,1.1,0.8,0.5,0.2,1.8,2.9,2.3,Oklahoma City Thunder,45.0,30.0,15.0,191.0,121.9,97.5,24.4,37.9,1.18,11.3,31.6,69.9,52.6,12.1,55.6,63.6,101.31,67.3,Oklahoma City Thunder,45.0,30.0,15.0,4.3,3.0,7.2,41.7,0.9,3.0,31.1,1.7,2.4,70.9,1.1,2.5,3.6,1.5,1.4,0.6,0.2,0.5,2.9,1.8,8.7,-2.3
Utah Jazz,72.0,44.0,28.0,0.611,48.2,111.3,40.1,85.1,47.1,13.4,35.2,38.0,17.8,22.8,77.9,9.1,35.8,44.9,22.4,15.1,6.1,4.1,4.6,20.4,20.8,2.5,Utah Jazz,72.0,44.0,28.0,3471.0,111.8,109.3,2.5,56.0,1.48,16.8,26.1,74.6,51.2,15.2,54.9,58.5,99.15,51.3,7169.0,Utah Jazz,72.0,44.0,28.0,48.2,109.3,35.8,74.6,6.1,4.1,17.1,12.1,12.5,47.4,Utah Jazz,72.0,44.0,28.0,48.2,40.7,89.1,45.7,11.0,31.0,35.3,16.5,21.5,76.7,9.6,33.1,42.7,21.5,12.3,7.9,4.6,4.1,20.8,20.4,108.8,-2.5,Utah Jazz,41.0,28.0,13.0,68.3,3.5,9.0,2.7,6.4,42.9,0.9,2.5,34.3,2.6,3.4,77.7,0.8,2.8,3.6,1.4,0.7,0.4,0.4,0.3,1.9,2.5,1.0,Utah Jazz,41.0,28.0,13.0,145.0,111.6,101.9,9.7,51.8,1.93,13.6,26.7,72.5,50.0,9.1,49.6,57.0,107.4,57.4,Utah Jazz,41.0,28.0,13.0,3.5,2.5,6.4,39.8,0.8,2.4,33.7,2.0,2.7,74.8,0.8,2.8,3.6,1.4,0.8,0.4,0.3,0.4,2.5,1.9,7.9,-1.0
