TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
New York Knicks,82.0,37.0,45.0,48.4,36.1,79.0,45.7,4.4,12.8,34.0,20.6,26.7,77.1,11.4,31.9,43.3,21.1,14.4,7.6,3.8,3.1,19.9,23.0,97.2,1.4
Washington Wizards,82.0,37.0,45.0,48.4,35.1,79.4,44.2,5.5,15.1,36.2,16.9,21.9,77.1,11.6,29.8,41.4,21.7,14.3,7.5,4.4,4.8,22.0,20.0,92.5,1.0
Atlanta Hawks,82.0,35.0,47.0,48.5,36.8,84.2,43.6,5.4,15.2,35.9,18.7,24.5,76.0,13.1,29.5,42.6,21.6,13.0,9.0,5.0,5.8,20.3,21.7,97.6,3.6
Chicago Bulls,82.0,30.0,52.0,48.6,36.5,83.1,43.9,5.3,16.3,32.3,21.9,29.2,74.9,13.6,31.4,45.0,23.8,14.7,9.4,5.0,5.6,21.9,24.7,100.1,5.1
Memphis Grizzlies,82.0,28.0,54.0,48.6,39.3,85.5,46.0,5.3,14.5,36.3,16.8,22.2,75.9,13.7,31.2,44.9,24.3,14.8,8.7,5.2,6.1,21.7,20.5,100.7,3.2
Los Angeles Clippers,82.0,27.0,55.0,48.2,37.0,82.8,44.7,5.5,15.2,36.5,18.4,23.7,77.4,12.8,30.0,42.8,22.4,14.0,8.0,5.1,5.6,22.5,21.8,97.9,4.1
Miami Heat,82.0,25.0,57.0,48.4,33.1,75.7,43.7,5.0,14.0,35.3,19.5,26.0,75.1,10.6,31.5,42.2,18.1,14.3,7.6,5.3,4.0,20.4,22.6,90.6,5.0
Toronto Raptors,82.0,24.0,58.0,48.3,37.0,80.4,46.1,4.5,12.0,37.5,18.2,24.0,75.9,11.9,31.7,43.6,21.1,13.7,7.4,5.0,4.8,20.8,21.5,96.8,5.9
Cleveland Cavaliers,82.0,17.0,65.0,48.4,37.5,82.8,45.3,5.2,14.6,35.8,20.9,27.1,77.2,11.4,30.4,41.7,24.0,14.2,9.8,6.0,6.4,20.8,22.7,101.0,9.6
Denver Nuggets,82.0,17.0,65.0,48.1,32.9,74.2,44.3,5.1,13.8,37.0,21.6,28.5,75.7,10.5,29.8,40.3,21.5,17.1,9.0,6.6,5.1,21.8,25.1,92.4,8.3
