TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
New Orleans Hornets,31.0,21.0,10.0,4.4,3.0,7.0,42.4,0.9,2.2,39.7,2.0,2.3,88.6,0.8,2.8,3.7,1.5,1.4,0.3,0.4,0.3,2.2,2.0,8.8,-0.8
Houston Rockets,35.0,20.0,15.0,3.4,2.4,5.5,43.2,0.5,1.6,32.7,2.3,3.0,75.5,0.8,2.2,3.0,1.2,0.7,0.5,0.4,0.4,2.3,2.1,7.5,0.3
Orlando Magic,36.0,20.0,16.0,3.9,2.6,6.6,39.7,0.7,2.1,31.6,2.5,3.1,82.0,0.9,2.7,3.6,1.6,0.9,0.5,0.5,0.5,2.4,2.3,8.5,-0.7
Washington Wizards,40.0,19.0,21.0,4.2,2.6,6.6,39.8,0.9,2.5,34.7,3.6,4.6,76.8,1.2,2.5,3.7,1.8,1.1,0.8,0.5,0.4,3.0,3.0,9.7,-0.4
Charlotte Bobcats,38.0,18.0,20.0,4.6,3.3,7.3,45.0,0.8,2.4,33.7,2.7,3.9,69.1,1.2,2.8,4.0,1.8,1.5,0.5,0.7,0.6,3.4,2.9,10.1,0.1
Indiana Pacers,45.0,18.0,27.0,3.1,2.1,5.1,40.7,0.7,1.6,43.1,2.8,3.7,75.9,1.0,2.5,3.4,1.3,0.9,0.4,0.3,0.4,1.8,2.4,7.7,1.0
New York Knicks,42.0,18.0,24.0,4.2,2.7,6.7,40.6,0.6,1.9,34.2,2.7,3.6,76.0,1.2,2.9,4.1,1.3,1.2,0.6,0.5,0.2,2.5,2.6,8.8,1.5
Utah Jazz,34.0,18.0,16.0,3.3,2.7,5.8,46.7,0.4,1.3,30.2,3.1,4.0,77.2,1.0,1.8,2.8,1.2,0.6,0.5,0.4,0.5,2.2,2.5,8.9,0.1
Chicago Bulls,38.0,15.0,23.0,3.9,3.0,6.6,46.0,0.5,1.3,39.2,2.9,3.6,79.7,1.2,2.9,4.1,1.2,0.9,0.4,0.6,0.6,2.4,2.5,9.5,2.0
Los Angeles Clippers,35.0,14.0,21.0,3.6,2.9,5.9,49.3,0.6,1.4,44.9,2.7,3.5,76.4,0.8,2.1,2.9,1.5,0.7,0.5,0.2,0.5,2.2,2.2,9.1,1.4
Toronto Raptors,36.0,14.0,22.0,4.0,3.2,6.7,47.7,0.9,2.0,42.5,2.8,3.6,76.2,1.2,2.5,3.8,1.6,1.0,0.4,0.3,0.2,2.1,2.7,10.0,0.7
Memphis Grizzlies,36.0,13.0,23.0,4.2,2.9,6.6,44.1,0.5,2.0,23.6,3.9,4.5,85.3,1.1,2.4,3.6,1.3,1.0,0.8,0.4,0.3,2.8,3.2,10.1,0.4
Seattle SuperSonics,37.0,13.0,24.0,4.0,2.9,6.8,43.6,0.5,1.8,30.3,2.6,3.6,72.4,0.9,2.3,3.2,1.7,0.8,0.6,0.3,0.5,2.4,2.5,9.1,0.3
Miami Heat,44.0,10.0,34.0,4.0,2.6,6.3,41.5,0.6,1.7,37.8,3.3,4.2,78.9,1.3,3.2,4.5,1.5,1.2,0.7,0.3,0.5,2.1,2.7,9.2,2.1
Minnesota Timberwolves,40.0,10.0,30.0,3.4,2.7,5.6,48.6,0.5,1.1,43.2,2.6,3.2,81.4,1.0,1.7,2.7,1.4,0.8,0.5,0.4,0.2,1.9,2.3,8.5,1.7
