TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Oklahoma City Thunder,45.0,30.0,15.0,4.3,3.0,7.2,41.7,0.9,3.0,31.1,1.7,2.4,70.9,1.1,2.5,3.6,1.5,1.4,0.6,0.2,0.5,2.9,1.8,8.7,-2.3
Denver Nuggets,45.0,29.0,16.0,3.9,2.7,6.4,42.7,0.7,2.5,29.2,2.1,2.6,79.7,0.9,2.3,3.2,1.7,1.0,0.4,0.4,0.2,2.7,1.8,8.2,-1.2
Utah Jazz,41.0,28.0,13.0,3.5,2.5,6.4,39.8,0.8,2.4,33.7,2.0,2.7,74.8,0.8,2.8,3.6,1.4,0.8,0.4,0.3,0.4,2.5,1.9,7.9,-1.0
Philadelphia 76ers,44.0,26.0,18.0,3.1,2.1,4.7,44.0,0.5,1.6,32.4,2.2,3.0,72.4,0.4,2.0,2.5,1.1,0.8,0.5,0.2,0.4,2.0,2.0,6.9,-0.5
Toronto Raptors,37.0,25.0,12.0,3.5,2.4,5.8,41.7,0.9,2.6,33.7,1.7,2.2,76.8,0.8,2.1,2.9,1.4,1.2,0.4,0.4,0.2,2.4,1.9,7.4,-2.0
Boston Celtics,42.0,23.0,19.0,3.4,2.4,5.9,40.6,0.8,2.7,30.4,2.5,3.2,78.2,0.8,2.1,2.9,1.3,0.9,0.6,0.4,0.4,2.1,2.2,8.1,-0.6
Indiana Pacers,36.0,22.0,14.0,4.2,2.8,7.2,38.2,0.6,2.8,21.6,2.0,2.8,71.7,1.1,2.6,3.8,1.1,1.2,0.6,0.4,0.5,2.2,2.3,8.1,-1.2
Portland Trail Blazers,37.0,22.0,15.0,3.6,3.0,6.9,43.3,0.9,2.8,31.4,1.9,2.4,80.0,1.2,2.6,3.9,1.6,1.1,0.3,0.4,0.6,1.9,1.6,8.8,-0.6
Brooklyn Nets,40.0,20.0,20.0,4.4,3.3,8.0,41.2,0.9,3.0,30.3,2.4,3.0,79.8,1.0,2.5,3.6,1.6,1.0,0.7,0.6,0.4,2.5,2.4,9.8,-0.7
Los Angeles Lakers,30.0,20.0,10.0,3.8,2.4,5.8,40.6,0.7,2.2,31.3,2.5,3.0,84.4,0.6,2.7,3.3,1.2,1.3,0.3,0.2,0.5,2.2,2.1,8.0,-1.0
Houston Rockets,32.0,19.0,13.0,3.5,2.3,6.7,35.2,0.8,2.9,26.9,1.9,2.6,74.4,1.0,2.5,3.5,1.4,1.0,0.4,0.3,0.5,2.2,1.8,7.4,-1.8
LA Clippers,32.0,19.0,13.0,4.0,3.2,7.5,42.1,0.9,3.2,29.7,2.2,2.9,75.3,1.3,2.4,3.7,1.5,0.9,0.8,0.2,0.4,2.2,2.3,9.4,-0.7
Sacramento Kings,39.0,19.0,20.0,3.6,2.6,5.9,45.0,0.6,2.1,30.9,2.8,3.5,81.5,0.7,2.7,3.4,1.5,1.0,0.3,0.4,0.4,2.0,2.5,8.7,0.3
Miami Heat,36.0,18.0,18.0,4.3,3.4,7.6,44.5,1.1,3.1,34.5,2.4,2.8,84.2,1.1,3.1,4.2,1.8,0.9,0.4,0.2,0.6,2.7,2.1,10.2,1.1
San Antonio Spurs,45.0,18.0,27.0,3.9,3.0,6.9,42.8,0.9,2.8,32.3,2.6,3.0,85.3,0.9,3.0,4.0,1.5,1.0,0.3,0.5,0.4,2.1,2.3,9.4,0.5
Charlotte Hornets,34.0,17.0,17.0,4.4,3.3,7.6,43.2,1.1,3.3,34.2,1.9,2.6,75.0,1.3,2.6,3.9,1.9,0.9,0.6,0.2,0.5,2.6,2.2,9.6,-0.9
Dallas Mavericks,41.0,17.0,24.0,4.0,2.9,7.0,41.5,1.0,2.8,36.5,2.1,2.8,74.1,1.0,2.8,3.8,1.3,0.7,0.6,0.5,0.4,2.6,2.3,8.9,0.4
Milwaukee Bucks,24.0,17.0,7.0,3.1,1.9,5.0,37.2,0.8,2.6,29.0,2.0,2.8,71.6,0.4,2.2,2.6,1.0,0.9,0.4,0.3,0.5,2.1,1.9,6.5,-1.8
Phoenix Suns,37.0,16.0,21.0,3.5,2.7,6.1,44.2,0.8,2.3,33.3,3.1,3.8,81.0,0.6,2.5,3.2,1.2,0.8,0.4,0.6,0.3,2.3,2.5,9.3,0.3
New York Knicks,34.0,14.0,20.0,4.0,2.6,6.5,39.5,1.0,2.9,33.7,2.9,3.4,85.2,0.7,2.6,3.3,1.3,1.1,0.4,0.6,0.5,2.1,2.6,9.0,0.3
Orlando Magic,34.0,14.0,20.0,3.6,2.8,6.4,44.4,0.8,2.4,34.6,1.7,2.3,74.7,0.7,2.7,3.4,1.7,1.0,0.7,0.4,0.4,1.7,2.1,8.2,0.7
Washington Wizards,35.0,14.0,21.0,3.0,2.3,5.0,46.6,0.8,2.1,38.4,2.4,3.1,77.6,0.8,2.2,3.0,1.3,0.8,0.3,0.5,0.2,1.8,1.9,7.8,1.5
Atlanta Hawks,34.0,13.0,21.0,3.8,2.8,6.9,40.3,0.7,2.8,25.5,2.3,3.2,71.6,1.1,2.9,3.9,1.6,1.1,0.6,0.8,0.4,1.8,2.1,8.5,0.9
Chicago Bulls,38.0,13.0,25.0,3.1,2.6,5.5,47.4,0.8,2.2,39.0,2.4,3.1,77.1,1.1,2.0,3.1,1.4,0.8,0.4,0.5,0.2,1.7,2.1,8.4,1.7
Cleveland Cavaliers,29.0,13.0,16.0,4.6,3.5,8.5,40.9,0.9,2.9,31.0,2.2,2.9,76.5,1.3,2.7,4.0,1.9,0.6,0.8,0.7,0.6,2.2,2.1,10.1,0.3
Memphis Grizzlies,30.0,13.0,17.0,3.2,2.6,5.8,44.8,1.0,2.5,39.5,2.6,3.4,77.2,0.7,2.2,2.9,1.3,0.7,0.6,0.4,0.4,1.7,2.2,8.8,1.3
New Orleans Pelicans,41.0,13.0,28.0,3.5,2.8,6.1,44.8,0.7,2.1,34.5,2.9,3.4,87.0,0.8,2.9,3.6,1.2,0.7,0.3,0.3,0.4,1.9,2.2,9.2,2.5
Minnesota Timberwolves,33.0,11.0,22.0,3.4,2.7,6.1,44.8,0.9,2.5,37.8,2.1,2.8,75.0,0.7,2.3,3.0,1.0,0.8,0.3,0.5,0.3,1.9,2.1,8.5,1.2
Detroit Pistons,30.0,10.0,20.0,4.0,3.1,7.3,42.7,0.9,2.3,38.6,2.6,3.1,81.9,1.3,3.2,4.5,1.7,0.7,0.7,0.4,0.4,1.5,2.3,9.7,2.4
Golden State Warriors,27.0,8.0,19.0,3.7,3.1,6.4,48.3,1.0,2.4,43.8,3.0,3.9,78.1,0.8,2.7,3.5,1.4,0.7,0.7,0.5,0.5,1.6,2.8,10.3,2.0
