TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Los Angeles Lakers,33.0,22.0,11.0,4.5,2.8,6.7,42.1,0.5,2.2,25.4,2.4,3.4,70.8,1.0,3.1,4.1,1.4,1.4,0.4,0.5,0.4,2.8,2.6,8.6,-0.9
Oklahoma City Thunder,45.0,21.0,24.0,4.2,2.6,6.5,40.2,0.6,2.0,29.5,2.5,3.4,72.3,1.1,2.7,3.8,1.3,1.1,0.7,0.6,0.5,2.5,2.2,8.3,0.5
Denver Nuggets,37.0,20.0,17.0,4.2,2.6,6.2,42.5,0.7,1.7,42.2,3.3,4.2,77.7,1.0,2.2,3.2,1.2,0.9,0.2,0.6,0.4,2.2,2.8,9.3,-0.4
Detroit Pistons,47.0,20.0,27.0,3.5,1.9,5.2,37.4,0.5,1.9,24.7,3.3,3.8,85.6,0.9,2.7,3.6,1.2,1.0,0.3,0.4,0.3,2.3,2.5,7.6,0.6
Los Angeles Clippers,35.0,19.0,16.0,3.2,1.9,5.2,37.2,0.4,1.6,23.2,1.6,2.2,74.0,0.9,1.6,2.5,0.8,0.8,0.5,0.3,0.4,1.9,1.7,5.9,-1.1
Miami Heat,38.0,19.0,19.0,4.7,3.1,7.7,39.9,0.9,2.7,32.7,3.0,3.9,77.6,1.3,2.7,4.0,1.5,1.3,0.5,0.4,0.6,2.6,2.8,10.1,0.4
New York Knicks,44.0,19.0,25.0,4.3,3.1,7.2,43.8,0.6,1.9,32.1,2.0,2.5,77.7,1.1,2.9,4.0,1.4,1.2,0.4,0.4,0.4,2.3,2.1,8.9,0.1
San Antonio Spurs,41.0,19.0,22.0,3.4,2.4,5.3,44.5,0.3,1.0,28.6,2.7,3.3,80.7,0.8,2.1,2.9,1.1,0.6,0.5,0.5,0.3,2.0,2.4,7.7,0.5
Orlando Magic,34.0,18.0,16.0,3.3,2.2,5.5,39.4,0.5,1.5,30.8,1.9,2.4,76.8,0.9,2.1,3.0,1.0,0.7,0.4,0.2,0.3,2.1,1.7,6.7,-0.8
Utah Jazz,32.0,18.0,14.0,3.7,2.4,6.0,40.6,0.6,1.8,33.3,3.1,4.4,71.4,1.3,2.2,3.5,1.0,0.9,0.5,0.6,0.4,2.2,2.9,8.6,0.5
Washington Wizards,46.0,18.0,28.0,4.1,2.7,6.8,39.5,0.5,1.8,30.1,2.9,4.1,71.8,1.2,2.5,3.7,1.4,0.7,0.5,0.4,0.6,2.4,2.8,8.8,0.9
Sacramento Kings,49.0,16.0,33.0,3.9,2.9,6.7,43.1,0.6,1.8,31.5,2.7,3.2,84.0,1.1,2.4,3.6,1.3,0.6,0.5,0.5,0.4,2.1,2.2,9.0,1.6
Philadelphia 76ers,45.0,14.0,31.0,4.0,2.9,6.7,43.0,0.5,1.7,29.9,2.7,3.5,77.8,1.2,2.4,3.6,1.4,0.8,0.6,0.3,0.3,1.9,2.7,9.0,1.7
Indiana Pacers,35.0,13.0,22.0,3.0,1.9,4.7,40.6,0.4,1.3,31.1,2.2,2.9,77.0,0.8,2.3,3.0,1.0,0.7,0.5,0.4,0.3,1.3,1.9,6.4,1.5
Golden State Warriors,41.0,12.0,29.0,3.6,2.8,5.8,48.7,0.6,1.6,39.4,3.2,4.2,75.1,0.9,2.6,3.5,1.4,1.0,0.6,0.5,0.3,1.8,2.8,9.5,2.3
Minnesota Timberwolves,37.0,12.0,25.0,3.3,2.2,4.9,43.7,0.5,1.4,40.0,2.7,3.4,80.2,1.0,1.8,2.8,0.9,0.9,0.4,0.4,0.2,1.7,2.1,7.6,1.1
New Jersey Nets,28.0,6.0,22.0,3.9,2.6,6.3,41.8,0.4,1.3,32.4,2.9,3.7,78.6,1.3,2.9,4.1,1.3,1.1,0.5,0.6,0.4,2.3,2.7,8.6,2.1
