TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
San Antonio Spurs,82.0,58.0,24.0,48.4,34.6,82.6,41.9,4.2,12.7,32.9,15.0,20.3,74.1,11.8,29.7,41.5,19.7,13.5,7.3,5.2,7.0,23.7,18.9,88.4,-7.8
Los Angeles Lakers,82.0,56.0,26.0,48.5,36.4,83.1,43.8,5.0,14.2,35.4,19.5,25.8,75.4,12.0,29.4,41.3,20.2,13.1,7.5,4.0,6.0,24.4,22.8,97.2,-3.4
Philadelphia 76ers,82.0,56.0,26.0,48.4,35.0,81.7,42.9,5.2,15.2,34.2,15.2,20.2,74.9,12.0,28.9,40.9,21.6,15.4,8.2,5.6,5.0,23.6,20.4,90.4,-4.3
Sacramento Kings,82.0,55.0,27.0,49.0,37.6,87.1,43.2,4.9,13.8,35.5,15.7,21.0,74.9,13.7,32.2,45.9,22.1,16.3,8.1,5.8,5.3,21.5,19.5,95.9,-5.8
Dallas Mavericks,82.0,53.0,29.0,48.3,35.8,81.6,43.9,4.6,13.9,33.4,19.9,27.2,73.1,13.0,32.0,45.0,21.7,15.5,7.6,4.6,6.0,22.5,23.3,96.2,-4.3
Utah Jazz,82.0,53.0,29.0,48.2,32.5,74.1,43.9,5.0,14.6,34.3,22.3,29.2,76.5,10.7,26.6,37.3,19.1,16.1,8.5,5.5,5.6,24.5,25.7,92.4,-4.7
Milwaukee Bucks,82.0,52.0,30.0,48.2,35.5,80.8,43.9,5.4,15.2,35.2,20.5,26.7,76.8,12.4,30.4,42.7,23.0,15.5,7.2,4.3,4.7,21.7,23.5,96.9,-3.9
Phoenix Suns,82.0,51.0,31.0,48.3,34.0,78.3,43.5,4.0,11.4,34.9,19.7,25.9,76.1,11.0,31.6,42.6,20.2,17.5,8.3,5.1,5.2,22.2,22.7,91.8,-2.2
Miami Heat,82.0,50.0,32.0,48.5,32.9,76.4,43.1,4.4,13.3,33.1,16.3,22.2,73.7,11.1,30.8,42.0,17.3,15.5,7.3,5.2,3.7,22.2,21.0,86.6,-2.3
Portland Trail Blazers,82.0,50.0,32.0,48.2,34.4,78.5,43.8,5.0,13.5,36.8,17.5,23.5,74.4,11.5,27.3,38.8,21.3,14.8,7.9,4.0,5.1,21.2,21.3,91.2,-4.2
New York Knicks,82.0,48.0,34.0,48.5,31.3,75.1,41.7,5.4,15.4,35.2,18.0,24.6,73.3,10.6,29.5,40.1,19.2,14.8,7.3,4.1,4.2,21.4,22.7,86.1,-2.6
Minnesota Timberwolves,82.0,47.0,35.0,48.4,36.3,80.3,45.2,4.3,12.1,35.1,19.1,26.4,72.4,11.8,30.5,42.3,22.4,15.2,7.1,4.4,5.6,20.2,23.2,96.0,-1.4
Toronto Raptors,82.0,47.0,35.0,48.7,36.7,82.0,44.7,4.6,12.7,36.3,17.4,23.0,75.4,11.3,30.6,41.9,20.7,14.1,6.8,5.4,6.3,21.9,21.3,95.4,-2.3
Charlotte Hornets,82.0,46.0,36.0,48.5,33.7,79.3,42.6,4.7,13.2,36.0,17.6,23.3,75.6,10.9,29.7,40.6,21.3,14.7,7.5,4.6,5.5,21.6,21.4,89.8,-2.1
Houston Rockets,82.0,45.0,37.0,48.4,36.8,82.1,44.9,4.4,12.4,35.4,16.9,22.7,74.4,12.0,29.5,41.6,21.2,13.3,7.4,4.9,4.4,21.6,20.2,94.9,-2.3
Seattle SuperSonics,82.0,44.0,38.0,48.3,37.5,82.7,45.3,5.7,16.5,34.9,16.5,22.2,74.2,12.8,29.6,42.4,23.9,15.0,7.9,6.2,5.0,22.1,21.1,97.3,0.0
Orlando Magic,82.0,43.0,39.0,48.7,34.5,79.3,43.5,4.5,12.9,34.6,23.0,31.3,73.5,12.9,31.8,44.8,21.9,17.2,8.5,5.4,5.9,23.7,25.3,96.5,-1.0
Indiana Pacers,82.0,41.0,41.0,48.7,34.5,81.5,42.3,4.6,13.7,33.6,19.2,25.3,75.8,12.7,30.4,43.1,20.7,13.6,7.2,4.7,5.9,23.0,23.5,92.8,0.2
Denver Nuggets,82.0,40.0,42.0,48.2,37.6,84.3,44.6,5.1,14.2,35.6,18.8,25.0,75.3,12.3,32.2,44.6,24.9,13.1,7.2,6.1,6.6,21.4,22.2,99.0,2.5
Boston Celtics,82.0,36.0,46.0,48.4,35.8,78.0,45.9,5.2,14.3,36.8,19.9,26.6,75.0,10.8,32.3,43.1,23.0,17.1,7.9,5.4,4.1,23.2,23.8,96.8,2.1
Detroit Pistons,82.0,32.0,50.0,48.4,36.3,83.5,43.4,5.2,15.0,34.8,19.5,26.5,73.6,12.3,32.6,44.9,22.7,15.5,8.2,4.8,5.5,25.1,23.8,97.3,1.7
Los Angeles Clippers,82.0,31.0,51.0,48.9,36.5,82.9,44.0,4.3,13.1,32.9,18.0,24.2,74.3,12.7,29.7,42.4,21.8,12.7,7.8,5.0,6.3,21.9,21.6,95.3,2.9
Cleveland Cavaliers,82.0,30.0,52.0,48.4,35.7,80.3,44.5,5.1,14.1,36.5,19.9,25.9,76.8,12.1,29.3,41.3,22.9,15.0,8.5,6.6,5.3,22.1,23.2,96.5,4.2
New Jersey Nets,82.0,26.0,56.0,48.1,35.8,78.7,45.5,5.2,14.5,36.0,20.3,27.2,74.6,12.2,32.0,44.2,22.4,15.9,7.5,6.4,5.0,22.0,24.2,97.1,5.0
Atlanta Hawks,82.0,25.0,57.0,48.1,35.6,80.6,44.2,4.8,13.2,36.7,20.1,26.3,76.5,12.5,30.9,43.5,21.2,14.8,8.5,6.3,4.7,20.7,22.7,96.2,5.2
Vancouver Grizzlies,82.0,23.0,59.0,48.2,38.3,82.8,46.3,4.7,13.1,36.2,16.1,21.9,73.2,12.8,30.9,43.7,23.6,14.8,8.7,5.8,4.4,21.6,21.1,97.5,5.7
Washington Wizards,82.0,19.0,63.0,48.0,37.8,80.4,47.0,5.3,13.3,39.6,19.0,25.5,74.7,11.4,29.4,40.7,23.2,15.0,8.4,6.2,4.7,24.1,23.3,99.9,6.7
Golden State Warriors,82.0,17.0,65.0,48.2,38.8,82.2,47.2,5.4,14.1,37.9,18.6,24.5,76.0,12.7,32.8,45.5,24.9,16.4,8.8,6.0,5.0,21.5,21.1,101.5,9.0
Chicago Bulls,82.0,15.0,67.0,48.4,36.4,77.2,47.2,4.2,11.9,35.6,19.6,26.9,73.0,11.7,31.1,42.8,23.6,14.8,7.7,5.2,4.6,21.4,23.2,96.7,9.1
