,t1_general_traditional_WIN%,t1_general_traditional_3PM,t1_general_traditional_+/-,t1_general_advanced_NetRtg,t1_general_advanced_AST,t1_general_advanced_PIE,t1_general_opponent_Opponent's 3 Point Field Goal Percentage,t1_general_opponent_Opponent's Free Throw Percentage,t1_general_opponent_Opponent's Turnovers,t1_clutch-traditional_Win Percentage,t1_clutch-advanced_Defensive Rebounding Percentage,t1_seed,t2_general_traditional_WIN%,t2_general_traditional_FTM,t2_general_traditional_PFD,t2_general_traditional_+/-,t2_general_advanced_OffRtg,t2_general_advanced_NetRtg,t2_general_advanced_POSS,t2_general_opponent_Opponent's 3 Point Field Goals Made,t2_general_opponent_Opponent's Rebounds,t2_clutch-traditional_3 Point Field Goals Made,t2_clutch-traditional_Free Throw Percentage,t2_clutch-opponent_Opponent's Field Goals Made,t2_seed
248,73.2,5.1,6.1,6.7,14.6,55.1,36.1,75.2,14.0,72.7,67.9,4.0,76.8,16.2,20.6,6.8,106.2,7.5,7382.0,3.7,40.3,0.3,72.4,2.4,1.0
249,63.9,14.4,5.9,5.8,18.0,53.3,38.4,78.0,13.2,46.4,72.6,3.0,70.8,15.6,18.0,5.8,116.3,5.9,7137.0,11.6,42.7,1.0,79.3,3.0,2.0
250,70.7,6.2,7.1,7.6,17.5,54.9,31.7,76.1,14.0,59.0,63.0,3.0,70.7,20.3,0.1,6.2,105.4,6.9,7528.0,4.6,41.9,0.4,74.2,2.7,2.0
251,79.3,15.3,8.5,8.4,16.4,53.1,35.1,74.6,14.5,71.4,72.7,1.0,58.5,16.8,20.5,4.3,107.4,4.4,7951.0,9.5,41.6,0.7,81.5,2.6,5.0
252,79.3,15.3,8.5,8.4,16.4,53.1,35.1,74.6,14.5,71.4,72.7,1.0,57.3,19.4,20.9,2.2,112.5,2.3,7985.0,10.9,41.8,0.7,77.4,2.9,8.0
253,68.30000000000001,11.4,3.4,3.4,16.5,50.9,32.2,75.1,16.4,59.5,62.9,2.0,68.30000000000001,17.9,21.5,6.6,111.6,6.9,7844.0,8.3,42.9,0.4,74.7,2.0,3.0
254,61.0,5.9,2.3,2.2,17.4,52.0,38.0,76.0,14.5,57.8,70.6,5.0,73.2,19.4,0.0,5.4,103.9,5.8,7558.0,4.3,40.9,0.5,70.1,2.5,1.0
255,81.69999999999999,12.0,11.6,11.4,21.2,57.9,32.4,76.1,15.5,64.0,67.3,1.0,50.0,18.5,19.8,-0.5,109.4,-0.6,8088.0,9.3,44.0,0.8,81.8,3.7,8.0
256,58.5,10.2,1.3,1.1,19.0,52.5,35.5,78.4,14.5,60.0,70.8,6.0,59.8,16.7,19.1,2.6,108.4,2.7,7992.0,9.7,42.9,0.7,74.1,2.9,3.0
257,52.400000000000006,8.9,-0.9,-0.7,17.4,50.6,35.7,77.2,15.4,59.1,68.3,5.0,59.8,17.3,19.8,1.8,110.4,1.7,8109.0,9.9,43.0,0.7,80.7,2.7,4.0
258,61.0,6.1,3.7,3.7,18.5,54.0,34.2,74.6,15.6,62.5,65.7,4.0,74.4,19.1,20.8,6.5,110.6,6.8,7573.0,6.4,38.5,1.0,72.0,2.1,1.0
259,54.900000000000006,6.7,-0.4,-0.6,15.7,49.0,35.7,74.8,13.3,63.6,68.1,4.0,52.400000000000006,19.0,20.2,-0.3,107.6,-0.3,7533.0,8.3,41.2,0.8,83.0,2.6,5.0
260,69.5,13.3,6.5,6.5,20.4,54.6,34.7,77.3,13.5,57.1,68.9,1.0,64.60000000000001,19.3,20.0,4.8,114.9,4.8,8130.0,10.1,45.4,0.9,80.0,2.6,4.0
261,61.0,6.1,2.2,2.1,15.3,51.0,35.6,74.2,13.2,57.7,69.6,4.0,51.2,23.0,25.0,1.9,107.7,1.9,7742.0,6.1,42.0,0.4,77.5,2.8,5.0
262,68.30000000000001,5.4,3.4,3.5,17.4,53.2,35.4,75.4,13.1,66.0,70.3,2.0,61.0,17.6,0.1,4.2,104.7,4.2,7475.0,5.0,38.8,0.4,76.4,1.9,7.0
263,89.0,13.1,10.8,10.6,20.4,56.7,33.2,75.7,14.5,88.2,69.8,1.0,50.0,20.4,22.5,0.2,107.3,0.0,8139.0,9.7,44.6,0.9,72.4,2.6,8.0
