general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Phoenix Suns,82.0,64.0,18.0,0.78,48.1,114.8,43.7,90.1,48.5,11.6,31.9,36.4,15.9,19.9,79.7,9.8,35.5,45.3,27.4,12.9,8.6,4.4,4.0,19.9,18.9,7.5,Phoenix Suns,82.0,64.0,18.0,3946.0,114.2,106.8,7.5,62.7,2.12,19.5,26.4,72.8,50.3,12.9,54.9,58.1,100.26,54.8,8242.0,Phoenix Suns,82.0,64.0,18.0,48.1,106.8,35.5,72.8,8.6,4.4,14.8,13.6,11.3,45.2,Phoenix Suns,82.0,64.0,18.0,48.1,39.2,88.3,44.4,11.6,34.2,34.0,17.3,22.7,76.1,10.5,33.9,44.5,22.9,14.7,7.5,4.0,4.4,18.9,19.9,107.3,-7.5,Phoenix Suns,42.0,33.0,9.0,78.6,3.1,9.0,3.0,5.2,57.8,0.7,1.7,43.1,2.3,3.0,76.2,0.5,2.4,2.9,1.9,0.7,0.4,0.3,0.1,1.9,2.0,2.5,Phoenix Suns,42.0,33.0,9.0,130.0,131.6,98.2,33.4,62.7,2.63,19.8,32.0,70.1,55.0,10.4,64.9,69.3,104.65,74.2,Phoenix Suns,42.0,33.0,9.0,3.1,2.0,5.5,36.7,0.5,2.1,23.3,2.0,2.6,76.1,0.7,1.5,2.3,0.9,0.7,0.4,0.1,0.3,2.0,1.9,6.5,-2.5
Memphis Grizzlies,82.0,56.0,26.0,0.683,48.2,115.6,43.5,94.4,46.1,11.5,32.7,35.3,17.0,23.1,73.4,14.1,35.0,49.2,26.0,13.2,9.8,6.5,6.0,19.8,19.8,5.7,Memphis Grizzlies,82.0,56.0,26.0,3956.0,114.3,108.9,5.3,59.7,1.97,17.9,33.8,72.6,52.6,13.0,52.2,55.3,100.52,53.0,8295.0,Memphis Grizzlies,82.0,56.0,26.0,48.2,108.9,35.0,72.6,9.8,6.5,14.5,13.0,13.2,47.4,Memphis Grizzlies,82.0,56.0,26.0,48.2,40.3,88.6,45.5,12.0,34.5,34.9,17.3,22.4,77.1,10.0,33.0,43.0,25.0,15.1,7.2,6.0,6.5,19.8,19.8,109.9,-5.7,Memphis Grizzlies,32.0,21.0,11.0,65.6,3.9,9.5,3.0,7.3,41.2,0.8,2.5,31.3,2.7,3.3,80.4,1.4,2.4,3.8,1.2,1.1,0.7,0.7,0.6,2.0,2.3,1.4,Memphis Grizzlies,32.0,21.0,11.0,126.0,112.2,102.4,9.8,39.6,1.12,10.4,39.6,63.0,50.7,12.6,46.6,54.1,99.65,55.3,Memphis Grizzlies,32.0,21.0,11.0,3.9,2.7,6.7,40.2,0.7,2.4,28.6,2.0,2.5,80.0,1.0,2.5,3.5,1.5,1.1,0.4,0.6,0.7,2.3,2.0,8.1,-1.4
Golden State Warriors,82.0,53.0,29.0,0.646,48.1,111.0,40.5,86.4,46.9,14.3,39.4,36.4,15.6,20.3,76.9,9.8,35.7,45.5,27.1,14.9,8.8,4.5,3.9,21.0,18.0,5.5,Golden State Warriors,82.0,53.0,29.0,3946.0,112.1,106.6,5.5,66.9,1.82,19.5,26.9,73.6,51.0,15.0,55.2,58.2,98.74,53.6,8121.0,Golden State Warriors,82.0,53.0,29.0,48.1,106.6,35.7,73.6,8.8,4.5,16.9,12.7,12.3,43.9,Golden State Warriors,82.0,53.0,29.0,48.1,37.9,86.6,43.8,12.2,36.0,33.9,17.4,22.9,75.9,9.7,33.0,42.6,22.9,14.5,7.9,3.9,4.5,18.0,21.0,105.5,-5.5,Golden State Warriors,42.0,23.0,19.0,54.8,3.5,7.4,2.6,6.2,42.1,0.7,2.8,24.8,1.5,1.9,83.3,0.8,2.3,3.2,1.5,0.9,0.5,0.2,0.4,2.0,1.6,0.2,Golden State Warriors,42.0,23.0,19.0,148.0,103.3,99.3,4.0,56.9,1.68,15.1,30.4,67.9,49.0,12.3,47.7,53.2,98.47,52.3,Golden State Warriors,42.0,23.0,19.0,3.5,2.3,5.7,40.2,0.6,2.5,25.5,1.9,2.5,77.9,1.0,2.2,3.2,1.2,1.1,0.4,0.4,0.2,1.6,2.0,7.2,-0.2
Miami Heat,82.0,53.0,29.0,0.646,48.4,110.0,39.6,84.8,46.7,13.6,35.8,37.9,17.3,21.4,80.8,9.8,33.9,43.7,25.5,14.6,7.4,3.2,4.0,20.5,20.6,4.5,Miami Heat,82.0,53.0,29.0,3971.0,113.0,108.4,4.5,64.4,1.75,18.8,27.8,73.5,51.0,14.9,54.7,58.4,96.53,52.9,7987.0,Miami Heat,82.0,53.0,29.0,48.4,108.4,33.9,73.5,7.4,3.2,16.7,12.6,12.2,41.3,Miami Heat,82.0,53.0,29.0,48.4,37.5,84.0,44.7,13.0,38.3,33.9,17.5,22.5,77.9,9.5,32.1,41.7,23.3,15.0,7.4,4.0,3.2,20.6,20.5,105.6,-4.5,Miami Heat,38.0,23.0,15.0,60.5,3.5,7.4,2.2,5.4,40.6,0.9,2.5,36.2,2.1,2.6,78.0,0.6,2.3,3.0,1.1,1.1,0.4,0.4,0.3,1.9,2.2,0.5,Miami Heat,38.0,23.0,15.0,134.0,101.1,100.8,0.3,51.2,1.08,12.1,27.4,72.1,49.2,14.4,48.8,55.8,96.3,51.3,Miami Heat,38.0,23.0,15.0,3.5,2.0,5.3,38.5,0.8,2.6,29.9,2.1,2.5,84.0,0.7,2.5,3.1,1.1,1.0,0.6,0.3,0.4,2.2,1.9,6.9,-0.5
Dallas Mavericks,82.0,52.0,30.0,0.634,48.2,108.0,39.3,85.1,46.1,13.1,37.4,35.0,16.4,21.2,77.1,9.3,33.8,43.0,23.4,12.5,6.7,4.0,3.7,19.7,20.1,3.3,Dallas Mavericks,82.0,52.0,30.0,3951.0,112.5,109.1,3.5,59.5,1.87,17.8,25.6,73.3,49.6,13.0,53.8,57.2,95.64,51.1,7871.0,Dallas Mavericks,82.0,52.0,30.0,48.2,109.1,33.8,73.3,6.7,4.0,14.4,13.1,12.0,47.1,Dallas Mavericks,82.0,52.0,30.0,48.2,39.0,85.4,45.7,10.9,32.1,34.0,15.8,20.6,76.7,9.5,34.1,43.6,23.5,13.1,7.0,3.7,4.0,20.1,19.7,104.7,-3.3,Dallas Mavericks,38.0,22.0,16.0,57.9,3.4,7.2,2.5,5.6,44.9,0.7,2.6,28.6,1.4,1.9,74.6,0.7,1.7,2.3,1.3,0.8,0.4,0.2,0.1,1.7,1.7,-0.3,Dallas Mavericks,38.0,22.0,16.0,128.0,108.8,117.8,-9.1,51.0,1.69,14.4,33.1,67.6,49.2,11.6,51.4,55.7,91.93,45.8,Dallas Mavericks,38.0,22.0,16.0,3.4,2.6,5.2,49.7,0.8,2.1,39.2,1.4,2.2,67.1,0.7,2.1,2.8,1.3,0.7,0.3,0.1,0.2,1.7,1.7,7.5,0.3
Boston Celtics,82.0,51.0,31.0,0.622,48.5,111.8,40.7,87.4,46.6,13.2,37.1,35.6,17.0,20.9,81.6,10.5,35.5,46.1,24.8,13.6,7.2,5.8,4.6,18.5,19.4,7.3,Boston Celtics,82.0,51.0,31.0,3981.0,113.6,106.2,7.4,60.9,1.82,18.2,27.7,72.5,50.9,13.9,54.2,57.8,97.26,54.7,8068.0,Boston Celtics,82.0,51.0,31.0,48.5,106.2,35.5,72.5,7.2,5.8,15.2,12.5,11.5,42.5,Boston Celtics,82.0,51.0,31.0,48.5,38.3,88.1,43.4,11.8,34.9,33.9,16.1,20.6,78.3,10.5,33.3,43.7,21.6,13.8,7.5,4.6,5.8,19.4,18.5,104.5,-7.3,Boston Celtics,35.0,13.0,22.0,37.1,4.7,9.9,3.2,8.0,40.1,0.7,2.7,26.9,2.7,3.2,86.5,0.8,3.1,3.9,1.6,1.1,0.7,0.5,0.9,2.6,2.4,-0.7,Boston Celtics,35.0,13.0,22.0,166.0,97.7,107.2,-9.5,50.0,1.4,12.5,23.7,69.6,46.3,11.3,44.6,52.6,100.89,45.0,Boston Celtics,35.0,13.0,22.0,4.7,3.4,7.9,42.6,1.1,3.5,30.1,2.8,3.5,80.2,1.0,3.7,4.7,1.9,1.3,0.5,0.9,0.5,2.4,2.6,10.6,0.7
Milwaukee Bucks,82.0,51.0,31.0,0.622,48.2,115.5,41.8,89.4,46.8,14.1,38.4,36.6,17.8,22.9,77.6,10.2,36.5,46.7,23.9,13.4,7.6,4.0,4.4,18.2,19.7,3.4,Milwaukee Bucks,82.0,51.0,31.0,3951.0,114.3,111.1,3.2,57.2,1.78,17.3,26.9,74.7,51.2,13.3,54.6,58.0,100.59,51.6,8284.0,Milwaukee Bucks,82.0,51.0,31.0,48.2,111.1,36.5,74.7,7.6,4.0,15.6,12.9,11.5,43.7,Milwaukee Bucks,82.0,51.0,31.0,48.2,41.4,90.6,45.6,14.5,40.6,35.6,15.0,19.9,75.1,9.9,34.2,44.1,25.9,13.0,7.4,4.4,4.0,19.7,18.2,112.1,-3.4,Milwaukee Bucks,41.0,24.0,17.0,58.5,3.0,7.4,2.4,5.1,47.1,0.8,2.1,37.2,1.8,2.4,77.3,0.7,2.3,3.0,1.1,0.8,0.5,0.3,0.3,1.7,1.4,1.0,Milwaukee Bucks,41.0,24.0,17.0,122.0,117.4,101.5,15.9,48.0,1.42,13.7,34.1,73.7,55.0,12.8,54.8,60.4,102.06,59.5,Milwaukee Bucks,41.0,24.0,17.0,3.0,2.0,5.0,40.0,0.8,2.3,33.0,1.7,2.3,72.6,0.5,1.8,2.4,1.0,0.8,0.3,0.3,0.3,1.4,1.7,6.4,-1.0
Philadelphia 76ers,82.0,51.0,31.0,0.622,48.3,109.9,39.4,84.5,46.6,11.6,31.8,36.4,19.6,23.8,82.1,8.5,33.8,42.3,23.7,12.5,7.7,5.3,4.6,19.4,19.4,2.6,Philadelphia 76ers,82.0,51.0,31.0,3961.0,113.0,110.2,2.8,60.2,1.89,17.9,24.6,72.4,49.0,12.9,53.4,57.8,96.71,51.7,7975.0,Philadelphia 76ers,82.0,51.0,31.0,48.3,110.2,33.8,72.4,7.7,5.3,14.9,13.0,15.0,46.7,Philadelphia 76ers,82.0,51.0,31.0,48.3,39.7,86.5,45.8,11.4,32.8,34.6,16.6,21.6,76.9,10.2,34.0,44.2,23.6,13.3,6.6,4.6,5.3,19.4,19.4,107.3,-2.6,Philadelphia 76ers,45.0,24.0,21.0,53.3,4.0,8.8,2.8,6.4,43.9,0.8,2.2,36.0,2.4,3.1,75.7,0.8,2.7,3.4,1.5,0.8,0.4,0.5,0.4,2.1,2.2,0.3,Philadelphia 76ers,45.0,24.0,21.0,178.0,109.7,105.8,3.9,53.5,1.79,14.2,27.9,71.3,50.1,10.5,50.2,56.5,97.46,52.8,Philadelphia 76ers,45.0,24.0,21.0,4.0,2.9,6.8,42.7,0.9,2.7,32.2,1.8,2.5,74.8,0.8,2.7,3.5,1.5,0.9,0.4,0.4,0.5,2.2,2.1,8.5,-0.3
Utah Jazz,82.0,49.0,33.0,0.598,48.1,113.6,40.6,86.2,47.1,14.5,40.3,36.0,17.9,23.4,76.7,10.8,35.6,46.3,22.4,14.0,7.2,4.9,4.3,18.9,20.3,6.0,Utah Jazz,82.0,49.0,33.0,3946.0,116.2,110.0,6.2,55.2,1.6,16.7,30.0,73.8,52.5,14.3,55.5,58.9,97.5,52.8,8014.0,Utah Jazz,82.0,49.0,33.0,48.1,110.0,35.6,73.8,7.2,4.9,16.5,12.9,11.9,45.3,Utah Jazz,82.0,49.0,33.0,48.1,40.4,89.2,45.3,12.1,34.6,35.0,14.6,19.3,75.8,9.9,31.7,41.6,23.4,12.0,7.8,4.3,4.9,20.3,18.9,107.6,-6.0,Utah Jazz,40.0,17.0,23.0,42.5,3.5,7.9,2.6,6.2,41.5,0.9,2.9,29.9,1.9,2.7,69.4,0.9,2.3,3.2,1.4,0.8,0.4,0.3,0.3,2.0,2.0,-0.3,Utah Jazz,40.0,17.0,23.0,142.0,105.3,112.0,-6.7,53.4,1.72,13.7,30.0,69.3,48.3,10.7,48.6,53.5,100.27,46.2,Utah Jazz,40.0,17.0,23.0,3.5,2.7,5.9,45.8,0.7,2.4,28.7,2.1,2.7,77.8,0.7,2.6,3.3,1.5,1.0,0.4,0.3,0.3,2.0,2.0,8.2,0.3
Denver Nuggets,82.0,48.0,34.0,0.585,48.3,112.7,41.7,86.3,48.3,12.7,35.9,35.3,16.7,21.0,79.5,9.2,34.9,44.1,27.8,14.5,7.2,3.7,4.8,20.0,19.9,2.3,Denver Nuggets,82.0,48.0,34.0,3961.0,113.8,111.5,2.3,66.7,1.92,20.0,26.8,75.2,51.5,14.6,55.6,59.0,98.41,51.6,8123.0,Denver Nuggets,82.0,48.0,34.0,48.3,111.5,34.9,75.2,7.2,3.7,17.3,11.4,12.5,49.9,Denver Nuggets,82.0,48.0,34.0,48.3,41.1,87.4,47.0,11.8,34.2,34.6,16.5,21.7,75.7,9.7,32.7,42.4,25.4,12.8,7.9,4.8,3.7,19.9,20.0,110.4,-2.3,Denver Nuggets,40.0,23.0,17.0,57.5,4.0,8.7,2.8,6.6,42.3,0.6,2.4,23.4,2.5,3.2,79.5,1.0,2.6,3.6,1.6,0.9,0.5,0.3,0.4,2.0,2.4,0.2,Denver Nuggets,40.0,23.0,17.0,160.0,107.8,106.3,1.5,58.0,1.91,14.8,30.5,74.7,52.0,10.6,46.4,54.1,96.15,51.1,Denver Nuggets,40.0,23.0,17.0,4.0,3.0,6.6,45.3,0.8,2.5,31.3,1.7,2.5,70.4,0.7,2.7,3.4,1.8,0.9,0.6,0.4,0.3,2.4,2.0,8.5,-0.2
