general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Golden State Warriors,82.0,67.0,15.0,0.817,48.2,115.9,43.1,87.1,49.5,12.0,31.2,38.3,17.8,22.6,78.8,9.4,35.0,44.4,30.4,14.8,9.6,6.8,3.8,19.3,19.4,11.6,Golden State Warriors,82.0,67.0,15.0,3956.0,114.8,103.4,11.4,70.5,2.06,21.2,27.2,70.9,50.4,14.6,56.3,59.7,100.37,57.9,8279.0,Golden State Warriors,82.0,67.0,15.0,48.2,103.4,35.0,70.9,9.6,6.8,16.7,14.0,14.4,45.4,Golden State Warriors,82.0,67.0,15.0,48.2,38.8,89.2,43.5,9.0,27.8,32.4,17.7,23.2,76.1,11.7,31.8,43.5,22.7,15.5,8.6,3.8,6.8,19.4,19.3,104.3,-11.6,Golden State Warriors,25.0,16.0,9.0,64.0,4.0,9.3,3.0,7.2,41.7,0.9,3.0,29.3,2.4,2.9,83.3,1.0,2.5,3.5,1.9,1.1,0.8,0.6,0.5,2.0,1.9,1.2,Golden State Warriors,25.0,16.0,9.0,100.0,108.4,101.0,7.4,64.0,1.78,16.1,37.5,67.3,51.4,12.6,47.8,54.8,98.98,56.7,Golden State Warriors,25.0,16.0,9.0,4.0,2.6,6.2,42.6,0.7,2.1,34.0,2.0,2.7,75.0,0.9,2.6,3.5,1.3,1.4,0.5,0.5,0.6,1.9,2.0,8.0,-1.2
San Antonio Spurs,82.0,61.0,21.0,0.744,48.3,105.3,39.3,83.7,46.9,9.2,23.5,39.1,17.6,22.0,79.7,10.0,33.9,43.9,23.8,13.4,8.0,5.9,4.1,18.3,19.8,7.2,San Antonio Spurs,82.0,61.0,21.0,3961.0,110.3,102.9,7.4,60.6,1.77,18.1,28.2,73.0,51.1,14.1,52.4,56.4,94.86,55.1,7832.0,San Antonio Spurs,82.0,61.0,21.0,48.3,102.9,33.9,73.0,8.0,5.9,14.7,12.4,12.6,40.8,San Antonio Spurs,82.0,61.0,21.0,48.3,37.0,83.4,44.3,8.1,23.7,34.4,16.0,20.8,77.1,9.8,31.7,41.5,21.4,14.4,7.5,4.1,5.9,19.8,18.3,98.1,-7.2,San Antonio Spurs,43.0,29.0,14.0,67.4,3.8,9.4,2.8,6.6,42.9,1.0,2.4,40.2,2.8,3.7,77.7,1.0,2.6,3.6,1.6,1.0,0.7,0.3,0.2,1.6,2.6,2.3,San Antonio Spurs,43.0,29.0,14.0,163.0,113.1,91.6,21.5,55.4,1.63,14.1,31.8,69.3,50.4,11.5,50.2,57.7,101.82,68.0,San Antonio Spurs,43.0,29.0,14.0,3.8,2.4,6.0,39.4,0.6,2.2,26.6,1.8,2.5,69.7,1.0,2.7,3.6,1.2,1.3,0.5,0.2,0.3,2.6,1.6,7.1,-2.3
Houston Rockets,82.0,55.0,27.0,0.671,48.2,115.3,40.3,87.2,46.2,14.4,40.3,35.7,20.3,26.5,76.6,10.9,33.5,44.4,25.2,15.1,8.2,4.3,5.0,19.9,20.4,5.8,Houston Rockets,82.0,55.0,27.0,3956.0,114.1,108.4,5.7,62.6,1.67,18.1,28.1,71.7,49.9,15.0,54.5,58.3,100.55,51.6,8289.0,Houston Rockets,82.0,55.0,27.0,48.2,108.4,33.5,71.7,8.2,4.3,17.5,13.8,14.3,49.0,Houston Rockets,82.0,55.0,27.0,48.2,41.2,88.9,46.3,10.0,29.1,34.3,17.3,22.2,77.8,10.7,33.4,44.1,24.1,15.1,8.5,5.0,4.3,20.4,19.9,109.6,-5.8,Houston Rockets,41.0,23.0,18.0,56.1,3.3,7.4,2.1,5.1,40.9,0.8,2.7,30.0,2.4,3.2,76.3,0.7,2.6,3.2,1.1,1.0,0.5,0.3,0.4,2.0,1.9,-0.7,Houston Rockets,41.0,23.0,18.0,135.0,104.5,111.0,-6.5,51.8,1.07,12.0,28.5,67.7,50.3,14.1,48.8,57.0,104.74,47.9,Houston Rockets,41.0,23.0,18.0,3.3,2.6,6.2,42.7,0.8,2.3,35.8,2.0,2.8,73.5,1.0,2.0,3.0,1.3,0.9,0.6,0.4,0.3,1.9,2.0,8.1,0.7
Boston Celtics,82.0,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Boston Celtics,82.0,53.0,29.0,3951.0,110.6,108.0,2.6,65.3,1.9,18.8,25.9,70.5,48.5,13.6,52.5,56.7,97.21,51.4,8005.0,Boston Celtics,82.0,53.0,29.0,48.2,108.0,32.9,70.5,7.5,4.1,15.2,13.9,12.2,43.2,Boston Celtics,82.0,53.0,29.0,48.2,38.6,85.8,45.0,9.0,27.0,33.2,19.1,24.9,76.9,10.8,33.8,44.5,22.6,13.9,7.6,5.2,4.1,20.3,20.6,105.4,-2.6,Boston Celtics,49.0,32.0,17.0,65.3,3.8,10.2,3.0,6.6,45.3,0.9,2.5,34.7,3.3,3.8,87.7,0.9,2.6,3.6,1.5,0.9,0.5,0.2,0.6,2.2,2.5,1.6,Boston Celtics,49.0,32.0,17.0,187.0,119.7,107.9,11.7,51.4,1.67,13.6,36.1,69.1,53.6,10.8,52.0,61.7,103.74,60.9,Boston Celtics,49.0,32.0,17.0,3.8,2.7,6.3,42.1,0.7,2.2,30.8,2.6,3.6,72.7,1.0,2.3,3.2,1.2,1.0,0.5,0.6,0.2,2.5,2.2,8.6,-1.6
Cleveland Cavaliers,82.0,51.0,31.0,0.622,48.5,110.3,39.9,84.9,47.0,13.0,33.9,38.4,17.5,23.3,74.8,9.3,34.4,43.7,22.7,13.7,6.6,4.0,4.3,18.1,20.6,3.2,Cleveland Cavaliers,82.0,51.0,31.0,3976.0,112.8,109.7,3.1,56.7,1.66,17.1,26.4,72.2,49.9,14.0,54.7,58.0,96.74,51.0,8019.0,Cleveland Cavaliers,82.0,51.0,31.0,48.5,109.7,34.4,72.2,6.6,4.0,16.6,13.7,13.3,44.5,Cleveland Cavaliers,82.0,51.0,31.0,48.5,40.6,88.8,45.8,10.4,28.7,36.1,15.5,20.0,77.3,11.0,33.2,44.2,24.7,12.6,7.3,4.3,4.0,20.6,18.1,107.2,-3.2,Cleveland Cavaliers,36.0,23.0,13.0,63.9,3.9,10.0,3.1,6.8,45.3,1.3,3.3,39.2,2.5,3.3,75.6,1.0,2.6,3.6,1.7,1.0,0.4,0.2,0.4,2.1,2.6,1.6,Cleveland Cavaliers,36.0,23.0,13.0,139.0,115.4,104.5,10.9,55.0,1.74,14.8,30.4,74.5,51.6,11.3,54.9,60.4,103.37,56.0,Cleveland Cavaliers,36.0,23.0,13.0,3.9,2.8,6.4,43.5,0.7,2.4,28.7,2.1,2.9,72.8,0.7,2.7,3.4,1.7,0.8,0.5,0.4,0.2,2.6,2.1,8.4,-1.6
LA Clippers,82.0,51.0,31.0,0.622,48.2,108.7,39.5,83.2,47.5,10.3,27.4,37.5,19.3,26.0,74.5,9.0,34.0,43.0,22.5,13.0,7.5,4.2,3.1,19.8,22.4,4.3,LA Clippers,82.0,51.0,31.0,3951.0,111.8,107.5,4.4,57.0,1.74,17.2,25.6,73.3,50.1,13.3,53.7,57.4,96.77,52.7,7968.0,LA Clippers,82.0,51.0,31.0,48.2,107.5,34.0,73.3,7.5,4.2,15.2,12.7,14.3,42.7,LA Clippers,82.0,51.0,31.0,48.2,38.6,85.4,45.2,9.2,26.3,35.0,18.0,23.4,77.2,10.2,32.9,43.1,23.1,13.2,7.0,3.1,4.2,22.4,19.8,104.4,-4.3,LA Clippers,34.0,20.0,14.0,58.8,3.4,7.8,2.4,5.9,40.3,0.6,1.9,32.8,2.4,3.7,63.8,1.1,2.2,3.3,1.1,0.9,0.7,0.3,0.1,1.9,2.7,0.7,LA Clippers,34.0,20.0,14.0,116.0,100.4,101.7,-1.3,48.1,1.22,11.3,32.9,74.3,50.8,12.2,45.5,51.4,103.37,53.2,LA Clippers,34.0,20.0,14.0,3.4,2.1,5.0,43.2,0.6,1.8,35.0,2.2,3.0,72.5,0.6,2.5,3.1,1.1,1.1,0.6,0.1,0.3,2.7,1.9,7.1,-0.7
Toronto Raptors,82.0,51.0,31.0,0.622,48.2,106.9,39.2,84.4,46.4,8.8,24.3,36.3,19.7,24.7,79.6,10.6,32.6,43.3,18.5,12.7,8.3,4.9,4.8,20.8,20.3,4.2,Toronto Raptors,82.0,51.0,31.0,3956.0,111.4,107.1,4.3,47.2,1.46,14.5,29.1,71.7,50.5,13.2,51.7,56.1,95.41,51.6,7867.0,Toronto Raptors,82.0,51.0,31.0,48.2,107.1,32.6,71.7,8.3,4.9,14.9,13.1,11.5,41.7,Toronto Raptors,82.0,51.0,31.0,48.2,37.2,82.9,44.9,9.7,27.3,35.4,18.5,23.8,78.0,10.1,31.9,42.1,21.8,14.6,6.7,4.8,4.9,20.3,20.8,102.6,-4.2,Toronto Raptors,49.0,25.0,24.0,51.0,3.6,8.4,3.0,6.6,45.7,0.6,2.0,27.8,1.8,2.5,73.8,0.9,2.8,3.6,1.2,0.7,0.4,0.3,0.4,1.9,2.0,1.3,Toronto Raptors,49.0,25.0,24.0,175.0,109.8,97.5,12.3,38.5,1.58,11.7,34.2,75.0,54.7,9.6,49.8,54.7,100.79,59.0,Toronto Raptors,49.0,25.0,24.0,3.6,2.2,5.8,38.0,0.7,2.3,28.6,2.1,2.7,77.9,0.7,2.3,3.0,1.2,0.9,0.4,0.4,0.3,2.0,1.9,7.1,-1.3
Utah Jazz,82.0,51.0,31.0,0.622,48.2,100.7,37.0,79.5,46.6,9.6,26.0,37.2,17.1,22.9,74.7,9.4,33.8,43.2,20.1,13.6,6.7,5.0,3.8,18.8,20.2,3.9,Utah Jazz,82.0,51.0,31.0,3951.0,109.0,104.7,4.3,54.4,1.48,16.2,27.0,74.3,51.4,14.8,52.6,56.3,92.09,53.4,7579.0,Utah Jazz,82.0,51.0,31.0,48.2,104.7,33.8,74.3,6.7,5.0,15.2,10.7,10.5,41.0,Utah Jazz,82.0,51.0,31.0,48.2,36.3,82.0,44.3,8.2,22.9,35.8,16.0,20.7,76.9,9.0,31.1,40.2,17.8,12.1,7.3,3.8,5.0,20.2,18.8,96.8,-3.9,Utah Jazz,45.0,27.0,18.0,60.0,3.2,7.6,2.4,5.0,48.9,0.8,1.8,43.0,2.0,2.6,76.5,0.7,2.4,3.0,1.5,0.8,0.3,0.5,0.1,1.6,1.8,0.9,Utah Jazz,45.0,27.0,18.0,143.0,116.4,104.5,11.9,62.4,1.89,17.3,29.6,72.7,53.1,12.3,56.5,62.1,97.15,62.8,Utah Jazz,45.0,27.0,18.0,3.2,2.3,5.3,42.5,0.4,1.4,30.6,1.7,2.2,78.4,0.6,1.9,2.5,0.8,0.7,0.4,0.1,0.5,1.8,1.6,6.6,-0.9
Washington Wizards,82.0,49.0,33.0,0.598,48.4,109.2,41.3,87.0,47.5,9.2,24.8,37.2,17.3,22.1,78.4,10.3,32.6,42.9,23.9,14.2,8.5,4.1,4.6,21.3,19.8,1.8,Washington Wizards,82.0,49.0,33.0,3971.0,110.4,108.8,1.7,57.7,1.68,17.6,28.6,71.6,50.1,14.3,52.8,56.4,97.94,51.1,8109.0,Washington Wizards,82.0,49.0,33.0,48.4,108.8,32.6,71.6,8.5,4.1,16.4,13.8,12.1,43.9,Washington Wizards,82.0,49.0,33.0,48.4,39.7,85.1,46.6,9.9,27.1,36.4,18.2,24.2,75.1,10.6,32.5,43.0,22.8,15.3,7.4,4.6,4.1,19.8,21.3,107.4,-1.8,Washington Wizards,55.0,32.0,23.0,58.2,3.8,9.5,3.0,6.4,46.9,0.7,1.7,37.5,2.8,3.5,80.7,0.9,2.6,3.6,1.4,0.8,0.7,0.5,0.3,1.9,2.3,1.4,Washington Wizards,55.0,32.0,23.0,210.0,116.0,104.4,11.5,45.8,1.69,12.9,34.0,67.2,51.7,10.0,52.0,59.6,100.8,62.3,Washington Wizards,55.0,32.0,23.0,3.8,2.7,6.5,40.8,0.8,2.5,31.9,2.0,2.6,76.4,0.9,2.3,3.3,1.2,1.0,0.3,0.3,0.5,2.3,1.9,8.1,-1.4
Oklahoma City Thunder,82.0,47.0,35.0,0.573,48.3,106.6,39.5,87.4,45.2,8.4,25.8,32.7,19.2,25.8,74.5,12.2,34.4,46.6,21.0,15.0,7.9,5.0,5.5,20.9,20.7,0.8,Oklahoma City Thunder,82.0,47.0,35.0,3961.0,107.9,107.1,0.8,53.2,1.4,15.5,32.3,74.2,52.8,15.2,50.0,54.0,98.18,49.9,8099.0,Oklahoma City Thunder,82.0,47.0,35.0,48.3,107.1,34.4,74.2,7.9,5.0,16.9,12.2,11.1,47.5,Oklahoma City Thunder,82.0,47.0,35.0,48.3,39.2,85.3,45.9,8.8,24.8,35.6,18.6,24.3,76.4,9.1,31.5,40.6,21.4,13.8,8.5,5.5,5.0,20.7,20.9,105.8,-0.8,Oklahoma City Thunder,42.0,26.0,16.0,61.9,3.7,9.6,3.2,7.2,44.2,0.9,2.5,35.9,2.3,3.1,74.0,1.2,2.9,4.1,1.0,0.8,0.8,0.5,0.4,2.1,2.1,1.9,Oklahoma City Thunder,42.0,26.0,16.0,154.0,117.9,95.3,22.6,29.9,1.14,8.9,37.0,69.7,52.9,10.3,50.3,55.7,105.66,61.5,Oklahoma City Thunder,42.0,26.0,16.0,3.7,2.3,6.1,37.9,0.5,2.1,24.1,2.5,3.3,77.5,0.9,2.5,3.4,1.2,1.2,0.5,0.4,0.5,2.1,2.1,7.7,-1.9
