general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Golden State Warriors,82.0,73.0,9.0,0.89,48.5,114.9,42.5,87.3,48.7,13.1,31.6,41.6,16.7,21.8,76.3,10.0,36.2,46.2,28.9,15.2,8.4,6.1,4.1,20.7,19.8,10.8,Golden State Warriors,82.0,73.0,9.0,3976.0,113.5,102.8,10.6,68.0,1.91,20.4,26.7,72.0,50.7,15.0,56.3,59.3,100.24,56.7,8303.0,Golden State Warriors,82.0,73.0,9.0,48.5,102.8,36.2,72.0,8.4,6.1,16.6,13.8,14.5,45.1,Golden State Warriors,82.0,73.0,9.0,48.5,38.9,89.4,43.5,7.8,23.5,33.2,18.6,24.5,75.7,11.4,32.5,43.9,22.2,14.5,8.7,4.1,6.1,19.8,20.7,104.1,-10.8,Golden State Warriors,34.0,30.0,4.0,88.2,4.2,10.6,3.3,7.1,46.5,1.1,3.0,35.9,2.9,3.5,82.5,1.1,3.4,4.5,1.9,1.1,0.6,0.5,0.4,2.2,2.8,3.2,Golden State Warriors,34.0,30.0,4.0,144.0,118.7,84.6,34.1,57.5,1.67,15.7,34.0,69.8,54.2,12.8,54.1,61.2,100.8,78.2,Golden State Warriors,34.0,30.0,4.0,4.2,2.4,7.4,32.3,0.3,1.8,17.7,2.3,3.1,74.5,1.0,2.4,3.4,1.3,1.1,0.6,0.4,0.5,2.8,2.2,7.4,-3.2
San Antonio Spurs,82.0,67.0,15.0,0.817,48.1,103.5,40.1,82.9,48.4,7.0,18.5,37.5,16.4,20.4,80.3,9.4,34.5,43.9,24.5,13.1,8.3,5.9,3.9,17.5,19.5,10.6,San Antonio Spurs,82.0,67.0,15.0,3941.0,109.3,98.2,11.1,61.1,1.88,18.8,26.6,74.6,51.6,13.8,52.6,56.4,94.54,57.8,7767.0,San Antonio Spurs,82.0,67.0,15.0,48.1,98.2,34.5,74.6,8.3,5.9,13.5,10.6,12.1,40.1,San Antonio Spurs,82.0,67.0,15.0,48.1,35.7,81.8,43.6,6.6,19.9,33.1,14.9,19.6,75.8,9.1,31.4,40.5,20.8,14.8,7.2,3.9,5.9,19.5,17.5,92.9,-10.6,San Antonio Spurs,30.0,21.0,9.0,70.0,3.5,8.3,2.9,6.3,45.8,0.4,1.4,30.2,2.1,2.7,75.6,1.1,2.4,3.5,1.6,0.9,0.4,0.6,0.4,1.4,1.9,1.8,San Antonio Spurs,30.0,21.0,9.0,106.0,111.2,96.5,14.6,56.3,1.88,15.6,38.4,74.3,55.8,11.6,49.2,55.1,96.4,64.0,San Antonio Spurs,30.0,21.0,9.0,3.5,2.1,5.4,38.3,0.6,2.1,30.2,1.7,2.2,80.0,0.6,2.1,2.7,1.2,0.9,0.5,0.4,0.6,1.9,1.4,6.5,-1.8
Cleveland Cavaliers,82.0,57.0,25.0,0.695,48.4,104.3,38.7,84.0,46.0,10.7,29.6,36.2,16.3,21.7,74.8,10.6,33.9,44.5,22.7,13.6,6.7,3.9,4.4,20.3,20.6,6.0,Cleveland Cavaliers,82.0,57.0,25.0,3971.0,110.2,103.9,6.3,58.7,1.67,17.4,29.4,74.2,51.9,14.3,52.4,55.8,93.82,52.8,7764.0,Cleveland Cavaliers,82.0,57.0,25.0,48.4,103.9,33.9,74.2,6.7,3.9,15.5,11.2,11.2,40.8,Cleveland Cavaliers,82.0,57.0,25.0,48.4,36.8,82.1,44.8,7.9,22.7,34.7,16.8,22.6,74.3,9.3,31.8,41.0,21.4,13.3,7.2,4.4,3.9,20.6,20.3,98.3,-6.0,Cleveland Cavaliers,33.0,19.0,14.0,57.6,4.3,9.4,2.8,7.0,39.7,0.7,2.8,25.0,3.2,4.2,75.9,1.1,3.1,4.2,1.3,1.0,0.5,0.4,0.7,2.5,2.7,0.3,Cleveland Cavaliers,33.0,19.0,14.0,142.0,106.1,100.7,5.5,46.7,1.26,11.3,32.3,70.6,51.3,11.6,44.6,53.2,99.98,51.0,Cleveland Cavaliers,33.0,19.0,14.0,4.3,2.9,7.2,40.3,0.7,2.4,27.8,2.7,3.3,80.7,0.8,2.9,3.7,1.6,1.2,0.5,0.7,0.4,2.7,2.5,9.2,-0.3
Toronto Raptors,82.0,56.0,26.0,0.683,48.2,102.7,36.7,81.3,45.1,8.6,23.4,37.0,20.8,26.7,77.7,10.2,33.2,43.4,18.7,13.1,7.8,5.5,5.4,19.6,22.0,4.5,Toronto Raptors,82.0,56.0,26.0,3956.0,109.3,104.8,4.4,51.1,1.43,14.9,30.0,73.6,52.0,13.9,50.4,55.2,93.35,52.5,7707.0,Toronto Raptors,82.0,56.0,26.0,48.2,104.8,33.2,73.6,7.8,5.5,14.2,11.6,11.0,40.1,Toronto Raptors,82.0,56.0,26.0,48.2,36.5,82.1,44.4,8.7,23.4,37.3,16.5,22.1,74.8,9.5,31.2,40.8,21.7,13.3,6.5,5.4,5.5,22.0,19.6,98.2,-4.5,Toronto Raptors,51.0,32.0,19.0,62.7,3.3,8.0,2.4,5.6,42.0,0.5,1.5,35.4,2.7,3.5,79.0,0.7,2.3,3.0,0.9,0.7,0.5,0.3,0.5,2.4,2.3,1.1,Toronto Raptors,51.0,32.0,19.0,166.0,109.7,101.7,7.9,37.2,1.18,9.5,33.3,72.1,52.5,10.2,46.9,56.0,103.97,56.2,Toronto Raptors,51.0,32.0,19.0,3.3,1.9,5.0,37.4,0.5,1.6,30.1,2.7,3.4,77.7,0.6,2.2,2.8,0.9,0.8,0.4,0.5,0.3,2.3,2.4,6.9,-1.1
Oklahoma City Thunder,82.0,55.0,27.0,0.671,48.4,110.2,41.1,86.4,47.6,8.3,23.7,34.9,19.7,25.2,78.2,13.1,35.6,48.6,23.0,15.9,7.4,5.9,4.5,20.6,20.2,7.3,Oklahoma City Thunder,82.0,55.0,27.0,3966.0,112.1,104.8,7.4,55.8,1.44,16.7,34.7,72.0,54.1,16.2,52.4,56.5,97.54,54.6,8061.0,Oklahoma City Thunder,82.0,55.0,27.0,48.4,104.8,35.6,72.0,7.4,5.9,17.6,13.9,13.2,45.2,Oklahoma City Thunder,82.0,55.0,27.0,48.4,38.4,87.7,43.8,8.1,23.8,34.2,18.0,23.8,75.6,11.3,28.9,40.2,21.5,13.0,8.8,4.5,5.9,20.2,20.6,102.9,-7.3,Oklahoma City Thunder,44.0,22.0,22.0,50.0,3.9,8.9,3.0,7.3,40.9,0.5,2.1,24.5,2.5,3.0,83.1,1.3,2.8,4.1,1.2,1.0,0.5,0.7,0.5,2.4,2.0,-0.5,Oklahoma City Thunder,44.0,22.0,22.0,172.0,105.4,111.8,-6.4,40.5,1.18,10.8,36.3,66.1,50.9,12.1,44.5,52.1,104.37,46.3,Oklahoma City Thunder,44.0,22.0,22.0,3.9,2.9,6.9,41.6,0.9,2.2,40.8,2.8,3.6,78.6,1.1,2.7,3.8,1.2,0.8,0.6,0.5,0.7,2.0,2.4,9.5,0.5
LA Clippers,82.0,53.0,29.0,0.646,48.4,104.5,38.3,82.4,46.5,9.7,26.7,36.4,18.2,26.2,69.2,8.8,33.3,42.0,22.8,13.0,8.6,5.6,3.2,21.3,22.5,4.3,LA Clippers,82.0,53.0,29.0,3966.0,107.2,102.7,4.5,59.6,1.76,17.4,23.4,69.7,47.2,13.3,52.4,55.6,96.81,53.3,7995.0,LA Clippers,82.0,53.0,29.0,48.4,102.7,33.3,69.7,8.6,5.6,14.5,13.8,12.4,41.3,LA Clippers,82.0,53.0,29.0,48.4,36.8,84.7,43.4,7.9,23.3,33.8,18.8,25.1,75.1,11.8,34.9,46.7,21.2,15.4,7.1,3.2,5.6,22.5,21.3,100.2,-4.3,LA Clippers,42.0,25.0,17.0,59.5,4.0,9.7,2.8,6.1,45.9,0.8,2.2,37.2,3.3,4.3,75.3,0.8,2.5,3.3,1.5,0.8,0.5,0.6,0.2,2.5,2.9,0.5,LA Clippers,42.0,25.0,17.0,166.0,116.2,107.8,8.4,55.1,1.86,14.3,25.6,60.5,44.8,10.0,52.7,60.5,102.64,56.9,LA Clippers,42.0,25.0,17.0,4.0,2.7,7.0,39.4,0.7,2.1,33.3,3.0,3.9,77.9,1.3,2.7,4.0,1.4,1.1,0.4,0.2,0.6,2.9,2.5,9.2,-0.5
Atlanta Hawks,82.0,48.0,34.0,0.585,48.4,102.8,38.6,84.4,45.8,9.9,28.4,35.0,15.6,20.0,78.3,8.3,33.8,42.1,25.6,15.0,9.1,5.9,5.0,19.1,18.3,3.6,Atlanta Hawks,82.0,48.0,34.0,3966.0,104.6,100.8,3.9,66.3,1.71,19.0,23.4,69.8,47.4,15.2,51.6,55.2,97.63,52.8,8059.0,Atlanta Hawks,82.0,48.0,34.0,48.4,100.8,33.8,69.8,9.1,5.9,16.0,13.1,11.9,40.9,Atlanta Hawks,82.0,48.0,34.0,48.4,37.1,86.1,43.2,8.3,24.5,33.8,16.7,22.1,75.5,11.5,35.0,46.5,22.0,16.1,8.6,5.0,5.9,18.3,19.1,99.2,-3.6,Atlanta Hawks,44.0,24.0,20.0,54.5,3.8,8.6,2.8,6.8,40.8,0.6,2.0,30.7,2.5,3.0,81.2,1.0,2.6,3.6,1.6,0.8,0.5,0.5,0.6,2.2,2.3,0.6,Atlanta Hawks,44.0,24.0,20.0,166.0,107.1,102.6,4.4,58.2,2.15,14.9,28.1,65.9,46.7,9.3,45.3,53.0,100.95,54.1,Atlanta Hawks,44.0,24.0,20.0,3.8,2.5,6.5,39.3,0.6,1.9,30.6,2.3,3.1,74.5,1.0,2.8,3.9,1.3,1.0,0.6,0.6,0.5,2.3,2.2,8.0,-0.6
Boston Celtics,82.0,48.0,34.0,0.585,48.2,105.7,39.2,89.2,43.9,8.7,26.1,33.5,18.5,23.5,78.8,11.6,33.3,44.9,24.2,13.7,9.2,4.2,5.5,21.9,21.0,3.2,Boston Celtics,82.0,48.0,34.0,3956.0,105.8,102.5,3.3,61.6,1.76,17.4,29.0,70.7,49.5,13.8,48.8,53.1,99.43,52.0,8191.0,Boston Celtics,82.0,48.0,34.0,48.2,102.5,33.3,70.7,9.2,4.2,14.8,14.2,10.8,43.0,Boston Celtics,82.0,48.0,34.0,48.2,37.5,85.0,44.1,7.8,23.3,33.6,19.7,26.0,75.5,11.4,34.6,46.0,20.9,16.4,7.6,5.5,4.2,21.0,21.9,102.5,-3.2,Boston Celtics,46.0,25.0,21.0,54.3,3.4,8.8,2.8,6.3,44.6,0.7,2.1,30.6,2.5,3.1,81.1,0.7,2.4,3.2,1.6,0.8,0.5,0.4,0.4,2.5,2.0,0.3,Boston Celtics,46.0,25.0,21.0,158.0,111.9,107.8,4.1,57.4,1.9,15.4,29.4,68.5,49.2,10.8,49.8,57.4,109.77,50.6,Boston Celtics,46.0,25.0,21.0,3.4,2.5,6.0,41.2,0.5,2.1,25.8,3.0,3.7,80.1,0.8,2.5,3.3,1.4,0.9,0.5,0.4,0.4,2.0,2.5,8.4,-0.3
Charlotte Hornets,82.0,48.0,34.0,0.585,48.4,103.4,37.0,84.4,43.9,10.6,29.4,36.2,18.7,23.7,79.0,9.0,35.0,43.9,21.7,12.5,7.3,5.3,5.5,18.1,20.4,2.7,Charlotte Hornets,82.0,48.0,34.0,3971.0,106.4,103.7,2.7,58.6,1.73,16.7,24.4,75.4,49.9,12.9,50.2,54.5,96.24,51.1,7966.0,Charlotte Hornets,82.0,48.0,34.0,48.4,103.7,35.0,75.4,7.3,5.3,14.1,11.4,12.4,40.0,Charlotte Hornets,82.0,48.0,34.0,48.4,37.8,85.0,44.4,8.9,25.4,34.9,16.3,21.2,76.9,8.9,35.8,44.7,23.2,13.4,6.7,5.5,5.3,20.4,18.1,100.7,-2.7,Charlotte Hornets,42.0,22.0,20.0,52.4,3.7,8.7,2.6,6.7,39.4,0.8,2.6,30.6,2.6,3.2,82.1,1.2,2.9,4.0,1.2,0.8,0.3,0.4,0.6,1.8,2.4,1.3,Charlotte Hornets,42.0,22.0,20.0,155.0,110.6,98.7,11.8,45.9,1.55,11.6,38.2,68.3,53.3,10.0,45.4,53.7,99.9,60.4,Charlotte Hornets,42.0,22.0,20.0,3.7,2.4,6.5,36.7,0.5,2.3,24.0,2.0,2.6,78.9,1.0,2.5,3.5,1.3,0.9,0.4,0.6,0.4,2.4,1.8,7.4,-1.3
Miami Heat,82.0,48.0,34.0,0.585,48.4,100.0,38.4,81.7,47.0,6.1,18.0,33.6,17.1,23.0,74.4,9.8,34.3,44.1,20.8,14.1,6.7,6.5,4.1,18.3,19.6,1.6,Miami Heat,82.0,48.0,34.0,3966.0,105.5,103.7,1.7,54.3,1.48,16.3,28.0,72.9,51.2,14.8,50.8,54.5,94.14,52.5,7779.0,Miami Heat,82.0,48.0,34.0,48.4,103.7,34.3,72.9,6.7,6.5,15.6,13.0,10.7,42.0,Miami Heat,82.0,48.0,34.0,48.4,37.2,84.3,44.2,7.4,21.2,34.7,16.5,21.5,77.0,9.8,31.5,41.3,20.2,12.9,7.5,4.1,6.5,19.6,18.3,98.4,-1.6,Miami Heat,43.0,25.0,18.0,58.1,4.1,9.7,3.2,7.0,45.2,0.6,1.7,32.4,2.8,3.8,73.5,1.0,2.9,3.9,1.7,0.7,0.6,0.6,0.4,2.1,2.7,1.4,Miami Heat,43.0,25.0,18.0,178.0,112.8,99.2,13.6,54.4,2.39,14.9,31.7,72.4,51.8,8.4,49.2,55.7,97.98,63.0,Miami Heat,43.0,25.0,18.0,4.1,2.7,6.6,40.5,0.5,1.7,26.7,2.4,3.1,78.4,0.8,2.7,3.5,1.1,1.1,0.3,0.4,0.6,2.7,2.1,8.3,-1.4
