general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Cleveland Cavaliers,82.0,66.0,16.0,0.805,48.2,100.3,36.9,78.7,46.8,8.0,20.4,39.3,18.6,24.5,75.7,10.8,31.4,42.2,20.3,12.7,7.2,5.3,4.1,20.3,20.3,8.9,Cleveland Cavaliers,82.0,66.0,16.0,3956.0,111.2,101.6,9.6,55.0,1.59,16.4,30.6,70.7,51.2,14.1,51.9,56.0,89.61,55.9,7395.0,Cleveland Cavaliers,82.0,66.0,16.0,48.2,101.6,31.4,70.7,7.2,5.3,14.7,12.0,12.6,37.1,Cleveland Cavaliers,82.0,66.0,16.0,48.2,33.8,78.6,43.1,5.9,17.6,33.3,17.8,23.1,77.0,10.7,28.2,38.9,19.1,13.9,6.3,4.1,5.3,20.3,20.3,91.4,-8.9,Cleveland Cavaliers,32.0,23.0,9.0,71.9,3.8,10.0,3.2,5.9,53.7,1.0,2.2,45.7,2.7,3.3,81.9,0.6,2.5,3.1,1.7,0.7,0.5,0.4,0.3,2.3,2.3,3.2,Cleveland Cavaliers,32.0,23.0,9.0,121.0,127.0,92.8,34.2,54.5,2.39,16.5,30.5,69.7,52.3,9.1,62.2,68.3,96.68,74.3,Cleveland Cavaliers,32.0,23.0,9.0,3.8,2.0,5.3,38.0,0.3,1.5,22.4,2.4,2.9,81.9,0.8,1.9,2.8,0.9,1.3,0.3,0.3,0.4,2.3,2.3,6.8,-3.2
Los Angeles Lakers,82.0,65.0,17.0,0.793,48.2,106.9,40.3,85.1,47.4,6.7,18.5,36.1,19.6,25.5,77.0,12.4,31.5,43.9,23.3,13.5,8.8,5.1,4.8,20.7,22.1,7.7,Los Angeles Lakers,82.0,65.0,17.0,3956.0,111.4,103.5,7.9,57.7,1.73,17.3,32.6,69.8,51.4,14.0,51.3,55.5,95.49,54.7,7874.0,Los Angeles Lakers,82.0,65.0,17.0,48.2,103.5,31.5,69.8,8.8,5.1,15.1,13.3,11.5,41.7,Los Angeles Lakers,82.0,65.0,17.0,48.2,37.2,83.2,44.7,7.1,20.7,34.5,17.7,23.5,75.3,11.7,29.8,41.5,22.6,15.5,7.7,4.8,5.1,22.1,20.7,99.3,-7.7,Los Angeles Lakers,41.0,30.0,11.0,73.2,3.6,9.5,2.9,6.4,45.8,0.6,1.8,32.0,3.1,3.5,86.9,1.0,2.1,3.1,1.1,0.6,0.5,0.4,0.3,1.9,2.5,2.2,Los Angeles Lakers,41.0,30.0,11.0,147.0,122.3,106.0,16.2,36.7,1.69,10.7,33.6,74.0,52.2,8.2,50.4,59.9,97.85,63.1,Los Angeles Lakers,41.0,30.0,11.0,3.6,2.3,5.1,45.9,0.7,1.8,39.2,1.9,2.9,66.1,0.3,2.1,2.5,1.4,0.9,0.4,0.3,0.4,2.5,1.9,7.3,-2.2
Boston Celtics,82.0,62.0,20.0,0.756,48.5,100.9,37.5,77.2,48.6,6.6,16.5,39.7,19.4,25.3,76.5,10.6,31.5,42.1,22.7,15.6,7.6,4.7,4.7,23.1,22.2,7.5,Boston Celtics,82.0,62.0,20.0,3976.0,109.5,101.6,7.9,60.6,1.45,17.8,31.4,71.5,52.4,16.9,52.8,57.1,91.15,56.2,7560.0,Boston Celtics,82.0,62.0,20.0,48.5,101.6,31.5,71.5,7.6,4.7,17.5,11.0,10.6,36.1,Boston Celtics,82.0,62.0,20.0,48.5,33.7,78.3,43.1,6.2,17.7,34.9,19.8,25.7,77.1,10.2,27.4,37.6,18.9,14.6,7.1,4.7,4.7,22.2,23.1,93.4,-7.5,Boston Celtics,45.0,28.0,17.0,62.2,4.3,9.5,3.1,6.3,48.9,0.6,1.4,44.4,2.7,3.4,79.4,0.7,2.7,3.4,1.8,1.1,0.5,0.5,0.4,2.4,2.7,1.3,Boston Celtics,45.0,28.0,17.0,193.0,111.7,102.8,8.9,59.7,1.69,16.2,31.5,67.2,50.7,12.8,53.9,60.9,92.18,62.7,Boston Celtics,45.0,28.0,17.0,4.3,2.6,6.6,40.3,0.5,1.7,28.6,2.4,3.2,76.8,0.9,2.2,3.2,1.3,1.0,0.5,0.4,0.5,2.7,2.4,8.2,-1.3
Orlando Magic,82.0,59.0,23.0,0.72,48.1,101.0,35.7,78.2,45.7,10.0,26.2,38.1,19.6,27.5,71.5,10.0,33.3,43.3,19.4,13.9,7.0,5.4,3.8,20.3,22.4,6.7,Orlando Magic,82.0,59.0,23.0,3946.0,108.3,101.3,7.1,54.4,1.39,15.6,27.3,71.7,50.2,14.9,52.0,55.9,92.99,54.5,7649.0,Orlando Magic,82.0,59.0,23.0,48.1,101.3,33.3,71.7,7.0,5.4,15.0,12.5,11.2,35.7,Orlando Magic,82.0,59.0,23.0,48.1,35.8,82.7,43.3,5.4,15.8,34.2,17.3,23.0,75.5,10.5,31.6,42.1,18.1,13.1,6.9,3.8,5.4,22.4,20.3,94.4,-6.7,Orlando Magic,41.0,28.0,13.0,68.3,3.6,8.5,2.2,5.2,42.3,0.8,2.1,35.2,3.3,4.5,73.9,0.7,2.9,3.6,1.1,0.8,0.4,0.4,0.2,2.3,2.5,1.5,Orlando Magic,41.0,28.0,13.0,147.0,109.7,92.3,17.5,48.4,1.33,11.1,25.0,65.7,48.5,10.4,49.5,59.0,102.64,66.8,Orlando Magic,41.0,28.0,13.0,3.6,2.2,6.6,33.0,0.3,1.8,16.7,2.3,3.2,73.8,1.3,2.4,3.7,1.0,0.8,0.4,0.2,0.4,2.5,2.3,7.0,-1.5
Denver Nuggets,82.0,54.0,28.0,0.659,48.1,104.3,37.3,79.4,47.0,6.7,18.0,37.1,23.1,30.3,76.0,11.0,30.6,41.6,22.2,15.3,8.7,6.0,5.5,22.9,23.7,3.4,Denver Nuggets,82.0,54.0,28.0,3946.0,109.0,105.6,3.4,59.5,1.45,16.9,31.1,68.3,50.3,16.0,51.2,56.3,95.39,52.9,7848.0,Denver Nuggets,82.0,54.0,28.0,48.1,105.6,30.6,68.3,8.7,6.0,16.8,14.3,11.6,39.0,Denver Nuggets,82.0,54.0,28.0,48.1,36.2,82.2,44.0,7.3,20.0,36.6,21.2,27.2,78.2,12.1,29.2,41.2,21.4,15.4,7.9,5.5,6.0,23.7,22.9,100.9,-3.4,Denver Nuggets,34.0,21.0,13.0,61.8,4.0,9.1,2.8,6.3,44.7,0.7,1.9,38.5,2.7,3.6,74.6,0.8,2.2,3.1,1.5,0.8,0.7,0.4,0.5,2.9,2.2,0.4,Denver Nuggets,34.0,21.0,13.0,137.0,114.5,109.6,4.9,54.2,2.0,14.6,28.0,68.3,47.7,9.7,50.5,57.3,94.65,48.3,Denver Nuggets,34.0,21.0,13.0,4.0,2.4,5.8,41.8,0.6,1.5,41.2,3.3,3.9,83.5,0.9,2.6,3.6,1.4,1.2,0.4,0.5,0.4,2.2,2.9,8.7,-0.4
Portland Trail Blazers,82.0,54.0,28.0,0.659,48.4,99.4,36.8,79.2,46.5,7.3,19.0,38.3,18.5,24.2,76.5,12.9,28.8,41.7,20.3,12.9,6.7,4.9,3.9,20.4,21.1,5.3,Portland Trail Blazers,82.0,54.0,28.0,3966.0,112.1,106.1,6.0,55.2,1.58,16.4,35.5,70.8,52.8,14.5,51.1,55.3,88.02,53.1,7273.0,Portland Trail Blazers,82.0,54.0,28.0,48.4,106.1,28.8,70.8,6.7,4.9,14.1,12.1,10.3,38.4,Portland Trail Blazers,82.0,54.0,28.0,48.4,35.4,76.9,46.0,5.9,15.9,37.4,17.4,21.7,80.3,9.6,26.7,36.3,19.4,13.2,6.3,3.9,4.9,21.1,20.4,94.1,-5.3,Portland Trail Blazers,42.0,26.0,16.0,61.9,4.3,8.7,2.8,7.1,39.8,0.4,1.4,25.4,2.7,3.4,78.5,1.5,2.8,4.2,1.0,0.7,0.5,0.5,0.5,2.3,2.3,-0.1,Portland Trail Blazers,42.0,26.0,16.0,180.0,106.7,102.2,4.5,35.3,1.35,9.3,36.2,71.1,52.8,9.0,42.3,50.5,93.92,48.6,Portland Trail Blazers,42.0,26.0,16.0,4.3,2.8,7.0,40.8,0.5,1.6,27.9,2.7,3.2,85.1,0.9,2.8,3.8,1.2,0.9,0.5,0.5,0.5,2.3,2.3,8.8,0.1
San Antonio Spurs,82.0,54.0,28.0,0.659,48.5,97.0,37.1,79.7,46.6,7.6,19.8,38.6,15.2,20.0,76.1,8.9,32.2,41.0,21.2,11.7,5.8,4.0,4.3,18.9,18.4,3.8,San Antonio Spurs,82.0,54.0,28.0,3981.0,107.6,103.4,4.2,57.1,1.8,17.3,25.8,74.0,50.2,13.0,51.3,54.8,89.19,52.3,7395.0,San Antonio Spurs,82.0,54.0,28.0,48.5,103.4,32.2,74.0,5.8,4.0,13.2,10.8,12.1,37.0,San Antonio Spurs,82.0,54.0,28.0,48.5,36.3,80.1,45.3,5.5,14.4,37.9,15.3,19.9,76.9,9.1,31.3,40.4,18.1,11.7,6.5,4.3,4.0,18.4,18.9,93.3,-3.8,San Antonio Spurs,47.0,30.0,17.0,63.8,4.8,10.6,3.6,7.7,46.3,0.6,1.7,32.9,2.9,3.9,74.5,0.9,3.4,4.3,1.7,1.1,0.5,0.3,0.5,2.3,2.7,1.6,San Antonio Spurs,47.0,30.0,17.0,225.0,108.2,98.6,9.6,48.2,1.56,13.6,27.7,75.7,52.4,11.3,49.9,56.2,95.27,57.6,San Antonio Spurs,47.0,30.0,17.0,4.8,3.2,7.7,42.0,0.5,1.6,29.9,2.1,2.8,75.6,0.7,3.1,3.7,1.5,0.9,0.6,0.5,0.3,2.7,2.3,9.1,-1.6
Houston Rockets,82.0,53.0,29.0,0.646,48.3,98.4,36.1,79.6,45.3,7.6,20.2,37.5,18.7,23.2,80.5,10.5,32.5,43.0,20.3,14.1,6.7,4.3,5.3,18.9,20.6,4.0,Houston Rockets,82.0,53.0,29.0,3961.0,107.1,102.9,4.2,56.2,1.44,16.2,30.8,71.4,51.7,15.4,50.1,54.8,91.23,53.0,7532.0,Houston Rockets,82.0,53.0,29.0,48.3,102.9,32.5,71.4,6.7,4.3,15.7,11.7,11.7,38.0,Houston Rockets,82.0,53.0,29.0,48.3,36.5,82.1,44.4,5.7,15.8,35.7,15.8,21.1,74.9,10.6,29.3,39.9,19.8,12.3,7.2,5.3,4.3,20.6,18.9,94.4,-4.0,Houston Rockets,47.0,24.0,23.0,51.1,3.5,6.9,2.1,5.7,36.3,0.4,1.5,29.6,2.3,2.8,81.7,0.8,2.2,3.0,1.0,0.8,0.4,0.4,0.5,1.8,2.1,-0.3,Houston Rockets,47.0,24.0,23.0,166.0,97.3,106.0,-8.7,48.5,1.27,10.9,33.1,64.2,48.5,11.2,40.3,49.6,93.85,47.4,Houston Rockets,47.0,24.0,23.0,3.5,2.5,6.0,41.3,0.5,1.1,45.1,1.7,2.2,76.2,1.0,2.3,3.3,1.1,0.6,0.3,0.5,0.4,2.1,1.8,7.2,0.3
Dallas Mavericks,82.0,50.0,32.0,0.61,48.3,101.7,38.1,82.6,46.2,7.0,19.9,35.0,18.5,22.6,81.9,11.1,31.6,42.7,21.7,12.7,7.2,5.2,4.1,19.5,20.1,2.0,Dallas Mavericks,82.0,50.0,32.0,3961.0,109.0,107.0,2.0,56.9,1.71,17.0,29.7,70.7,50.4,13.6,50.4,55.0,92.68,52.2,7651.0,Dallas Mavericks,82.0,50.0,32.0,48.3,107.0,31.6,70.7,7.2,5.2,14.8,13.0,13.3,38.9,Dallas Mavericks,82.0,50.0,32.0,48.3,37.5,82.3,45.5,6.3,16.8,37.5,18.6,23.3,79.8,10.8,30.6,41.4,19.6,13.0,7.2,4.1,5.2,20.1,19.5,99.8,-2.0,Dallas Mavericks,43.0,27.0,16.0,62.8,3.7,8.6,2.8,6.2,45.1,0.7,1.9,38.8,2.2,2.7,82.8,0.8,2.5,3.3,1.4,0.7,0.7,0.5,0.3,1.8,2.1,1.2,Dallas Mavericks,43.0,27.0,16.0,158.0,113.9,99.1,14.8,49.6,2.07,14.0,32.0,68.1,50.6,9.0,50.9,57.8,97.8,62.4,Dallas Mavericks,43.0,27.0,16.0,3.7,2.4,6.0,40.5,0.7,1.7,39.4,1.8,2.2,82.3,0.9,2.3,3.2,1.1,1.2,0.4,0.3,0.5,2.1,1.8,7.4,-1.2
New Orleans Hornets,82.0,49.0,33.0,0.598,48.2,95.8,35.5,77.6,45.7,6.8,18.6,36.4,18.0,22.4,80.7,9.8,29.9,39.7,19.6,12.5,7.2,4.1,3.5,20.3,20.4,1.5,New Orleans Hornets,82.0,49.0,33.0,3951.0,107.6,105.8,1.8,55.3,1.56,16.3,28.2,70.7,49.6,14.1,50.1,54.8,88.74,51.5,7303.0,New Orleans Hornets,82.0,49.0,33.0,48.2,105.8,29.9,70.7,7.2,4.1,13.9,11.7,11.2,35.8,New Orleans Hornets,82.0,49.0,33.0,48.2,34.8,77.2,45.0,7.0,19.8,35.4,17.7,22.9,77.3,10.0,30.0,40.0,20.1,13.3,5.8,3.5,4.1,20.4,20.3,94.3,-1.5,New Orleans Hornets,48.0,31.0,17.0,64.6,3.4,8.3,2.5,5.3,47.6,0.7,1.5,47.2,2.6,3.1,84.5,0.8,1.9,2.7,1.2,0.6,0.4,0.4,0.3,1.9,2.0,0.6,New Orleans Hornets,48.0,31.0,17.0,162.0,125.5,115.6,9.9,49.2,1.97,14.1,31.0,65.3,48.6,9.4,54.4,62.9,94.75,55.2,New Orleans Hornets,48.0,31.0,17.0,3.4,2.3,5.3,43.7,0.7,1.7,40.2,2.5,2.9,83.7,0.8,1.9,2.7,1.2,0.8,0.3,0.3,0.4,2.0,1.9,7.7,-0.6
