TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Milwaukee Bucks,82.0,60.0,22.0,48.2,40.5,93.5,43.3,13.1,36.3,36.1,15.1,20.7,73.3,9.9,35.4,45.3,24.8,13.4,6.8,4.8,5.9,20.2,19.6,109.3,-8.9
Toronto Raptors,82.0,58.0,24.0,48.5,40.3,89.7,44.9,10.8,31.2,34.5,17.1,22.3,76.5,10.6,34.2,44.8,24.5,14.9,7.6,4.5,5.3,20.5,21.0,108.4,-6.1
Golden State Warriors,82.0,57.0,25.0,48.3,40.4,91.1,44.4,11.6,33.6,34.7,18.7,24.2,77.3,10.8,33.5,44.3,24.3,13.5,7.7,3.6,6.4,19.5,21.4,111.2,-6.5
Denver Nuggets,82.0,54.0,28.0,48.1,39.6,86.4,45.8,10.8,31.9,33.9,16.7,22.2,75.3,9.7,32.7,42.5,24.6,13.5,7.4,5.0,4.4,20.4,20.0,106.7,-4.0
Houston Rockets,82.0,53.0,29.0,48.4,40.4,86.7,46.6,10.1,29.8,34.0,18.2,23.7,76.8,11.0,34.5,45.4,23.5,15.0,7.4,4.5,4.9,20.0,22.0,109.1,-4.8
Portland Trail Blazers,82.0,53.0,29.0,48.4,41.1,90.0,45.7,10.7,29.8,35.9,17.5,22.8,77.0,10.3,32.6,42.8,23.2,12.4,7.4,5.1,5.0,20.7,20.4,110.5,-4.2
Philadelphia 76ers,82.0,51.0,31.0,48.3,41.7,91.5,45.5,10.3,30.0,34.2,18.8,24.5,76.8,10.0,33.5,43.5,23.4,12.7,7.7,4.1,5.3,22.1,21.3,112.5,-2.7
Utah Jazz,82.0,50.0,32.0,48.2,40.0,88.5,45.2,9.8,27.7,35.5,16.7,22.2,75.3,8.9,33.7,42.6,21.6,13.9,8.5,4.6,5.9,22.4,21.1,106.5,-5.3
Boston Celtics,82.0,49.0,33.0,48.2,39.5,88.1,44.8,11.5,33.5,34.4,17.4,22.8,76.4,10.4,35.5,45.9,23.7,15.1,6.8,3.9,5.3,19.5,20.4,108.0,-4.4
Oklahoma City Thunder,82.0,49.0,33.0,48.4,40.8,88.7,46.0,11.2,31.6,35.6,18.3,24.0,76.1,9.9,35.8,45.7,24.9,16.7,8.2,5.1,5.2,22.5,22.4,111.1,-3.4
Indiana Pacers,82.0,48.0,34.0,48.1,38.7,86.1,45.0,11.4,32.1,35.4,15.8,21.0,75.6,10.5,33.1,43.7,24.5,15.7,7.4,5.2,4.9,20.0,19.4,104.7,-3.3
LA Clippers,82.0,48.0,34.0,48.4,41.7,91.3,45.7,10.4,30.2,34.3,20.5,26.3,77.7,11.3,34.5,45.7,24.1,13.2,8.3,6.1,4.7,24.0,23.3,114.3,-0.9
San Antonio Spurs,82.0,48.0,34.0,48.3,41.5,89.7,46.3,11.7,32.7,35.9,15.2,20.2,75.5,9.2,34.7,43.9,24.7,12.2,7.2,4.0,4.7,19.6,18.1,110.0,-1.7
Brooklyn Nets,82.0,42.0,40.0,48.7,42.2,92.5,45.6,10.3,30.3,34.1,17.6,22.8,77.0,11.0,35.2,46.2,23.7,13.5,7.8,5.3,4.1,22.0,21.5,112.3,0.1
Orlando Magic,82.0,42.0,40.0,48.2,39.9,87.6,45.6,10.5,30.2,34.7,16.3,20.9,77.8,9.0,35.6,44.6,23.1,13.0,7.0,4.4,5.4,18.7,18.6,106.6,-0.7
Detroit Pistons,82.0,41.0,41.0,48.4,39.9,85.0,46.9,9.6,27.8,34.5,17.9,23.7,75.5,9.1,34.6,43.7,23.7,14.1,6.9,5.1,4.0,21.3,22.1,107.3,0.2
Charlotte Hornets,82.0,39.0,43.0,48.4,41.9,89.2,47.0,12.1,33.5,36.1,15.9,20.2,78.7,10.1,35.7,45.8,26.0,13.5,6.9,6.0,4.9,20.6,18.9,111.8,1.1
Miami Heat,82.0,39.0,43.0,48.1,38.3,86.8,44.1,11.9,33.1,35.8,17.5,22.7,76.9,10.1,34.0,44.2,23.3,14.1,7.5,4.7,5.5,20.1,20.9,105.9,0.2
Sacramento Kings,82.0,39.0,43.0,48.1,42.3,90.6,46.6,12.0,34.6,34.8,18.8,24.4,77.0,11.2,36.8,48.0,24.7,15.9,7.5,5.1,4.4,21.4,21.4,115.3,1.1
Los Angeles Lakers,82.0,37.0,45.0,48.2,41.9,92.8,45.2,11.8,34.0,34.9,17.8,22.7,78.4,11.3,35.6,46.9,25.0,14.2,8.3,5.1,5.4,20.8,20.7,113.5,1.7
Minnesota Timberwolves,82.0,36.0,46.0,48.4,42.1,90.1,46.7,12.7,33.6,37.8,17.1,22.3,76.7,11.2,34.4,45.6,26.2,14.7,6.6,5.5,5.0,21.9,20.3,114.0,1.5
Dallas Mavericks,82.0,33.0,49.0,48.2,40.9,89.2,45.9,11.2,32.5,34.4,17.1,22.0,77.7,10.2,34.6,44.8,24.5,13.0,7.8,4.5,4.3,23.2,20.1,110.1,1.3
