general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
San Antonio Spurs,82.0,62.0,20.0,0.756,48.2,105.4,40.6,83.5,48.6,8.5,21.4,39.7,15.7,20.0,78.5,9.3,34.0,43.3,25.2,14.4,7.4,5.1,4.6,18.2,19.3,7.7,San Antonio Spurs,82.0,62.0,20.0,3951.0,109.5,101.4,8.1,62.1,1.75,19.0,26.1,72.5,50.3,15.0,53.7,57.1,95.87,55.5,7887.0,San Antonio Spurs,82.0,62.0,20.0,48.2,101.4,34.0,72.5,7.4,5.1,16.3,12.7,12.8,42.2,San Antonio Spurs,82.0,62.0,20.0,48.2,37.8,85.1,44.4,6.5,18.3,35.3,15.7,20.6,76.0,10.5,31.7,42.2,20.4,13.9,7.7,4.6,5.1,19.3,18.2,97.6,-7.7,San Antonio Spurs,30.0,22.0,8.0,73.3,3.8,9.6,3.2,6.6,49.0,0.9,1.9,46.6,2.2,2.8,77.6,0.9,2.4,3.3,2.1,0.8,0.4,0.5,0.2,1.8,2.3,1.7,San Antonio Spurs,30.0,22.0,8.0,114.0,120.1,105.8,14.3,63.9,2.58,18.7,27.4,63.3,45.9,10.0,55.8,61.0,97.52,63.7,San Antonio Spurs,30.0,22.0,8.0,3.8,2.7,6.4,42.0,0.7,2.1,33.9,1.8,2.5,72.0,0.9,2.5,3.4,1.2,0.9,0.5,0.2,0.5,2.3,1.8,7.9,-1.7
Oklahoma City Thunder,82.0,59.0,23.0,0.72,48.3,106.2,39.0,82.7,47.1,8.1,22.4,36.1,20.2,25.0,80.6,10.8,33.9,44.7,21.9,15.3,8.3,6.1,3.6,22.7,20.4,6.3,Oklahoma City Thunder,82.0,59.0,23.0,3961.0,109.4,103.0,6.4,56.2,1.43,16.6,29.4,72.2,51.8,15.8,52.0,56.6,96.33,54.3,7954.0,Oklahoma City Thunder,82.0,59.0,23.0,48.3,103.0,33.9,72.2,8.3,6.1,17.3,12.3,12.8,39.7,Oklahoma City Thunder,82.0,59.0,23.0,48.3,36.4,83.4,43.6,8.6,24.0,35.8,18.4,25.4,72.7,11.0,30.0,40.9,21.8,15.2,8.2,3.6,6.1,20.4,22.7,99.8,-6.3,Oklahoma City Thunder,43.0,25.0,18.0,58.1,3.9,8.7,2.6,6.7,38.5,0.9,2.7,33.9,2.6,3.0,86.0,1.0,2.9,3.8,1.1,0.8,0.3,0.5,0.2,2.3,2.1,0.2,Oklahoma City Thunder,43.0,25.0,18.0,169.0,106.6,102.3,4.3,44.1,1.36,10.9,28.6,71.1,50.1,10.3,45.3,54.0,100.15,52.9,Oklahoma City Thunder,43.0,25.0,18.0,3.9,2.6,6.4,40.0,0.6,1.9,30.5,2.7,3.9,70.7,0.8,2.9,3.7,1.2,1.1,0.5,0.2,0.5,2.1,2.3,8.4,-0.2
Los Angeles Clippers,82.0,57.0,25.0,0.695,48.2,107.9,39.1,82.5,47.4,8.5,24.0,35.2,21.2,29.1,73.0,10.5,32.5,43.0,24.6,13.9,8.6,4.8,3.5,21.5,23.4,7.0,Los Angeles Clippers,82.0,57.0,25.0,3951.0,111.3,104.0,7.3,62.8,1.77,18.3,28.8,69.0,49.6,14.3,52.6,56.7,96.66,54.8,7954.0,Los Angeles Clippers,82.0,57.0,25.0,48.2,104.0,32.5,69.0,8.6,4.8,15.6,14.2,11.1,44.6,Los Angeles Clippers,82.0,57.0,25.0,48.2,37.4,84.9,44.1,7.3,21.8,33.2,18.9,25.0,75.5,12.3,31.4,43.7,23.3,15.4,7.0,3.5,4.8,23.4,21.5,101.0,-7.0,Los Angeles Clippers,43.0,27.0,16.0,62.8,3.5,8.8,2.7,6.0,44.2,0.6,1.7,34.7,2.9,3.8,76.4,0.9,2.6,3.5,1.3,0.7,0.5,0.4,0.2,2.2,2.4,1.3,Los Angeles Clippers,43.0,27.0,16.0,151.0,115.5,102.9,12.7,50.0,1.97,13.1,32.1,69.6,51.1,8.8,49.0,57.3,101.54,60.6,Los Angeles Clippers,43.0,27.0,16.0,3.5,2.2,5.7,37.8,0.4,1.5,28.6,2.7,3.5,78.5,0.9,2.4,3.3,1.2,0.9,0.3,0.2,0.4,2.4,2.2,7.5,-1.3
Indiana Pacers,82.0,56.0,26.0,0.683,48.2,96.7,36.0,80.2,44.9,6.7,18.8,35.7,18.1,23.3,77.9,10.2,34.5,44.7,20.1,15.1,6.7,5.4,4.6,20.4,21.9,4.4,Indiana Pacers,82.0,56.0,26.0,3956.0,103.6,98.9,4.7,56.0,1.33,15.9,29.6,72.1,51.7,16.2,49.0,53.5,92.89,54.5,7656.0,Indiana Pacers,82.0,56.0,26.0,48.2,98.9,34.5,72.1,6.7,5.4,15.4,11.7,11.7,35.7,Indiana Pacers,82.0,56.0,26.0,48.2,34.8,82.7,42.0,6.6,19.0,34.5,16.3,21.6,75.5,10.4,30.7,41.2,18.6,13.7,7.2,4.6,5.4,21.9,20.4,92.3,-4.4,Indiana Pacers,37.0,26.0,11.0,70.3,3.8,9.0,2.8,6.4,43.0,0.6,1.8,34.8,2.9,3.6,79.3,1.1,2.5,3.6,1.5,0.8,0.4,0.5,0.2,2.1,2.5,1.4,Indiana Pacers,37.0,26.0,11.0,141.0,114.8,99.6,15.1,53.9,1.83,13.8,36.9,68.9,53.0,10.3,47.9,56.3,97.75,61.9,Indiana Pacers,37.0,26.0,11.0,3.8,2.3,6.1,37.3,0.6,2.0,31.1,2.5,3.0,82.7,0.7,2.4,3.1,1.1,0.9,0.4,0.2,0.5,2.5,2.1,7.6,-1.4
Houston Rockets,82.0,54.0,28.0,0.659,48.4,107.7,38.0,80.5,47.2,9.5,26.6,35.8,22.1,31.1,71.2,11.2,34.1,45.3,21.4,16.1,7.6,5.6,5.6,20.4,24.3,4.6,Houston Rockets,82.0,54.0,28.0,3966.0,109.8,105.2,4.6,56.3,1.33,16.1,30.6,70.0,51.3,16.5,53.1,57.1,97.27,53.4,8040.0,Houston Rockets,82.0,54.0,28.0,48.4,105.2,34.1,70.0,7.6,5.6,18.0,14.6,13.8,44.0,Houston Rockets,82.0,54.0,28.0,48.4,39.0,88.0,44.3,8.1,23.0,35.3,17.0,22.5,75.7,11.9,29.7,41.7,22.2,14.0,8.6,5.6,5.6,24.3,20.4,103.1,-4.6,Houston Rockets,42.0,24.0,18.0,57.1,3.9,9.4,2.7,6.1,43.8,0.8,2.1,37.9,3.3,4.4,74.2,1.1,3.1,4.2,1.3,1.1,0.5,0.4,0.4,2.2,2.9,1.5,Houston Rockets,42.0,24.0,18.0,163.0,114.5,100.3,14.2,50.0,1.17,12.2,41.9,66.2,55.7,13.9,50.2,58.5,99.7,66.8,Houston Rockets,42.0,24.0,18.0,3.9,2.4,7.0,34.8,0.7,2.2,31.2,2.4,3.0,79.4,1.3,2.0,3.3,1.2,0.9,0.4,0.4,0.4,2.9,2.2,7.9,-1.5
Miami Heat,82.0,54.0,28.0,0.659,48.5,102.2,38.3,76.5,50.1,8.1,22.3,36.4,17.5,23.0,76.0,7.6,29.2,36.9,22.5,14.8,8.9,4.5,3.1,19.5,20.4,4.8,Miami Heat,82.0,54.0,28.0,3976.0,110.0,105.0,5.1,58.8,1.52,18.1,24.4,68.6,47.6,15.9,55.4,59.0,91.9,53.9,7615.0,Miami Heat,82.0,54.0,28.0,48.5,105.0,29.2,68.6,8.9,4.5,17.4,13.3,12.0,41.1,Miami Heat,82.0,54.0,28.0,48.5,36.1,79.0,45.7,8.5,23.4,36.2,16.8,22.3,75.0,10.8,29.5,40.3,21.4,16.7,8.1,3.1,4.5,20.4,19.5,97.4,-4.8,Miami Heat,43.0,24.0,19.0,55.8,4.4,9.1,2.8,6.6,43.0,0.8,2.5,32.7,2.6,3.4,77.2,1.0,3.0,4.0,1.3,1.1,0.5,0.4,0.3,2.2,2.3,0.6,Miami Heat,43.0,24.0,19.0,189.0,107.4,99.7,7.7,45.1,1.17,11.8,29.8,71.5,51.3,12.9,49.1,56.2,92.78,54.0,Miami Heat,43.0,24.0,19.0,4.4,2.8,6.9,40.6,0.7,2.0,33.3,2.3,3.0,75.8,0.8,2.8,3.7,1.4,1.0,0.6,0.3,0.4,2.3,2.2,8.5,-0.6
Portland Trail Blazers,82.0,54.0,28.0,0.659,48.4,106.7,39.1,87.0,45.0,9.4,25.3,37.2,19.1,23.5,81.5,12.5,34.0,46.4,23.2,13.7,5.5,4.7,3.7,19.2,20.7,4.0,Portland Trail Blazers,82.0,54.0,28.0,3971.0,110.4,106.2,4.2,59.4,1.69,17.2,32.0,71.3,51.7,14.2,50.4,54.8,95.9,52.4,7930.0,Portland Trail Blazers,82.0,54.0,28.0,48.4,106.2,34.0,71.3,5.5,4.7,15.6,14.0,13.3,45.6,Portland Trail Blazers,82.0,54.0,28.0,48.4,39.6,87.8,45.1,6.5,18.3,35.5,17.0,22.2,76.6,11.5,32.0,43.5,20.4,12.0,7.8,3.7,4.7,20.7,19.2,102.8,-4.0,Portland Trail Blazers,47.0,30.0,17.0,63.8,4.2,11.0,3.0,7.4,41.1,1.0,2.7,38.4,3.9,4.6,84.3,1.3,2.9,4.1,1.6,1.1,0.4,0.5,0.3,1.8,3.2,1.9,Portland Trail Blazers,47.0,30.0,17.0,198.0,117.2,105.4,11.8,51.0,1.4,12.4,37.3,62.8,50.1,11.8,48.0,58.3,102.76,61.0,Portland Trail Blazers,47.0,30.0,17.0,4.2,3.3,7.7,42.4,0.7,1.8,37.2,1.9,2.6,72.6,1.3,2.9,4.2,1.5,1.1,0.7,0.3,0.5,3.2,1.8,9.1,-1.9
Golden State Warriors,82.0,51.0,31.0,0.622,48.4,104.3,39.5,85.4,46.2,9.4,24.8,38.0,15.9,21.1,75.3,10.9,34.4,45.3,23.3,15.2,7.8,5.0,4.2,21.8,19.3,4.8,Golden State Warriors,82.0,51.0,31.0,3966.0,106.3,101.4,4.9,59.1,1.53,17.4,28.4,72.4,50.8,15.5,51.7,55.0,97.37,52.8,8045.0,Golden State Warriors,82.0,51.0,31.0,48.4,101.4,34.4,72.4,7.8,5.0,17.0,13.0,13.3,40.7,Golden State Warriors,82.0,51.0,31.0,48.4,36.8,84.4,43.6,6.9,20.2,34.4,18.9,24.7,76.5,10.7,32.6,43.3,20.5,15.0,7.9,4.2,5.0,19.3,21.8,99.5,-4.8,Golden State Warriors,43.0,24.0,19.0,55.8,4.7,9.8,3.3,7.7,43.3,0.9,2.7,34.2,2.3,3.0,75.8,1.1,3.2,4.3,1.7,1.2,0.8,0.5,0.5,2.7,2.0,0.3,Golden State Warriors,43.0,24.0,19.0,201.0,106.8,99.8,7.1,51.7,1.45,14.1,31.7,65.9,49.8,12.9,49.4,54.7,95.95,53.4,Golden State Warriors,43.0,24.0,19.0,4.7,2.9,7.9,37.1,0.7,2.5,26.9,3.0,3.7,80.9,1.4,3.0,4.4,1.4,1.3,0.6,0.5,0.5,2.0,2.7,9.5,-0.3
Memphis Grizzlies,82.0,50.0,32.0,0.61,48.3,96.1,38.1,82.0,46.4,4.9,14.0,35.3,15.1,20.3,74.1,11.6,30.8,42.4,21.9,13.7,7.7,4.6,5.0,19.1,18.9,1.6,Memphis Grizzlies,82.0,50.0,32.0,3961.0,105.5,103.8,1.7,57.4,1.59,17.1,32.6,71.8,52.1,15.0,49.4,52.9,90.58,51.8,7476.0,Memphis Grizzlies,82.0,50.0,32.0,48.3,103.8,30.8,71.8,7.7,4.6,15.6,11.5,13.4,38.6,Memphis Grizzlies,82.0,50.0,32.0,48.3,35.7,79.3,45.0,7.5,21.1,35.5,15.8,20.6,76.6,9.9,29.3,39.2,19.9,14.2,7.2,5.0,4.6,18.9,19.1,94.6,-1.6,Memphis Grizzlies,49.0,33.0,16.0,67.3,3.4,7.8,2.4,5.4,45.3,0.4,1.3,35.5,2.4,3.0,80.5,0.8,2.6,3.3,1.2,0.9,0.6,0.3,0.2,1.4,2.3,2.2,Memphis Grizzlies,49.0,33.0,16.0,167.0,111.4,84.4,27.0,49.2,1.4,13.0,35.0,73.6,55.3,12.2,49.4,57.8,96.46,75.3,Memphis Grizzlies,49.0,33.0,16.0,3.4,1.9,5.3,35.0,0.4,1.8,22.5,1.5,1.9,77.9,0.7,1.9,2.6,1.0,0.9,0.4,0.2,0.3,2.3,1.4,5.6,-2.2
Dallas Mavericks,82.0,49.0,33.0,0.598,48.4,104.8,39.6,83.6,47.4,8.8,22.9,38.4,16.8,21.1,79.5,10.2,30.7,40.9,23.6,13.5,8.6,4.3,3.5,20.0,19.9,2.4,Dallas Mavericks,82.0,49.0,33.0,3966.0,109.5,107.2,2.3,59.6,1.74,18.0,27.6,69.4,48.7,14.1,52.6,56.4,94.94,52.1,7852.0,Dallas Mavericks,82.0,49.0,33.0,48.4,107.2,30.7,69.4,8.6,4.3,16.2,13.5,15.6,43.6,Dallas Mavericks,82.0,49.0,33.0,48.4,37.8,81.4,46.4,8.3,23.0,35.9,18.7,24.6,75.8,11.5,31.3,42.8,22.0,16.0,7.7,3.5,4.3,19.9,20.0,102.4,-2.4,Dallas Mavericks,48.0,26.0,22.0,54.2,3.8,9.2,2.8,6.3,44.5,0.8,2.1,39.0,2.8,3.5,80.1,0.8,3.0,3.7,1.5,0.9,0.4,0.5,0.2,1.9,2.3,1.3,Dallas Mavericks,48.0,26.0,22.0,182.0,111.4,99.5,11.9,53.7,1.71,14.2,25.3,71.0,49.5,10.6,51.0,58.8,101.92,59.3,Dallas Mavericks,48.0,26.0,22.0,3.8,2.5,6.4,38.2,0.6,2.0,30.9,2.3,3.0,78.9,1.0,2.7,3.7,1.3,0.8,0.5,0.2,0.5,2.3,1.9,7.9,-1.3
