general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Dallas Mavericks,82.0,60.0,22.0,0.732,48.2,103.0,38.5,85.1,45.3,7.8,20.3,38.1,18.1,21.9,82.9,11.1,31.0,42.1,22.4,11.6,8.1,5.5,3.9,21.1,0.1,7.8,Dallas Mavericks,82.0,60.0,22.0,3956.0,109.3,101.0,8.3,58.1,1.94,17.3,27.7,67.7,47.8,12.3,49.8,54.3,93.75,54.6,7726.0,Dallas Mavericks,82.0,60.0,22.0,48.2,101.0,31.0,67.7,8.1,5.5,12.4,14.3,12.3,38.5,Dallas Mavericks,82.0,60.0,22.0,48.2,35.7,81.5,43.8,5.8,17.1,34.0,18.0,24.8,72.7,12.7,32.7,45.5,21.7,16.1,6.7,3.9,5.5,21.3,21.1,95.2,-7.8,Dallas Mavericks,38.0,23.0,15.0,60.5,4.1,9.7,3.1,7.0,43.8,0.7,2.1,32.1,2.9,3.6,79.6,1.1,2.8,3.9,1.4,0.7,0.4,0.4,0.3,1.9,0.0,1.2,Dallas Mavericks,38.0,23.0,15.0,156.0,114.6,103.2,11.4,47.0,2.04,12.9,34.2,66.3,50.8,8.4,48.5,56.2,97.46,60.8,Dallas Mavericks,38.0,23.0,15.0,4.1,2.9,6.9,41.8,0.7,2.1,35.0,2.0,2.9,68.2,1.1,2.5,3.6,1.5,1.0,0.4,0.3,0.4,2.7,1.9,8.4,-1.2
San Antonio Spurs,82.0,60.0,22.0,0.732,48.4,95.8,35.5,76.8,46.2,5.5,15.5,35.4,19.4,26.8,72.5,11.5,31.2,42.6,20.0,15.8,7.7,6.5,5.1,20.4,0.0,5.4,San Antonio Spurs,82.0,60.0,22.0,3966.0,103.9,98.1,5.8,56.3,1.26,15.9,31.1,68.7,50.8,17.1,49.7,54.1,91.46,54.9,7558.0,San Antonio Spurs,82.0,60.0,22.0,48.4,98.1,31.2,68.7,7.7,6.5,16.7,14.0,12.2,37.5,San Antonio Spurs,82.0,60.0,22.0,48.4,34.9,81.7,42.7,4.3,12.7,33.9,16.3,21.2,76.8,12.5,28.3,40.9,19.0,15.0,8.1,5.1,6.5,23.4,20.4,90.4,-5.4,San Antonio Spurs,45.0,29.0,16.0,64.4,3.8,8.1,2.5,5.5,45.3,0.5,1.5,36.4,2.6,3.6,70.1,0.9,2.4,3.3,1.3,1.1,0.2,0.5,0.4,2.2,0.0,0.5,San Antonio Spurs,45.0,29.0,16.0,169.0,106.1,103.7,2.5,51.8,1.21,13.0,31.9,61.5,48.0,14.0,50.2,56.9,94.98,54.3,San Antonio Spurs,45.0,29.0,16.0,3.8,2.5,6.4,38.3,0.5,1.5,30.9,2.1,2.7,78.0,1.3,2.2,3.5,1.2,0.7,0.6,0.4,0.5,2.6,2.2,7.5,-0.5
Sacramento Kings,82.0,59.0,23.0,0.72,48.4,101.7,39.5,85.2,46.4,6.0,15.7,38.1,16.7,22.3,74.6,11.0,33.5,44.5,24.8,14.5,9.0,5.6,4.3,20.3,0.0,6.5,Sacramento Kings,82.0,59.0,23.0,3966.0,104.4,97.8,6.6,62.7,1.71,18.3,28.9,67.8,49.3,14.9,49.9,53.5,96.63,55.1,7987.0,Sacramento Kings,82.0,59.0,23.0,48.4,97.8,33.5,67.8,9.0,5.6,15.6,14.6,12.4,38.2,Sacramento Kings,82.0,59.0,23.0,48.4,36.5,86.9,42.0,4.5,14.2,32.0,17.7,23.9,74.1,14.0,31.9,45.8,21.5,15.4,8.3,4.3,5.6,19.9,20.3,95.2,-6.5,Sacramento Kings,40.0,26.0,14.0,65.0,3.9,9.2,3.2,6.9,46.2,0.4,1.3,32.7,2.4,3.3,73.5,1.0,2.5,3.5,1.8,1.1,0.8,0.5,0.3,2.5,0.0,0.6,Sacramento Kings,40.0,26.0,14.0,158.0,108.9,105.5,3.4,55.9,1.65,15.4,34.1,59.6,47.4,12.7,49.3,55.2,101.2,56.2,Sacramento Kings,40.0,26.0,14.0,3.9,2.6,6.5,39.2,0.7,1.7,38.8,2.9,3.9,74.7,1.4,2.4,3.8,1.5,1.2,0.6,0.3,0.5,2.5,2.5,8.6,-0.6
Minnesota Timberwolves,82.0,51.0,31.0,0.622,48.3,98.1,38.7,83.0,46.6,3.6,9.8,36.8,17.1,22.3,77.0,11.7,31.9,43.6,25.2,13.7,6.7,5.3,4.9,20.8,0.0,2.1,Minnesota Timberwolves,82.0,51.0,31.0,3961.0,104.8,102.5,2.2,65.3,1.84,19.0,31.0,69.5,50.8,14.6,48.8,52.8,93.08,52.9,7681.0,Minnesota Timberwolves,82.0,51.0,31.0,48.3,102.5,31.9,69.5,6.7,5.3,15.0,13.8,11.7,38.2,Minnesota Timberwolves,82.0,51.0,31.0,48.3,36.6,83.8,43.7,5.8,16.6,34.7,17.0,22.6,75.2,11.9,29.8,41.7,22.8,13.6,7.0,4.9,5.3,20.6,20.8,96.0,-2.1,Minnesota Timberwolves,41.0,27.0,14.0,65.9,3.4,8.1,2.6,5.6,46.1,0.4,1.3,32.7,2.5,3.5,73.2,0.9,2.2,3.1,1.5,0.9,0.3,0.2,0.5,2.3,0.0,1.5,Minnesota Timberwolves,41.0,27.0,14.0,140.0,108.8,96.5,12.3,59.4,1.75,15.3,29.8,69.7,50.5,11.7,50.0,57.1,100.97,61.3,Minnesota Timberwolves,41.0,27.0,14.0,3.4,1.9,5.0,36.7,0.2,1.4,16.9,2.7,3.5,76.6,0.8,2.2,3.1,1.0,0.8,0.5,0.5,0.2,2.7,2.3,6.7,-1.5
Detroit Pistons,82.0,50.0,32.0,0.61,48.5,91.4,32.9,76.5,43.0,6.5,18.1,35.8,19.0,24.6,77.1,10.8,29.8,40.6,19.8,13.5,6.8,5.7,4.3,21.3,0.2,3.7,Detroit Pistons,82.0,50.0,32.0,3981.0,102.4,98.2,4.2,60.0,1.47,16.2,29.4,70.7,49.9,15.1,47.3,52.3,88.26,52.5,7318.0,Detroit Pistons,82.0,50.0,32.0,48.5,98.2,29.8,70.7,6.8,5.7,14.0,11.7,10.2,34.0,Detroit Pistons,82.0,50.0,32.0,48.5,33.5,76.5,43.8,3.5,10.2,34.4,17.2,23.1,74.6,10.5,30.8,41.3,18.3,14.0,6.9,4.3,5.7,23.2,21.3,87.7,-3.7,Detroit Pistons,46.0,26.0,20.0,56.5,4.3,8.7,2.4,6.4,38.1,0.7,1.9,37.5,3.1,3.9,79.3,1.1,2.5,3.6,1.2,0.9,0.8,0.5,0.5,2.8,0.0,0.6,Detroit Pistons,46.0,26.0,20.0,200.0,104.7,93.9,10.8,50.9,1.39,11.4,32.3,64.4,48.4,10.8,43.7,53.5,93.45,57.4,Detroit Pistons,46.0,26.0,20.0,4.3,2.5,6.3,39.7,0.2,1.2,20.0,2.8,3.9,72.5,1.2,2.8,4.0,0.9,1.4,0.5,0.5,0.5,2.7,2.8,8.1,-0.6
Los Angeles Lakers,82.0,50.0,32.0,0.61,48.6,100.4,37.7,83.6,45.1,5.9,16.7,35.6,19.0,26.0,73.4,13.1,31.1,44.3,23.3,14.5,7.8,5.7,3.8,22.9,0.1,2.3,Los Angeles Lakers,82.0,50.0,32.0,3986.0,105.6,103.4,2.2,61.8,1.6,17.4,32.8,69.3,50.9,15.3,48.6,52.8,93.78,52.0,7797.0,Los Angeles Lakers,82.0,50.0,32.0,48.6,103.4,31.1,69.3,7.8,5.7,15.9,13.8,11.9,37.7,Los Angeles Lakers,82.0,50.0,32.0,48.6,36.3,82.0,44.3,5.7,14.9,38.0,19.8,26.0,76.0,11.7,30.4,42.1,21.4,14.5,7.9,3.8,5.7,23.4,22.9,98.0,-2.3,Los Angeles Lakers,45.0,26.0,19.0,57.8,3.8,9.0,3.0,6.6,45.4,0.7,1.9,35.3,2.4,3.3,72.8,1.2,2.4,3.5,1.6,0.8,0.5,0.7,0.3,2.5,0.0,1.1,Los Angeles Lakers,45.0,26.0,19.0,171.0,114.4,102.9,11.5,54.5,1.92,14.9,37.4,70.6,53.4,10.7,50.5,56.3,97.86,58.6,Los Angeles Lakers,45.0,26.0,19.0,3.8,2.4,5.8,41.4,0.6,1.4,41.0,2.5,3.4,74.2,0.8,2.2,3.0,1.4,1.0,0.5,0.3,0.7,2.5,2.5,7.9,-1.1
Portland Trail Blazers,82.0,50.0,32.0,0.61,48.4,95.2,36.4,79.2,46.0,4.6,14.0,33.0,17.7,23.7,74.5,12.1,29.0,41.1,22.7,15.2,8.8,3.9,4.8,19.9,0.1,2.6,Portland Trail Blazers,82.0,50.0,32.0,3970.0,104.2,101.5,2.7,62.3,1.49,17.7,33.8,68.9,51.5,16.7,48.9,53.1,90.44,51.5,7486.0,Portland Trail Blazers,82.0,50.0,32.0,48.4,101.5,29.0,68.9,8.8,3.9,17.2,13.3,12.9,38.0,Portland Trail Blazers,82.0,50.0,32.0,48.4,35.9,79.8,45.0,5.3,15.7,34.1,15.5,20.2,76.4,11.1,28.0,39.1,22.7,15.5,8.3,4.8,3.9,20.4,19.9,92.5,-2.6,Portland Trail Blazers,40.0,23.0,17.0,57.5,4.6,9.7,3.0,7.8,38.0,0.6,1.9,29.3,3.2,4.3,74.1,1.4,2.7,4.2,1.6,1.1,0.8,0.3,0.7,2.7,0.0,0.6,Portland Trail Blazers,40.0,23.0,17.0,182.0,102.9,100.6,2.4,53.8,1.49,12.5,35.0,68.7,50.4,11.5,41.5,49.8,96.82,48.9,Portland Trail Blazers,40.0,23.0,17.0,4.6,2.6,6.7,39.0,0.6,1.9,29.9,3.3,4.1,80.2,0.9,3.2,4.2,1.4,1.2,0.6,0.7,0.3,2.8,2.7,9.1,-0.6
New Jersey Nets,82.0,49.0,33.0,0.598,48.2,95.4,35.4,80.3,44.1,4.2,12.7,33.2,20.3,26.8,75.7,12.1,30.8,42.9,23.0,14.8,8.7,4.6,5.2,21.6,0.1,5.2,New Jersey Nets,82.0,49.0,33.0,3951.0,102.1,96.6,5.4,64.9,1.56,17.6,31.7,70.2,51.0,15.8,46.8,51.8,93.0,54.4,7661.0,New Jersey Nets,82.0,49.0,33.0,48.2,96.6,30.8,70.2,8.7,4.6,15.6,12.3,10.9,34.2,New Jersey Nets,82.0,49.0,33.0,48.2,33.6,78.8,42.7,5.2,14.5,35.9,17.7,23.7,74.9,11.4,30.0,41.4,19.6,16.6,8.5,5.2,4.6,22.9,21.6,90.1,-5.2,New Jersey Nets,37.0,16.0,21.0,43.2,3.9,6.8,2.0,6.1,32.2,0.3,1.6,20.7,2.5,3.4,73.6,1.2,2.5,3.6,1.1,1.1,0.6,0.4,0.4,2.5,0.0,-1.4,New Jersey Nets,37.0,16.0,21.0,143.0,87.1,103.4,-16.3,53.4,0.93,10.3,33.1,59.9,45.9,14.6,34.8,44.3,96.97,37.0,New Jersey Nets,37.0,16.0,21.0,3.9,2.6,6.4,40.4,0.5,1.1,43.9,2.5,3.6,69.7,1.3,2.7,4.1,1.4,1.2,0.5,0.4,0.4,2.4,2.5,8.1,1.4
Indiana Pacers,82.0,48.0,34.0,0.585,48.5,96.8,35.5,80.6,44.1,4.6,13.6,33.9,21.2,27.7,76.6,12.2,32.0,44.2,23.3,14.8,8.5,5.4,6.3,22.1,0.1,3.5,Indiana Pacers,82.0,48.0,34.0,3981.0,103.2,99.6,3.5,65.6,1.58,17.7,31.8,69.4,50.9,15.7,46.9,52.2,92.71,53.8,7696.0,Indiana Pacers,82.0,48.0,34.0,48.5,99.6,32.0,69.4,8.5,5.4,16.3,13.7,13.8,37.9,Indiana Pacers,82.0,48.0,34.0,48.5,34.9,81.6,42.8,5.0,14.6,34.0,18.6,24.3,76.7,12.3,30.0,42.2,20.7,15.3,7.6,6.3,5.4,23.5,22.1,93.3,-3.5,Indiana Pacers,42.0,20.0,22.0,47.6,4.9,8.8,2.6,7.0,37.5,0.5,1.6,27.9,3.1,4.0,78.6,1.1,3.1,4.2,1.6,1.5,0.8,0.5,0.5,2.5,0.0,-0.9,Indiana Pacers,42.0,20.0,22.0,204.0,93.9,101.7,-7.8,60.9,1.03,13.0,29.2,69.8,50.0,16.5,40.8,50.6,93.95,47.4,Indiana Pacers,42.0,20.0,22.0,4.9,3.3,8.0,40.8,0.6,1.7,32.9,2.7,3.5,75.7,1.2,3.1,4.4,1.6,1.2,0.8,0.5,0.5,3.0,2.5,9.8,0.9
Philadelphia 76ers,82.0,48.0,34.0,0.585,48.4,96.8,36.3,81.0,44.8,3.0,9.6,31.1,21.3,27.5,77.5,12.7,29.5,42.2,21.6,14.8,10.3,3.5,6.4,22.0,0.1,2.3,Philadelphia 76ers,82.0,48.0,34.0,3971.0,103.2,100.6,2.6,59.5,1.46,16.5,32.4,70.4,50.9,15.8,46.6,52.0,93.07,51.6,7694.0,Philadelphia 76ers,82.0,48.0,34.0,48.4,100.6,29.5,70.4,10.3,3.5,16.3,12.3,13.8,36.8,Philadelphia 76ers,82.0,48.0,34.0,48.4,35.1,77.6,45.2,5.5,15.6,35.4,18.9,24.8,76.0,11.1,29.3,40.3,22.1,17.1,7.8,6.4,3.5,23.0,22.0,94.5,-2.3,Philadelphia 76ers,49.0,28.0,21.0,57.1,4.1,8.9,2.7,6.6,40.9,0.2,0.9,26.7,3.2,4.2,75.0,1.3,2.4,3.7,1.5,1.0,0.7,0.3,0.4,2.5,0.0,0.3,Philadelphia 76ers,49.0,28.0,21.0,202.0,104.6,103.7,0.9,54.9,1.55,13.1,34.3,67.5,50.0,11.3,42.8,52.1,97.69,51.4,Philadelphia 76ers,49.0,28.0,21.0,4.1,2.7,6.2,43.4,0.6,1.8,30.3,2.7,3.6,74.7,1.1,2.6,3.6,1.5,1.3,0.6,0.4,0.3,2.8,2.5,8.6,-0.3
New Orleans Hornets,82.0,47.0,35.0,0.573,48.5,93.9,35.5,81.6,43.5,4.9,13.1,37.6,17.9,23.3,76.8,13.4,30.2,43.6,22.0,14.8,8.0,4.8,5.2,21.6,0.1,2.1,New Orleans Hornets,82.0,47.0,35.0,3981.0,102.4,100.0,2.4,62.0,1.49,17.0,34.5,69.7,51.8,16.1,46.5,51.1,90.72,51.7,7522.0,New Orleans Hornets,82.0,47.0,35.0,48.5,100.0,30.2,69.7,8.0,4.8,15.9,13.2,12.0,38.6,New Orleans Hornets,82.0,47.0,35.0,48.5,34.8,79.5,43.8,4.1,12.2,33.8,18.0,23.5,76.6,11.1,28.9,40.0,19.9,14.6,7.9,5.2,4.8,21.4,21.6,91.8,-2.1,New Orleans Hornets,46.0,25.0,21.0,54.3,4.4,9.0,2.8,7.3,38.1,0.5,1.7,29.5,3.0,3.8,76.8,1.5,2.9,4.4,1.5,1.1,0.5,0.6,0.5,2.8,0.0,0.8,New Orleans Hornets,46.0,25.0,21.0,200.0,102.5,97.7,4.8,55.5,1.39,12.8,38.1,65.9,51.8,12.6,41.5,50.1,95.16,57.9,New Orleans Hornets,46.0,25.0,21.0,4.4,2.4,6.7,36.4,0.5,1.6,28.4,2.9,3.9,75.4,1.2,2.6,3.9,1.1,1.0,0.6,0.5,0.6,3.1,2.8,8.3,-0.8
