TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Boston Celtics,51.0,30.0,21.0,4.2,2.3,6.6,34.5,0.6,2.2,29.1,2.6,3.4,77.3,1.2,3.0,4.3,1.3,1.3,0.6,0.6,0.4,2.8,2.4,7.8,-1.9
Detroit Pistons,50.0,30.0,20.0,3.6,2.0,5.3,37.2,0.3,0.9,27.7,2.6,3.2,80.0,0.9,2.4,3.3,0.8,1.1,0.7,0.3,0.5,2.3,2.1,6.8,-0.8
Charlotte Hornets,49.0,27.0,22.0,3.8,2.1,5.4,39.2,0.4,1.2,35.6,2.3,3.0,77.2,0.8,2.3,3.1,1.1,0.8,0.6,0.5,0.5,2.2,2.2,7.0,-0.8
Portland Trail Blazers,45.0,27.0,18.0,3.7,2.5,5.6,45.2,0.6,1.5,37.7,2.2,2.8,78.6,0.7,2.3,3.0,1.4,1.1,0.4,0.4,0.5,2.7,2.2,7.8,-1.1
Toronto Raptors,48.0,27.0,21.0,4.2,2.2,6.4,34.4,0.5,1.8,31.0,2.5,3.2,78.7,1.0,2.6,3.7,1.2,1.3,0.6,0.3,0.5,2.6,2.4,7.5,-0.2
Milwaukee Bucks,46.0,26.0,20.0,4.4,2.5,6.8,37.1,0.8,2.2,35.0,3.3,4.2,78.1,1.0,2.7,3.7,1.4,1.2,0.5,0.4,0.4,3.1,2.9,9.1,-1.0
Dallas Mavericks,39.0,25.0,14.0,4.3,3.1,7.3,41.8,0.5,1.8,30.4,2.3,3.5,66.9,1.3,2.6,3.8,1.7,0.6,0.6,0.3,0.4,2.5,2.5,9.0,-1.4
Miami Heat,53.0,25.0,28.0,4.5,2.5,7.3,34.6,0.6,2.0,27.8,2.6,3.5,74.6,1.5,3.0,4.5,1.3,0.8,0.7,0.5,0.6,2.5,2.4,8.2,0.6
San Antonio Spurs,44.0,25.0,19.0,4.1,2.7,6.6,40.8,0.3,1.4,24.6,2.7,3.3,80.7,0.9,2.9,3.8,1.2,0.8,0.5,0.5,0.6,3.1,2.3,8.4,0.5
Houston Rockets,58.0,24.0,34.0,4.7,3.4,7.8,43.7,0.4,1.7,27.1,3.0,4.0,75.1,1.4,3.1,4.4,1.7,1.1,0.6,0.5,0.5,2.7,2.8,10.3,1.1
Philadelphia 76ers,46.0,24.0,22.0,3.6,1.9,5.5,34.5,0.3,1.5,23.9,2.1,2.8,76.6,1.1,2.2,3.3,1.0,1.0,0.6,0.6,0.2,2.1,2.0,6.3,-0.5
Atlanta Hawks,47.0,23.0,24.0,3.8,2.5,6.3,40.0,0.4,1.8,23.8,2.5,3.3,75.6,1.0,2.4,3.4,1.4,0.9,0.6,0.3,0.4,2.1,2.5,8.0,0.6
Los Angeles Lakers,39.0,23.0,16.0,3.9,2.3,6.3,36.6,0.4,1.7,25.8,2.8,3.6,77.1,1.4,2.4,3.8,1.2,1.2,0.4,0.6,0.4,2.9,2.5,7.8,-0.8
New Jersey Nets,41.0,23.0,18.0,4.3,2.6,7.0,36.5,0.6,1.9,32.5,2.9,4.0,72.0,1.5,3.0,4.4,1.5,1.2,0.7,0.6,0.8,2.6,2.8,8.6,-0.1
New York Knicks,54.0,23.0,31.0,3.8,2.3,5.7,40.9,0.6,1.7,35.2,2.7,3.5,75.8,0.6,2.5,3.1,1.4,1.0,0.6,0.4,0.2,2.3,2.4,7.9,0.8
Sacramento Kings,31.0,23.0,8.0,3.7,2.3,6.1,37.4,0.3,1.3,25.0,1.8,2.3,76.4,1.1,2.6,3.7,1.2,1.1,0.3,0.4,0.4,3.3,1.9,6.7,-2.0
Minnesota Timberwolves,41.0,22.0,19.0,3.7,2.6,6.0,42.7,0.4,1.4,30.4,2.4,3.1,77.3,0.9,2.3,3.1,1.5,0.9,0.4,0.4,0.5,2.1,2.2,8.0,0.4
Indiana Pacers,49.0,21.0,28.0,4.0,2.8,6.8,42.0,0.5,1.4,34.8,2.5,3.1,78.6,1.1,2.5,3.6,1.6,1.1,0.6,0.5,0.5,2.8,2.3,8.6,0.6
Phoenix Suns,45.0,20.0,25.0,4.3,2.9,6.9,42.7,0.5,1.5,34.8,2.7,3.4,78.7,1.0,2.5,3.5,1.6,1.1,0.5,0.4,0.4,2.3,2.7,9.1,0.3
Seattle SuperSonics,44.0,20.0,24.0,3.9,2.4,6.1,39.7,0.5,1.7,28.9,2.4,3.4,70.2,1.1,2.6,3.6,1.1,0.9,0.3,0.4,0.4,1.9,2.4,7.7,0.4
Utah Jazz,43.0,20.0,23.0,4.2,2.6,6.0,43.1,0.7,1.9,37.0,3.2,4.0,79.1,0.7,2.4,3.1,1.4,1.0,0.6,0.6,0.5,2.6,2.8,9.1,0.5
Washington Wizards,41.0,20.0,21.0,3.7,2.5,6.0,41.5,0.4,1.5,29.5,2.1,3.0,71.0,1.2,2.0,3.2,1.3,1.0,0.4,0.4,0.3,2.1,2.4,7.6,0.1
Denver Nuggets,41.0,19.0,22.0,4.4,2.5,6.7,37.5,0.4,1.8,23.3,2.9,3.7,79.3,1.3,3.0,4.3,1.4,1.4,0.5,0.5,0.5,2.2,2.8,8.3,0.7
Los Angeles Clippers,41.0,19.0,22.0,4.2,2.7,6.6,40.7,0.7,1.8,36.0,3.0,3.9,77.2,1.0,2.5,3.5,1.8,1.1,0.7,0.5,0.6,2.9,2.7,9.0,0.6
Orlando Magic,36.0,19.0,17.0,4.0,2.6,6.8,37.6,0.4,1.4,30.8,2.4,3.1,80.0,1.4,2.6,3.9,1.3,1.0,0.6,0.4,0.4,2.1,2.0,8.0,-0.4
Chicago Bulls,44.0,18.0,26.0,4.0,2.3,6.0,38.8,0.5,1.4,32.3,3.5,4.5,76.5,1.0,2.0,3.0,1.5,1.3,0.6,0.5,0.3,2.7,3.5,8.6,0.3
Cleveland Cavaliers,40.0,18.0,22.0,3.7,2.5,6.2,40.2,0.6,1.6,37.5,2.3,3.2,72.7,1.1,2.2,3.3,1.5,0.9,0.5,0.6,0.4,2.4,2.4,7.9,-0.5
Memphis Grizzlies,43.0,16.0,27.0,3.6,2.4,6.2,38.1,0.4,1.3,35.2,2.5,3.3,75.5,1.4,2.4,3.8,1.2,1.0,0.9,0.4,0.6,2.1,2.4,7.7,0.9
Golden State Warriors,41.0,8.0,33.0,3.5,2.4,6.0,41.0,0.3,1.3,20.8,3.5,4.3,80.3,1.3,2.1,3.4,1.3,0.9,0.6,0.4,0.6,2.0,3.0,8.6,2.4
