general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Boston Celtics,82.0,66.0,16.0,0.805,48.2,100.5,36.4,76.7,47.5,7.3,19.1,38.1,20.5,26.5,77.1,10.1,31.9,42.0,22.4,15.2,8.5,4.6,4.7,22.7,22.2,10.3,Boston Celtics,82.0,66.0,16.0,3951.0,108.8,98.1,10.8,61.4,1.47,17.6,30.6,70.7,51.8,16.4,52.2,56.9,91.88,58.1,7575.0,Boston Celtics,82.0,66.0,16.0,48.2,98.1,31.9,70.7,8.5,4.6,16.2,12.5,9.1,34.1,Boston Celtics,82.0,66.0,16.0,48.2,32.4,77.3,41.9,5.9,18.7,31.6,19.6,26.3,74.3,11.0,27.9,38.9,18.8,16.0,7.2,4.7,4.6,22.2,22.7,90.3,-10.3,Boston Celtics,37.0,24.0,13.0,64.9,3.9,8.0,2.5,6.3,39.1,0.7,2.1,33.8,2.4,3.1,76.5,1.1,2.6,3.6,1.2,1.0,0.8,0.3,0.3,2.0,2.3,0.1,Boston Celtics,37.0,24.0,13.0,144.0,102.8,101.4,1.4,48.4,1.19,11.5,32.5,74.6,52.1,12.8,44.6,52.2,96.28,51.1,Boston Celtics,37.0,24.0,13.0,3.9,2.4,5.6,43.1,0.6,1.8,34.8,2.4,3.1,77.4,0.6,2.6,3.3,1.3,1.3,0.6,0.3,0.3,2.3,2.0,7.9,-0.1
Detroit Pistons,82.0,59.0,23.0,0.72,48.1,97.5,36.6,79.9,45.8,5.9,16.2,36.6,18.4,24.0,76.7,11.9,29.5,41.4,22.3,11.7,7.1,5.8,3.9,20.6,19.7,7.4,Detroit Pistons,82.0,59.0,23.0,3946.0,109.8,101.5,8.3,61.1,1.92,17.8,32.7,70.0,51.3,13.1,49.5,53.9,88.54,55.2,7279.0,Detroit Pistons,82.0,59.0,23.0,48.1,101.5,29.5,70.0,7.1,5.8,11.8,11.4,9.6,35.2,Detroit Pistons,82.0,59.0,23.0,48.1,33.3,76.1,43.7,5.0,15.0,33.2,18.6,25.0,74.4,10.5,28.6,39.1,19.1,13.5,5.8,3.9,5.8,19.7,20.6,90.1,-7.4,Detroit Pistons,38.0,21.0,17.0,55.3,3.5,7.7,2.4,5.7,41.3,0.4,1.6,26.2,2.6,3.1,83.1,1.0,1.9,2.9,1.3,0.6,0.4,0.3,0.3,2.0,2.1,0.8,Detroit Pistons,38.0,21.0,17.0,131.0,113.5,104.8,8.8,56.7,2.13,14.2,37.7,67.7,52.1,9.3,45.0,54.5,93.4,56.2,Detroit Pistons,38.0,21.0,17.0,3.5,2.0,5.1,40.1,0.5,1.5,31.6,2.4,3.1,77.3,0.8,2.1,2.9,1.2,0.8,0.3,0.3,0.3,2.1,2.0,6.9,-0.8
Los Angeles Lakers,82.0,57.0,25.0,0.695,48.2,108.6,39.6,83.1,47.6,8.1,21.4,37.8,21.3,27.7,76.9,11.0,33.2,44.1,24.4,14.1,8.0,5.3,4.5,20.6,22.6,7.3,Los Angeles Lakers,82.0,57.0,25.0,3956.0,111.7,104.3,7.3,61.7,1.73,18.1,29.7,70.2,50.7,14.5,52.5,57.0,96.7,55.1,7974.0,Los Angeles Lakers,82.0,57.0,25.0,48.2,104.3,33.2,70.2,8.0,5.3,15.8,14.3,11.9,41.2,Los Angeles Lakers,82.0,57.0,25.0,48.2,38.1,85.6,44.5,6.8,18.7,36.2,18.3,24.3,75.2,12.0,30.7,42.8,21.9,14.2,7.7,4.5,5.3,22.6,20.6,101.3,-7.3,Los Angeles Lakers,40.0,24.0,16.0,60.0,3.5,8.2,2.5,6.0,42.3,0.5,1.5,29.5,2.7,3.6,75.5,1.2,2.2,3.4,1.3,0.9,0.5,0.5,0.3,2.3,2.3,0.5,Los Angeles Lakers,40.0,24.0,16.0,139.0,110.1,109.3,0.8,50.5,1.42,12.6,40.0,66.0,52.4,12.1,46.0,54.3,100.17,52.3,Los Angeles Lakers,40.0,24.0,16.0,3.5,2.4,5.7,41.6,0.6,1.8,34.7,2.4,3.1,75.8,1.0,2.3,3.3,1.1,0.9,0.6,0.3,0.5,2.3,2.3,7.7,-0.5
New Orleans Hornets,82.0,56.0,26.0,0.683,48.3,100.9,38.6,82.9,46.6,7.7,19.8,38.9,16.0,20.8,76.9,11.4,30.4,41.8,21.8,11.9,7.8,3.9,4.0,18.7,19.2,5.3,New Orleans Hornets,82.0,56.0,26.0,3961.0,110.0,104.4,5.6,56.4,1.83,17.2,30.0,71.7,50.6,13.0,51.2,54.8,91.04,52.6,7517.0,New Orleans Hornets,82.0,56.0,26.0,48.3,104.4,30.4,71.7,7.8,3.9,12.5,11.3,11.3,38.2,New Orleans Hornets,82.0,56.0,26.0,48.3,37.0,80.5,46.0,6.6,18.9,35.1,14.8,19.3,77.1,9.9,30.9,40.8,21.7,13.9,5.7,4.0,3.9,19.2,18.7,95.6,-5.3,New Orleans Hornets,31.0,21.0,10.0,67.7,4.4,9.6,3.2,7.7,41.8,0.7,2.0,34.4,2.5,3.2,77.8,1.1,2.9,4.0,1.4,0.6,0.7,0.3,0.4,2.0,2.2,0.8,New Orleans Hornets,31.0,21.0,10.0,137.0,111.2,101.1,10.1,43.0,2.26,12.1,33.1,72.1,51.3,7.1,46.2,52.7,94.42,54.5,New Orleans Hornets,31.0,21.0,10.0,4.4,3.0,7.0,42.4,0.9,2.2,39.7,2.0,2.3,88.6,0.8,2.8,3.7,1.5,1.4,0.3,0.4,0.3,2.2,2.0,8.8,-0.8
San Antonio Spurs,82.0,56.0,26.0,0.683,48.1,95.4,35.8,78.3,45.7,7.2,19.6,36.9,16.5,21.6,76.1,9.4,31.9,41.3,21.0,12.6,6.4,4.1,4.4,18.7,19.8,4.8,San Antonio Spurs,82.0,56.0,26.0,3946.0,106.0,100.7,5.3,58.5,1.66,17.1,26.8,73.3,50.3,14.0,50.4,54.3,89.72,53.3,7377.0,San Antonio Spurs,82.0,56.0,26.0,48.1,100.7,31.9,73.3,6.4,4.1,14.0,10.5,11.5,35.5,San Antonio Spurs,82.0,56.0,26.0,48.1,34.8,78.4,44.4,5.1,15.0,34.2,15.8,20.9,75.6,9.5,30.8,40.3,18.2,12.9,6.9,4.4,4.1,19.8,18.7,90.6,-4.8,San Antonio Spurs,39.0,25.0,14.0,64.1,3.8,8.8,2.9,5.8,50.0,0.7,1.8,36.6,2.3,3.2,73.4,0.5,2.5,3.0,1.8,0.7,0.5,0.2,0.2,2.2,2.3,1.4,San Antonio Spurs,39.0,25.0,14.0,146.0,115.1,102.9,12.2,61.1,2.46,17.6,22.8,65.8,46.5,9.4,55.8,61.1,94.82,61.4,San Antonio Spurs,39.0,25.0,14.0,3.8,2.3,5.9,39.1,0.5,1.6,29.5,2.3,3.0,77.6,1.2,2.3,3.5,1.3,0.9,0.4,0.2,0.2,2.3,2.2,7.4,-1.4
Houston Rockets,82.0,55.0,27.0,0.671,48.1,96.7,36.6,81.7,44.8,7.1,20.8,34.2,16.4,22.5,72.6,12.2,32.4,44.6,21.4,13.7,7.3,5.1,4.6,19.6,19.7,4.7,Houston Rockets,82.0,55.0,27.0,3946.0,105.4,100.5,4.8,58.5,1.56,16.8,32.3,71.1,51.9,15.0,49.2,52.8,91.42,53.5,7525.0,Houston Rockets,82.0,55.0,27.0,48.1,100.5,32.4,71.1,7.3,5.1,14.4,12.7,12.9,35.8,Houston Rockets,82.0,55.0,27.0,48.1,34.8,80.4,43.3,5.3,14.5,36.5,17.2,23.3,73.7,10.9,29.8,40.7,18.9,13.3,7.6,4.6,5.1,19.7,19.6,92.0,-4.7,Houston Rockets,35.0,20.0,15.0,57.1,3.4,7.2,2.2,5.7,38.5,0.5,1.7,27.9,2.3,3.2,71.7,1.2,2.3,3.5,1.3,0.9,0.4,0.4,0.4,2.1,2.3,-0.3,Houston Rockets,35.0,20.0,15.0,120.0,103.3,110.5,-7.2,59.7,1.48,13.6,38.6,68.9,52.7,12.7,42.8,50.5,96.51,47.0,Houston Rockets,35.0,20.0,15.0,3.4,2.4,5.5,43.2,0.5,1.6,32.7,2.3,3.0,75.5,0.8,2.2,3.0,1.2,0.7,0.5,0.4,0.4,2.3,2.1,7.5,0.3
Phoenix Suns,82.0,55.0,27.0,0.671,48.2,110.1,41.4,82.7,50.0,8.5,21.5,39.3,18.9,24.1,78.3,8.8,32.7,41.5,26.7,14.4,6.5,6.3,3.8,19.9,21.1,5.0,Phoenix Suns,82.0,55.0,27.0,3956.0,112.0,107.0,5.0,64.5,1.85,19.7,25.3,67.4,48.1,14.7,55.1,59.0,97.72,55.6,8058.0,Phoenix Suns,82.0,55.0,27.0,48.2,107.0,32.7,67.4,6.5,6.3,16.1,15.4,12.2,44.8,Phoenix Suns,82.0,55.0,27.0,48.2,41.1,90.0,45.6,5.7,16.2,35.3,17.2,22.9,74.9,13.4,30.5,43.9,19.6,13.4,7.3,3.8,6.3,21.1,19.9,105.0,-5.0,Phoenix Suns,43.0,25.0,18.0,58.1,3.6,8.6,2.6,5.6,46.0,0.6,1.8,35.5,2.8,3.6,79.7,0.9,2.7,3.6,1.5,1.1,0.5,0.4,0.4,1.8,2.4,1.2,Phoenix Suns,43.0,25.0,18.0,157.0,114.6,99.4,15.2,60.0,1.4,15.3,35.0,68.4,53.6,14.6,51.7,60.2,98.5,63.8,Phoenix Suns,43.0,25.0,18.0,3.6,2.4,6.3,38.7,0.5,1.7,28.0,2.0,2.5,82.2,0.9,2.0,2.8,1.1,0.9,0.6,0.4,0.4,2.4,1.8,7.4,-1.2
Utah Jazz,82.0,54.0,28.0,0.659,48.1,106.2,40.0,80.4,49.7,5.0,13.4,37.2,21.3,28.0,75.9,11.5,29.4,40.9,26.4,14.6,8.7,4.3,5.1,24.0,23.1,6.9,Utah Jazz,82.0,54.0,28.0,3941.0,112.1,104.9,7.2,66.0,1.8,19.6,32.7,71.0,52.1,15.4,52.8,57.3,94.64,55.6,7773.0,Utah Jazz,82.0,54.0,28.0,48.1,104.9,29.4,71.0,8.7,4.3,16.2,12.8,13.6,39.7,Utah Jazz,82.0,54.0,28.0,48.1,35.3,76.7,46.1,6.2,17.3,35.7,22.5,30.1,74.9,10.3,27.5,37.8,19.9,15.9,7.5,5.1,4.3,23.1,24.0,99.3,-6.9,Utah Jazz,34.0,18.0,16.0,52.9,3.3,8.8,2.5,5.1,50.0,0.6,1.4,41.3,3.2,3.9,83.2,0.7,2.2,2.9,1.8,1.0,0.4,0.5,0.4,2.5,2.2,-0.1,Utah Jazz,34.0,18.0,16.0,114.0,119.5,121.3,-1.8,70.9,1.79,17.8,32.7,66.4,51.2,13.5,55.5,65.3,105.36,53.2,Utah Jazz,34.0,18.0,16.0,3.3,2.7,5.8,46.7,0.4,1.3,30.2,3.1,4.0,77.2,1.0,1.8,2.8,1.2,0.6,0.5,0.4,0.5,2.2,2.5,8.9,0.1
Orlando Magic,82.0,52.0,30.0,0.634,48.2,104.5,37.3,78.6,47.4,9.8,25.3,38.6,20.1,27.9,72.1,9.4,32.6,42.0,20.8,14.3,6.3,4.1,4.2,20.6,23.1,5.5,Orlando Magic,82.0,52.0,30.0,3956.0,110.4,104.9,5.6,55.8,1.45,16.4,27.4,70.9,50.1,15.1,53.7,57.5,94.02,52.9,7757.0,Orlando Magic,82.0,52.0,30.0,48.2,104.9,32.6,70.9,6.3,4.1,16.1,12.7,12.5,37.4,Orlando Magic,82.0,52.0,30.0,48.2,37.3,83.6,44.6,6.3,17.6,35.8,18.2,24.1,75.4,11.0,30.7,41.7,21.5,13.2,7.1,4.2,4.1,23.1,20.6,99.0,-5.5,Orlando Magic,36.0,20.0,16.0,55.6,3.9,9.2,2.6,6.2,41.9,1.1,2.6,40.9,3.0,3.9,76.4,0.9,2.8,3.6,1.3,0.9,0.4,0.5,0.5,2.3,2.4,0.7,Orlando Magic,36.0,20.0,16.0,140.0,112.6,105.9,6.7,51.6,1.41,12.6,30.9,71.2,51.5,11.6,50.5,58.4,99.59,52.4,Orlando Magic,36.0,20.0,16.0,3.9,2.6,6.6,39.7,0.7,2.1,31.6,2.5,3.1,82.0,0.9,2.7,3.6,1.6,0.9,0.5,0.5,0.5,2.4,2.3,8.5,-0.7
Dallas Mavericks,82.0,51.0,31.0,0.622,48.1,100.4,36.9,79.5,46.4,6.0,17.1,35.2,20.6,25.3,81.4,10.8,32.2,43.0,21.0,12.6,6.0,4.9,4.4,21.8,21.2,4.5,Dallas Mavericks,82.0,51.0,31.0,3946.0,109.5,104.7,4.8,56.9,1.66,16.7,30.0,71.6,51.4,13.8,50.2,55.4,91.38,53.6,7518.0,Dallas Mavericks,82.0,51.0,31.0,48.1,104.7,32.2,71.6,6.0,4.9,13.9,12.9,12.8,39.2,Dallas Mavericks,82.0,51.0,31.0,48.1,35.4,79.9,44.3,5.0,14.2,34.9,20.1,26.4,76.0,10.8,29.5,40.3,18.9,12.2,6.5,4.4,4.9,21.2,21.8,95.9,-4.5,Dallas Mavericks,43.0,23.0,20.0,53.5,3.1,7.9,2.3,5.7,41.2,0.6,1.8,32.5,2.7,3.2,83.3,0.9,2.1,3.0,1.2,0.6,0.3,0.3,0.5,2.3,2.1,0.7,Dallas Mavericks,43.0,23.0,20.0,134.0,113.7,110.0,3.7,52.0,2.08,13.1,34.6,66.9,50.2,8.4,46.3,56.0,103.85,52.2,Dallas Mavericks,43.0,23.0,20.0,3.1,1.9,4.8,40.3,0.4,1.3,33.9,2.9,3.9,73.8,0.9,2.2,3.1,1.1,0.6,0.3,0.5,0.3,2.1,2.3,7.2,-0.7
