general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Houston Rockets,82.0,65.0,17.0,0.793,48.2,112.4,38.7,84.2,46.0,15.3,42.3,36.2,19.6,25.1,78.1,9.0,34.5,43.5,21.5,13.8,8.5,4.8,4.4,19.5,20.4,8.5,Houston Rockets,82.0,65.0,17.0,3951.0,114.1,105.7,8.4,55.7,1.56,16.4,25.4,75.0,50.3,14.1,55.1,59.0,98.02,53.1,8078.0,Houston Rockets,82.0,65.0,17.0,48.2,105.7,34.5,75.0,8.5,4.8,15.8,11.9,11.9,48.0,Houston Rockets,82.0,65.0,17.0,48.2,39.6,85.6,46.2,10.1,28.8,35.1,14.6,19.6,74.6,8.7,33.4,42.0,22.4,14.5,7.4,4.4,4.8,20.4,19.5,103.9,-8.5,Houston Rockets,35.0,25.0,10.0,71.4,3.1,8.2,2.3,5.2,45.3,0.9,2.4,36.1,2.6,3.5,75.4,0.8,2.0,2.7,1.0,0.5,0.5,0.4,0.3,1.7,2.3,2.0,Houston Rockets,35.0,25.0,10.0,107.0,124.9,97.7,27.1,42.7,1.84,11.8,32.2,72.7,52.0,8.3,53.6,60.9,100.72,66.2,Houston Rockets,35.0,25.0,10.0,3.1,2.1,4.7,45.7,0.3,1.6,21.4,1.6,2.4,65.5,0.6,1.9,2.5,0.9,0.9,0.2,0.3,0.4,2.3,1.7,6.2,-2.0
Toronto Raptors,82.0,59.0,23.0,0.72,48.4,111.7,41.3,87.4,47.2,11.8,33.0,35.8,17.3,21.8,79.4,9.8,34.2,44.0,24.3,13.4,7.6,6.1,4.9,21.7,19.9,7.8,Toronto Raptors,82.0,59.0,23.0,3966.0,113.0,105.3,7.7,59.0,1.82,17.9,27.4,72.5,50.2,13.5,53.9,57.5,98.02,53.8,8104.0,Toronto Raptors,82.0,59.0,23.0,48.4,105.3,34.2,72.5,7.6,6.1,15.0,13.2,11.6,45.3,Toronto Raptors,82.0,59.0,23.0,48.4,38.4,85.6,44.9,8.9,25.0,35.7,18.2,23.7,76.7,9.8,32.6,42.4,21.8,14.3,7.2,4.9,6.1,19.9,21.7,103.9,-7.8,Toronto Raptors,44.0,25.0,19.0,56.8,3.7,8.7,2.7,6.3,42.6,0.6,1.9,30.6,2.8,3.5,78.2,0.7,2.5,3.1,1.1,1.1,0.6,0.3,0.3,1.8,2.6,0.5,Toronto Raptors,44.0,25.0,19.0,161.0,104.1,104.3,-0.2,41.5,1.02,10.5,29.5,71.0,49.4,13.0,47.3,55.5,106.7,52.2,Toronto Raptors,44.0,25.0,19.0,3.7,2.7,6.1,43.5,0.8,2.2,37.5,2.1,2.7,78.3,0.8,2.6,3.4,1.5,1.1,0.5,0.3,0.3,2.6,1.8,8.3,-0.5
Golden State Warriors,82.0,58.0,24.0,0.707,48.1,113.5,42.8,85.1,50.3,11.3,28.9,39.1,16.6,20.3,81.5,8.4,35.1,43.5,29.3,15.4,8.0,7.5,3.7,19.6,18.5,6.0,Golden State Warriors,82.0,58.0,24.0,3946.0,112.8,106.8,5.9,68.5,1.9,20.9,24.3,71.2,49.7,15.3,56.9,60.3,100.35,55.4,8251.0,Golden State Warriors,82.0,58.0,24.0,48.1,106.8,35.1,71.2,8.0,7.5,18.5,13.7,14.1,47.4,Golden State Warriors,82.0,58.0,24.0,48.1,40.2,90.0,44.7,10.4,29.2,35.7,16.7,22.0,75.8,10.9,31.6,42.5,23.6,14.3,8.7,3.7,7.5,18.5,19.6,107.5,-6.0,Golden State Warriors,29.0,19.0,10.0,65.5,3.8,9.5,3.0,6.2,48.3,1.0,3.0,32.6,2.6,3.1,81.3,0.6,2.9,3.4,2.0,1.1,0.5,0.8,0.3,2.2,2.2,1.1,Golden State Warriors,29.0,19.0,10.0,110.0,111.7,102.9,8.8,65.5,1.73,17.6,21.2,66.7,47.2,13.4,56.1,62.7,106.06,59.0,Golden State Warriors,29.0,19.0,10.0,3.8,2.4,6.5,37.6,0.8,2.4,31.0,2.8,3.5,80.2,1.0,2.6,3.6,1.4,0.8,0.5,0.3,0.8,2.2,2.2,8.4,-1.1
Boston Celtics,82.0,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Boston Celtics,82.0,55.0,27.0,3961.0,106.8,103.2,3.6,58.6,1.6,17.0,26.3,73.9,50.4,14.4,51.8,55.2,96.75,51.9,7987.0,Boston Celtics,82.0,55.0,27.0,48.3,103.2,35.1,73.9,7.4,4.5,15.6,11.2,10.4,43.8,Boston Celtics,82.0,55.0,27.0,48.3,37.4,85.0,44.0,9.4,27.7,33.9,16.3,21.3,76.3,9.6,34.2,43.8,21.3,14.1,7.2,4.4,4.5,19.2,19.7,100.4,-3.6,Boston Celtics,46.0,29.0,17.0,63.0,3.9,9.2,3.2,6.6,48.2,1.0,2.6,38.1,1.8,2.4,75.2,0.6,2.6,3.2,1.9,1.0,0.5,0.3,0.5,2.0,1.8,0.1,Boston Celtics,46.0,29.0,17.0,180.0,109.6,108.3,1.3,58.5,1.79,17.0,24.4,65.2,46.2,12.5,55.6,59.6,102.27,52.1,Boston Celtics,46.0,29.0,17.0,3.9,3.0,7.1,41.8,0.7,2.7,27.0,2.4,3.1,78.7,1.0,2.7,3.7,1.2,0.9,0.6,0.5,0.3,1.8,2.0,9.1,-0.1
Philadelphia 76ers,82.0,52.0,30.0,0.634,48.2,109.8,40.8,86.6,47.2,11.0,29.8,36.9,17.1,22.8,75.2,10.9,36.5,47.4,27.1,16.5,8.3,5.1,5.1,22.1,20.4,4.5,Philadelphia 76ers,82.0,52.0,30.0,3956.0,108.5,103.9,4.6,66.3,1.64,19.1,28.6,73.6,52.0,16.3,53.5,56.8,100.75,54.2,8299.0,Philadelphia 76ers,82.0,52.0,30.0,48.2,103.9,36.5,73.6,8.3,5.1,18.5,12.3,10.3,41.6,Philadelphia 76ers,82.0,52.0,30.0,48.2,38.0,87.6,43.4,10.1,29.6,34.2,19.1,25.6,74.5,10.0,32.2,42.2,21.7,14.3,8.5,5.1,5.1,20.4,22.1,105.3,-4.5,Philadelphia 76ers,45.0,26.0,19.0,57.8,3.3,8.4,2.5,5.0,49.3,0.7,2.0,37.1,2.7,3.7,71.4,0.8,2.7,3.4,1.8,1.2,0.5,0.5,0.3,1.7,2.6,1.2,Philadelphia 76ers,45.0,26.0,19.0,148.0,111.2,97.3,13.9,73.2,1.49,17.7,30.6,69.6,52.3,16.2,56.6,62.6,108.48,67.7,Philadelphia 76ers,45.0,26.0,19.0,3.3,2.2,5.8,37.0,0.7,2.2,32.0,2.2,2.9,74.6,0.9,2.0,2.9,1.0,0.9,0.7,0.3,0.5,2.6,1.7,7.2,-1.2
Cleveland Cavaliers,82.0,50.0,32.0,0.61,48.1,110.9,40.4,84.8,47.6,12.0,32.1,37.2,18.1,23.3,77.9,8.5,33.7,42.1,23.4,13.7,7.1,3.8,4.1,18.6,20.7,0.9,Cleveland Cavaliers,82.0,50.0,32.0,3946.0,112.0,111.1,1.0,57.9,1.7,17.5,24.3,73.0,49.2,13.9,54.7,58.4,98.72,50.2,8114.0,Cleveland Cavaliers,82.0,50.0,32.0,48.1,111.1,33.7,73.0,7.1,3.8,16.5,12.7,11.3,47.0,Cleveland Cavaliers,82.0,50.0,32.0,48.1,41.8,88.3,47.4,11.7,31.7,36.8,14.6,19.4,75.6,9.9,33.7,43.6,25.9,13.5,7.5,4.1,3.8,20.7,18.6,109.9,-0.9,Cleveland Cavaliers,45.0,30.0,15.0,66.7,3.4,8.8,2.8,6.1,45.3,0.8,2.8,28.9,2.4,3.2,74.8,1.0,2.5,3.5,1.2,0.7,0.4,0.5,0.2,1.8,2.2,1.7,Cleveland Cavaliers,45.0,30.0,15.0,154.0,116.6,101.3,15.3,41.6,1.68,11.7,33.3,76.4,54.5,9.2,52.0,58.1,101.1,60.1,Cleveland Cavaliers,45.0,30.0,15.0,3.4,2.4,5.7,41.1,0.7,2.4,29.0,1.6,2.2,75.3,0.6,2.3,2.9,1.3,0.7,0.4,0.2,0.5,2.2,1.8,7.0,-1.7
Portland Trail Blazers,82.0,49.0,33.0,0.598,48.2,105.6,39.3,87.0,45.2,10.3,28.1,36.6,16.7,20.9,80.0,10.2,35.3,45.5,19.5,13.5,7.0,5.2,5.1,19.5,19.1,2.6,Portland Trail Blazers,82.0,49.0,33.0,3951.0,108.4,105.7,2.7,49.6,1.44,15.0,27.9,74.6,51.3,13.9,51.1,54.9,97.11,51.0,7992.0,Portland Trail Blazers,82.0,49.0,33.0,48.2,105.7,35.3,74.6,7.0,5.2,14.9,11.7,11.3,42.1,Portland Trail Blazers,82.0,49.0,33.0,48.2,38.4,85.9,44.7,9.7,26.6,36.4,16.6,22.0,75.5,9.3,33.6,42.9,20.2,12.6,7.3,5.1,5.2,19.1,19.5,103.0,-2.6,Portland Trail Blazers,45.0,25.0,20.0,55.6,3.9,8.6,2.8,6.6,41.9,0.7,2.1,33.7,2.4,3.2,74.1,0.8,2.8,3.6,1.1,1.0,0.6,0.5,0.6,2.0,2.4,0.2,Portland Trail Blazers,45.0,25.0,20.0,177.0,102.9,100.5,2.4,38.4,1.04,10.1,26.7,67.7,47.3,12.2,47.3,53.8,101.82,51.5,Portland Trail Blazers,45.0,25.0,20.0,3.9,2.9,6.9,41.3,0.7,2.4,29.2,2.0,2.8,70.4,1.0,3.0,4.0,1.2,1.1,0.6,0.6,0.5,2.4,2.0,8.4,-0.2
Indiana Pacers,82.0,48.0,34.0,0.585,48.2,105.6,40.8,86.4,47.2,9.0,24.5,36.9,14.9,19.2,77.9,9.6,32.7,42.3,22.2,13.3,8.8,4.1,5.2,18.8,18.5,1.4,Indiana Pacers,82.0,48.0,34.0,3951.0,108.5,107.3,1.3,54.4,1.67,16.8,27.1,72.1,49.6,13.6,52.5,55.7,96.84,50.9,7977.0,Indiana Pacers,82.0,48.0,34.0,48.2,107.3,32.7,72.1,8.8,4.1,14.8,12.8,12.3,44.8,Indiana Pacers,82.0,48.0,34.0,48.2,39.4,84.8,46.5,10.6,30.4,34.9,14.8,19.5,75.7,10.2,32.7,43.0,23.2,15.5,7.0,5.2,4.1,18.5,18.8,104.2,-1.4,Indiana Pacers,44.0,26.0,18.0,59.1,3.5,8.4,2.6,6.2,42.3,0.7,2.3,31.0,2.4,3.0,81.1,1.2,2.4,3.6,0.8,1.0,0.7,0.4,0.4,1.8,2.0,1.5,Indiana Pacers,44.0,26.0,18.0,155.0,109.8,93.3,16.5,31.9,0.88,8.5,39.1,67.7,53.3,12.5,48.0,55.7,103.18,60.9,Indiana Pacers,44.0,26.0,18.0,3.5,2.2,5.7,38.9,0.7,2.4,30.8,1.8,2.4,73.6,0.8,2.2,3.0,1.0,1.2,0.5,0.4,0.4,2.0,1.8,7.0,-1.5
New Orleans Pelicans,82.0,48.0,34.0,0.585,48.7,111.7,42.7,88.3,48.3,10.2,28.2,36.2,16.1,20.9,77.2,8.7,35.6,44.3,26.8,14.9,8.0,5.9,4.2,19.1,20.4,1.3,New Orleans Pelicans,82.0,48.0,34.0,3991.0,108.5,107.4,1.1,62.7,1.79,19.0,24.0,72.6,49.4,14.5,54.1,57.3,101.48,52.5,8443.0,New Orleans Pelicans,82.0,48.0,34.0,48.7,107.4,35.6,72.6,8.0,5.9,17.3,13.8,14.2,47.7,New Orleans Pelicans,82.0,48.0,34.0,48.7,41.7,91.9,45.4,10.9,30.6,35.5,16.1,20.5,78.4,10.8,34.7,45.5,23.7,14.5,8.2,4.2,5.9,20.4,19.1,110.4,-1.3,New Orleans Pelicans,50.0,30.0,20.0,60.0,4.5,10.4,3.8,7.8,48.3,0.7,2.1,32.4,2.2,3.0,73.6,0.8,3.2,4.0,2.1,1.0,0.7,0.7,0.4,1.8,2.4,1.2,New Orleans Pelicans,50.0,30.0,20.0,226.0,109.5,101.1,8.4,55.3,2.08,16.4,26.9,70.8,50.4,10.5,52.7,57.1,98.83,60.5,New Orleans Pelicans,50.0,30.0,20.0,4.5,3.0,7.8,39.2,1.0,2.9,33.3,2.2,2.6,81.8,1.1,2.9,4.0,1.7,1.3,0.6,0.4,0.7,2.4,1.8,9.2,-1.2
Oklahoma City Thunder,82.0,48.0,34.0,0.585,48.4,107.9,39.9,88.1,45.3,10.7,30.4,35.4,17.3,24.2,71.6,12.5,32.6,45.1,21.3,14.0,9.1,5.0,4.6,20.2,21.3,3.4,Oklahoma City Thunder,82.0,48.0,34.0,3966.0,110.1,106.4,3.7,53.5,1.53,15.8,32.0,72.5,51.5,14.3,51.4,54.6,97.34,50.8,8036.0,Oklahoma City Thunder,82.0,48.0,34.0,48.4,106.4,32.6,72.5,9.1,5.0,14.4,12.8,11.2,43.5,Oklahoma City Thunder,82.0,48.0,34.0,48.4,38.5,84.0,45.8,11.2,30.6,36.7,16.2,21.1,76.9,9.5,32.6,42.2,23.3,16.0,7.7,4.6,5.0,21.3,20.2,104.4,-3.4,Oklahoma City Thunder,46.0,24.0,22.0,52.2,4.1,9.0,3.1,7.6,40.7,0.9,3.0,29.2,1.9,2.9,65.7,1.6,2.8,4.4,1.3,0.9,0.6,0.4,0.4,2.5,2.0,-0.3,Oklahoma City Thunder,46.0,24.0,22.0,188.0,105.1,107.3,-2.2,41.3,1.4,10.9,40.0,72.6,54.6,10.7,46.4,50.5,101.02,43.6,Oklahoma City Thunder,46.0,24.0,22.0,4.1,3.1,6.7,46.1,0.7,2.5,29.8,2.3,3.0,76.8,0.8,2.6,3.3,1.8,1.0,0.5,0.4,0.4,2.0,2.5,9.3,0.3
