TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
New Orleans Hornets,46.0,25.0,21.0,4.4,2.4,6.7,36.4,0.5,1.6,28.4,2.9,3.9,75.4,1.2,2.6,3.9,1.1,1.0,0.6,0.5,0.6,3.1,2.8,8.3,-0.8
Atlanta Hawks,41.0,23.0,18.0,4.4,2.9,6.9,41.2,0.5,1.4,37.9,2.2,3.2,69.2,1.2,2.5,3.7,1.5,1.1,0.6,0.4,0.6,2.5,2.6,8.5,-0.4
Dallas Mavericks,38.0,23.0,15.0,4.1,2.9,6.9,41.8,0.7,2.1,35.0,2.0,2.9,68.2,1.1,2.5,3.6,1.5,1.0,0.4,0.3,0.4,2.7,1.9,8.4,-1.2
Houston Rockets,43.0,23.0,20.0,4.0,2.7,6.4,42.3,0.4,1.2,34.0,2.4,3.2,76.1,1.3,2.2,3.5,1.3,1.0,0.5,0.6,0.4,2.9,2.4,8.3,-1.3
Portland Trail Blazers,40.0,23.0,17.0,4.6,2.6,6.7,39.0,0.6,1.9,29.9,3.3,4.1,80.2,0.9,3.2,4.2,1.4,1.2,0.6,0.7,0.3,2.8,2.7,9.1,-0.6
Seattle SuperSonics,48.0,23.0,25.0,4.1,2.6,6.3,41.4,0.5,1.8,27.3,2.6,3.7,70.9,1.1,2.5,3.6,1.4,1.0,0.4,0.4,0.2,2.2,2.6,8.4,0.0
Washington Wizards,51.0,23.0,28.0,3.9,2.8,6.2,45.1,0.7,1.9,37.1,2.2,2.9,74.5,0.7,2.3,3.0,1.6,1.0,0.5,0.4,0.5,2.5,2.5,8.5,0.4
Golden State Warriors,49.0,22.0,27.0,3.0,2.3,5.4,42.5,0.5,1.3,37.5,2.1,2.8,76.1,1.0,2.0,3.0,1.3,1.1,0.5,0.4,0.4,2.4,1.9,7.2,0.2
Orlando Magic,45.0,21.0,24.0,3.8,2.1,6.1,34.8,0.4,1.5,27.3,2.9,3.6,80.7,1.0,2.5,3.6,1.0,0.8,0.7,0.3,0.2,2.4,2.3,7.6,0.0
Indiana Pacers,42.0,20.0,22.0,4.9,3.3,8.0,40.8,0.6,1.7,32.9,2.7,3.5,75.7,1.2,3.1,4.4,1.6,1.2,0.8,0.5,0.5,3.0,2.5,9.8,0.9
Utah Jazz,37.0,20.0,17.0,4.0,2.2,5.8,38.3,0.6,1.6,39.0,3.1,4.5,69.7,1.1,2.4,3.5,1.3,1.3,0.5,0.4,0.6,2.9,2.8,8.2,-0.5
Chicago Bulls,37.0,18.0,19.0,4.2,2.6,6.9,37.8,0.5,2.0,24.0,3.4,4.4,76.8,1.5,2.4,3.9,1.5,1.0,0.5,0.5,0.5,2.4,2.9,9.1,0.2
Memphis Grizzlies,42.0,18.0,24.0,4.7,3.4,8.1,42.4,0.6,1.8,31.6,3.0,4.0,74.7,1.4,3.3,4.7,1.9,1.1,0.7,0.4,0.6,2.9,2.9,10.4,0.7
Los Angeles Clippers,48.0,17.0,31.0,3.9,3.0,6.4,46.4,0.7,1.6,42.9,3.5,4.3,81.6,0.9,2.5,3.4,1.5,1.0,0.6,0.5,0.4,2.6,2.9,10.1,2.1
Toronto Raptors,45.0,17.0,28.0,3.7,2.5,6.1,40.6,0.5,1.3,36.2,2.8,3.6,76.2,1.0,2.4,3.5,1.2,1.0,0.6,0.3,0.6,2.4,2.7,8.2,0.4
New Jersey Nets,37.0,16.0,21.0,3.9,2.6,6.4,40.4,0.5,1.1,43.9,2.5,3.6,69.7,1.3,2.7,4.1,1.4,1.2,0.5,0.4,0.4,2.4,2.5,8.1,1.4
Cleveland Cavaliers,36.0,13.0,23.0,4.4,2.6,6.9,37.7,0.4,1.7,24.6,3.5,4.4,79.4,1.0,2.8,3.8,1.4,1.2,0.9,0.5,0.6,2.9,2.8,9.1,1.2
Miami Heat,41.0,13.0,28.0,4.1,2.4,6.1,39.3,0.5,1.5,35.5,2.7,3.4,81.2,0.9,2.9,3.8,1.5,1.2,0.7,0.5,0.4,2.1,2.8,8.1,1.2
Denver Nuggets,33.0,7.0,26.0,3.6,2.4,5.2,46.2,0.6,1.2,48.7,3.1,4.1,75.0,0.8,2.2,3.0,1.5,1.0,0.6,0.7,0.4,1.7,3.0,8.5,2.2
