general_traditional_Team,general_traditional_GP,general_traditional_W,general_traditional_L,general_traditional_WIN%,general_traditional_Min,general_traditional_PTS,general_traditional_FGM,general_traditional_FGA,general_traditional_FG%,general_traditional_3PM,general_traditional_3PA,general_traditional_3P%,general_traditional_FTM,general_traditional_FTA,general_traditional_FT%,general_traditional_OREB,general_traditional_DREB,general_traditional_REB,general_traditional_AST,general_traditional_TOV,general_traditional_STL,general_traditional_BLK,general_traditional_BLKA,general_traditional_PF,general_traditional_PFD,general_traditional_+/-,general_advanced_TEAM,general_advanced_GP,general_advanced_W,general_advanced_L,general_advanced_MIN,general_advanced_OffRtg,general_advanced_DefRtg,general_advanced_NetRtg,general_advanced_AST%,general_advanced_AST/TO,general_advanced_AST,general_advanced_OREB%,general_advanced_DREB%,general_advanced_REB%,general_advanced_TOV%,general_advanced_eFG%,general_advanced_TS%,general_advanced_PACE,general_advanced_PIE,general_advanced_POSS,general_defense_TEAM,general_defense_GP,general_defense_W,general_defense_L,general_defense_MIN,general_defense_DEF RTG,general_defense_DREB,general_defense_DREB%,general_defense_STL,general_defense_BLK,general_defense_OPP PTS,general_defense_OPP PTS.1,general_defense_OPP PTS.2,general_defense_OPP PTS.3,general_opponent_TEAM,general_opponent_Games Played,general_opponent_Wins,general_opponent_Losses,general_opponent_Minutes Played,general_opponent_Opponent's Field Goals Made,general_opponent_Opponent's Field Goals Attempted,general_opponent_Opponent's Field Goal Percentage,general_opponent_Opponent's 3 Point Field Goals Made,general_opponent_Opponent's 3 Point Field Goals Attempted,general_opponent_Opponent's 3 Point Field Goal Percentage,general_opponent_Opponent's Free Throws Made,general_opponent_Opponent's Free Throws Attempted,general_opponent_Opponent's Free Throw Percentage,general_opponent_Opponent's Offensive Rebounds,general_opponent_Opponent's Defensive Rebounds,general_opponent_Opponent's Rebounds,general_opponent_Opponent's Assists,general_opponent_Opponent's Turnovers,general_opponent_Opponent's Steals,general_opponent_Opponent's Blocks,general_opponent_Opponent's Blocked Field Goal Attempts,general_opponent_Opponent's Personal Fouls,general_opponent_Opponent's Personal Fouls Drawn,general_opponent_Opponent's Points,general_opponent_Plus-Minus,clutch-traditional_TEAM,clutch-traditional_Games Played,clutch-traditional_Wins,clutch-traditional_Losses,clutch-traditional_Win Percentage,clutch-traditional_Minutes Played,clutch-traditional_Points,clutch-traditional_Field Goals Made,clutch-traditional_Field Goals Attempted,clutch-traditional_Field Goal Percentage,clutch-traditional_3 Point Field Goals Made,clutch-traditional_3 Point Field Goals Attempted,clutch-traditional_3 Point Field Goal Percentage,clutch-traditional_Free Throws Made,clutch-traditional_Free Throws Attempted,clutch-traditional_Free Throw Percentage,clutch-traditional_Offensive Rebounds,clutch-traditional_Defensive Rebounds,clutch-traditional_Rebounds,clutch-traditional_Assists,clutch-traditional_Turnovers,clutch-traditional_Steals,clutch-traditional_Blocks,clutch-traditional_Blocks Against,clutch-traditional_Personal Fouls,clutch-traditional_Personal Fouls Drawn,clutch-traditional_Plus-Minus,clutch-advanced_TEAM,clutch-advanced_Games Played,clutch-advanced_Wins,clutch-advanced_Losses,clutch-advanced_Minutes Played,clutch-advanced_Offensive Rating,clutch-advanced_Defensive Rating,clutch-advanced_Net Rating,clutch-advanced_Assist Percentage,clutch-advanced_Assist to Turnover Ratio,clutch-advanced_Assist Ratio,clutch-advanced_Offensive Rebounding Percentage,clutch-advanced_Defensive Rebounding Percentage,clutch-advanced_Rebounding Percentage,clutch-advanced_Turnover Ratio,clutch-advanced_Effective Field Goal Percentage,clutch-advanced_True Shooting Percentage,clutch-advanced_Pace,clutch-advanced_Player Impact Estimate,clutch-opponent_TEAM,clutch-opponent_Games Played,clutch-opponent_Wins,clutch-opponent_Losses,clutch-opponent_Minutes Played,clutch-opponent_Opponent's Field Goals Made,clutch-opponent_Opponent's Field Goals Attempted,clutch-opponent_Opponent's Field Goal Percentage,clutch-opponent_Opponent's 3 Point Field Goals Made,clutch-opponent_Opponent's 3 Point Field Goals Attempted,clutch-opponent_Opponent's 3 Point Field Goal Percentage,clutch-opponent_Opponent's Free Throws Made,clutch-opponent_Opponent's Free Throws Attempted,clutch-opponent_Opponent's Free Throw Percentage,clutch-opponent_Opponent's Offensive Rebounds,clutch-opponent_Opponent's Defensive Rebounds,clutch-opponent_Opponent's Rebounds,clutch-opponent_Opponent's Assists,clutch-opponent_Opponent's Turnovers,clutch-opponent_Opponent's Steals,clutch-opponent_Opponent's Blocks,clutch-opponent_Opponent's Blocked Field Goal Attempts,clutch-opponent_Opponent's Personal Fouls,clutch-opponent_Opponent's Personal Fouls Drawn,clutch-opponent_Opponent's Points,clutch-opponent_Plus-Minus
Golden State Warriors,82.0,67.0,15.0,0.817,48.1,110.0,41.6,87.0,47.8,10.8,27.0,39.8,16.0,20.8,76.8,10.4,34.3,44.7,27.4,14.5,9.3,6.0,3.6,19.9,18.8,10.1,Golden State Warriors,82.0,67.0,15.0,3946.0,110.4,100.4,9.9,65.9,1.9,19.7,27.3,70.3,49.8,14.5,54.0,57.1,99.28,56.9,8170.0,Golden State Warriors,82.0,67.0,15.0,48.1,100.4,34.3,70.3,9.3,6.0,15.2,14.2,13.9,41.6,Golden State Warriors,82.0,67.0,15.0,48.1,37.0,86.4,42.8,7.2,21.4,33.7,18.7,24.5,76.3,11.7,32.8,44.5,21.0,16.2,8.3,3.6,6.0,18.8,19.9,99.9,-10.1,Golden State Warriors,31.0,23.0,8.0,74.2,3.1,8.3,2.7,6.2,43.5,0.6,1.9,30.0,2.3,2.7,85.7,1.1,2.0,3.0,1.5,0.6,0.7,0.2,0.2,1.3,1.9,2.0,Golden State Warriors,31.0,23.0,8.0,96.0,113.8,96.5,17.2,55.4,2.42,14.9,34.8,65.7,49.8,8.4,48.2,56.2,106.84,65.2,Golden State Warriors,31.0,23.0,8.0,3.1,2.2,5.4,41.3,0.4,1.8,23.6,1.4,1.7,81.5,0.9,2.2,3.1,1.2,1.3,0.4,0.2,0.2,1.9,1.3,6.3,-2.0
Atlanta Hawks,82.0,60.0,22.0,0.732,48.1,102.5,38.1,81.7,46.6,10.0,26.2,38.0,16.5,21.2,77.8,8.7,31.8,40.6,25.7,14.2,9.1,4.6,4.9,17.8,19.6,5.4,Atlanta Hawks,82.0,60.0,22.0,3946.0,108.2,102.3,5.9,67.6,1.81,19.5,26.4,69.7,48.7,15.0,52.7,56.3,94.66,54.0,7775.0,Atlanta Hawks,82.0,60.0,22.0,48.1,102.3,31.8,69.7,9.1,4.6,15.7,14.2,11.2,39.4,Atlanta Hawks,82.0,60.0,22.0,48.1,36.5,83.1,43.9,8.8,25.8,34.1,15.4,20.1,76.4,11.6,32.1,43.6,23.5,16.1,7.4,4.9,4.6,19.6,17.8,97.1,-5.4,Atlanta Hawks,41.0,29.0,12.0,70.7,3.0,7.7,2.3,4.8,48.2,0.7,1.6,40.3,2.4,3.1,76.0,0.5,2.0,2.4,1.6,0.8,0.6,0.3,0.3,1.5,2.2,2.1,Atlanta Hawks,41.0,29.0,12.0,121.0,112.1,94.6,17.5,68.4,2.1,17.6,20.5,67.2,45.9,11.0,55.1,62.1,103.61,70.7,Atlanta Hawks,41.0,29.0,12.0,3.0,1.7,4.7,36.6,0.4,1.8,24.3,1.7,2.3,73.4,0.8,2.0,2.8,1.0,0.9,0.3,0.3,0.3,2.2,1.5,5.6,-2.1
Houston Rockets,82.0,56.0,26.0,0.683,48.3,103.9,37.0,83.3,44.4,11.4,32.7,34.8,18.6,26.0,71.5,11.7,32.0,43.7,22.2,16.7,9.5,5.0,5.3,22.0,21.1,3.4,Houston Rockets,82.0,56.0,26.0,3961.0,106.0,102.6,3.4,60.0,1.33,16.5,30.5,68.6,49.6,17.0,51.2,54.8,97.36,50.9,8037.0,Houston Rockets,82.0,56.0,26.0,48.3,102.6,32.0,68.6,9.5,5.0,18.3,14.0,15.3,44.1,Houston Rockets,82.0,56.0,26.0,48.3,37.7,85.2,44.3,7.4,22.9,32.2,17.7,23.6,75.1,11.9,32.0,43.8,21.4,16.4,8.9,5.3,5.0,21.1,22.0,100.5,-3.4,Houston Rockets,42.0,25.0,17.0,59.5,3.7,7.8,2.1,5.1,40.5,0.8,2.2,37.6,2.9,3.7,76.9,0.7,2.4,3.1,1.0,1.3,0.5,0.3,0.3,2.4,2.6,-0.2,Houston Rockets,42.0,25.0,17.0,153.0,101.5,104.3,-2.8,49.4,0.78,10.7,25.7,62.9,45.6,17.0,48.6,58.0,101.1,49.0,Houston Rockets,42.0,25.0,17.0,3.7,2.5,6.3,39.5,0.7,2.2,30.4,2.4,3.1,77.5,1.0,2.4,3.5,1.4,1.0,0.5,0.3,0.3,2.6,2.4,8.0,0.2
Los Angeles Clippers,82.0,56.0,26.0,0.683,48.1,106.7,39.4,83.3,47.3,10.1,26.9,37.6,17.9,25.2,71.0,9.6,33.1,42.6,24.8,12.3,7.8,5.0,3.0,21.3,21.5,6.6,Los Angeles Clippers,82.0,56.0,26.0,3946.0,111.6,104.7,6.9,62.9,2.01,18.7,27.2,71.6,49.7,12.9,53.3,56.5,95.4,54.0,7844.0,Los Angeles Clippers,82.0,56.0,26.0,48.1,104.7,33.1,71.6,7.8,5.0,14.9,12.8,12.3,38.8,Los Angeles Clippers,82.0,56.0,26.0,48.1,36.4,82.3,44.2,8.3,23.9,34.9,19.0,25.7,74.1,10.6,32.3,42.9,23.2,14.3,6.7,3.0,5.0,21.5,21.3,100.1,-6.6,Los Angeles Clippers,38.0,24.0,14.0,63.2,3.4,7.6,2.1,5.4,38.2,0.4,1.7,23.4,3.1,4.2,74.7,0.8,2.8,3.6,1.1,0.9,0.5,0.6,0.2,2.1,2.4,0.7,Los Angeles Clippers,38.0,24.0,14.0,129.0,100.0,93.2,6.8,52.6,1.24,11.2,29.4,73.5,52.3,11.4,41.9,52.8,106.01,59.3,Los Angeles Clippers,38.0,24.0,14.0,3.4,2.0,5.8,34.7,0.5,1.8,28.4,2.4,3.1,75.6,0.9,2.5,3.3,1.2,0.9,0.3,0.2,0.6,2.4,2.1,6.9,-0.7
Memphis Grizzlies,82.0,55.0,27.0,0.671,48.5,98.3,37.8,82.5,45.8,5.2,15.2,33.9,17.6,22.8,77.3,10.4,32.1,42.6,21.7,13.3,8.5,4.2,5.2,19.1,20.3,3.2,Memphis Grizzlies,82.0,55.0,27.0,3981.0,104.8,101.2,3.5,57.4,1.62,16.9,28.8,71.6,50.3,14.2,48.9,53.1,92.82,53.0,7696.0,Memphis Grizzlies,82.0,55.0,27.0,48.5,101.2,32.1,71.6,8.5,4.2,14.1,11.6,13.4,39.0,Memphis Grizzlies,82.0,55.0,27.0,48.5,36.0,81.5,44.2,8.1,23.0,35.1,14.9,20.1,74.2,10.5,31.9,42.4,20.1,15.3,7.4,5.2,4.2,20.3,19.1,95.1,-3.2,Memphis Grizzlies,44.0,30.0,14.0,68.2,4.4,10.0,3.2,7.1,45.5,0.6,1.3,47.3,2.9,3.5,83.2,1.1,3.0,4.1,1.8,1.2,0.7,0.5,0.5,2.2,2.5,1.5,Memphis Grizzlies,44.0,30.0,14.0,195.0,112.6,98.7,13.9,54.2,1.48,14.7,33.5,70.3,52.9,13.3,49.7,57.7,94.41,61.9,Memphis Grizzlies,44.0,30.0,14.0,4.4,2.8,7.1,38.9,0.8,2.3,33.3,2.2,2.9,76.4,1.1,2.5,3.6,1.3,1.2,0.7,0.5,0.5,2.5,2.2,8.5,-1.5
San Antonio Spurs,82.0,55.0,27.0,0.671,48.7,103.2,39.1,83.6,46.8,8.3,22.5,36.7,16.7,21.4,78.0,9.8,33.8,43.6,24.4,14.0,8.0,5.4,4.4,19.1,19.7,6.2,San Antonio Spurs,82.0,55.0,27.0,3991.0,107.6,101.4,6.3,62.3,1.75,18.4,27.2,73.0,50.7,14.6,51.7,55.5,94.45,54.5,7860.0,San Antonio Spurs,82.0,55.0,27.0,48.7,101.4,33.8,73.0,8.0,5.4,15.1,11.9,14.1,42.5,San Antonio Spurs,82.0,55.0,27.0,48.7,37.1,83.7,44.4,6.8,18.9,36.0,15.9,21.4,74.5,9.9,32.2,42.1,20.7,14.2,7.9,4.4,5.4,19.7,19.1,97.0,-6.2,San Antonio Spurs,38.0,19.0,19.0,50.0,4.5,9.2,2.8,7.1,39.9,0.7,2.1,33.3,2.9,4.2,68.8,1.1,3.1,4.2,1.9,1.3,0.4,0.5,0.4,2.2,2.5,0.2,San Antonio Spurs,38.0,19.0,19.0,172.0,98.6,100.6,-2.0,68.2,1.43,15.3,30.6,67.9,49.5,14.4,44.8,51.7,97.02,49.5,San Antonio Spurs,38.0,19.0,19.0,4.5,3.1,7.7,40.3,0.6,2.1,28.4,2.2,2.7,80.4,1.0,3.1,4.2,1.5,1.1,0.8,0.4,0.5,2.5,2.2,9.0,-0.2
Cleveland Cavaliers,82.0,53.0,29.0,0.646,48.2,103.1,37.7,82.2,45.8,10.1,27.5,36.7,17.7,23.6,75.1,11.1,31.9,43.0,22.1,14.3,7.4,4.1,4.5,18.4,20.5,4.5,Cleveland Cavaliers,82.0,53.0,29.0,3956.0,110.1,105.3,4.8,58.7,1.55,17.1,31.1,71.1,51.3,15.2,52.0,55.7,93.23,51.4,7682.0,Cleveland Cavaliers,82.0,53.0,29.0,48.2,105.3,31.9,71.1,7.4,4.1,16.2,12.4,11.8,42.7,Cleveland Cavaliers,82.0,53.0,29.0,48.2,38.1,83.5,45.6,7.7,22.5,34.3,14.8,19.9,74.5,10.8,30.3,41.1,24.1,13.3,7.8,4.5,4.1,20.5,18.4,98.7,-4.5,Cleveland Cavaliers,33.0,20.0,13.0,60.6,3.7,8.6,2.6,6.5,40.8,0.8,2.3,35.5,2.5,3.1,81.4,1.3,1.8,3.2,1.2,0.9,0.3,0.3,0.3,2.1,2.5,1.2,Cleveland Cavaliers,33.0,20.0,13.0,122.0,114.5,104.2,10.3,44.8,1.3,11.5,41.9,58.5,49.8,12.1,47.2,55.1,95.26,54.1,Cleveland Cavaliers,33.0,20.0,13.0,3.7,2.2,5.6,39.1,0.5,1.9,28.1,2.5,3.1,81.6,1.0,2.3,3.3,1.3,1.1,0.4,0.3,0.3,2.5,2.1,7.5,-1.2
Portland Trail Blazers,82.0,51.0,31.0,0.622,48.4,102.8,38.7,86.0,45.0,9.8,27.2,36.2,15.5,19.4,80.1,10.7,35.1,45.9,21.9,13.6,6.4,4.5,3.6,18.2,18.7,4.2,Portland Trail Blazers,82.0,51.0,31.0,3971.0,107.1,102.8,4.3,56.7,1.61,16.8,28.2,72.8,51.0,14.2,50.8,54.4,95.06,52.2,7868.0,Portland Trail Blazers,82.0,51.0,31.0,48.4,102.8,35.1,72.8,6.4,4.5,15.1,13.8,13.3,43.1,Portland Trail Blazers,82.0,51.0,31.0,48.4,38.2,86.9,43.9,6.4,18.9,33.8,15.8,20.9,75.8,11.0,33.6,44.6,20.4,12.2,8.0,3.6,4.5,18.7,18.2,98.6,-4.2,Portland Trail Blazers,44.0,24.0,20.0,54.5,3.7,8.8,2.7,6.5,41.8,0.8,2.6,31.6,2.6,3.1,82.6,1.0,2.7,3.7,1.3,0.5,0.6,0.3,0.3,2.0,2.1,0.7,Portland Trail Blazers,44.0,24.0,20.0,162.0,118.7,103.2,15.5,47.9,2.48,12.9,35.6,69.1,52.5,7.0,48.1,56.1,100.03,57.3,Portland Trail Blazers,44.0,24.0,20.0,3.7,2.6,6.5,40.7,0.3,1.5,23.1,2.5,3.0,84.1,0.9,2.4,3.3,1.3,0.9,0.3,0.3,0.3,2.1,2.0,8.1,-0.7
Chicago Bulls,82.0,50.0,32.0,0.61,48.5,100.8,36.6,82.9,44.2,7.9,22.3,35.3,19.7,25.2,78.3,11.7,34.0,45.7,21.7,14.0,6.3,5.8,5.4,18.2,21.2,3.0,Chicago Bulls,82.0,50.0,32.0,3976.0,106.3,103.3,3.0,59.3,1.56,16.6,31.2,70.9,51.6,14.7,48.9,53.6,93.8,52.9,7775.0,Chicago Bulls,82.0,50.0,32.0,48.5,103.3,34.0,70.9,6.3,5.8,15.3,13.2,13.0,40.8,Chicago Bulls,82.0,50.0,32.0,48.5,37.7,86.7,43.5,6.6,19.6,33.5,15.7,21.0,74.9,11.7,31.7,43.4,20.2,12.2,7.5,5.4,5.8,21.2,18.2,97.8,-3.0,Chicago Bulls,47.0,31.0,16.0,66.0,3.8,8.5,2.7,6.5,41.1,0.6,2.0,31.2,2.6,3.1,82.8,1.0,2.7,3.7,1.5,1.2,0.4,0.5,0.4,2.0,2.5,0.9,Chicago Bulls,47.0,31.0,16.0,178.0,105.0,95.4,9.6,57.6,1.26,14.0,33.7,67.0,51.3,15.0,45.9,54.2,101.25,58.4,Chicago Bulls,47.0,31.0,16.0,3.8,2.7,7.0,38.0,0.4,1.9,23.0,1.8,2.4,74.6,1.2,2.5,3.7,1.4,0.9,0.6,0.4,0.5,2.5,2.0,7.6,-0.9
Dallas Mavericks,82.0,50.0,32.0,0.61,48.5,105.2,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,10.5,31.8,42.3,22.5,13.0,8.1,4.5,3.8,20.0,22.1,2.9,Dallas Mavericks,82.0,50.0,32.0,3976.0,108.2,104.9,3.2,56.7,1.74,17.0,26.9,68.1,47.7,13.3,51.5,55.0,96.4,52.1,7976.0,Dallas Mavericks,82.0,50.0,32.0,48.5,104.9,31.8,68.1,8.1,4.5,15.2,14.0,15.9,40.9,Dallas Mavericks,82.0,50.0,32.0,48.5,38.0,84.5,45.0,9.0,24.8,36.4,17.3,22.9,75.3,12.3,33.9,46.1,22.3,16.3,7.3,3.8,4.5,22.1,20.0,102.3,-2.9,Dallas Mavericks,40.0,26.0,14.0,65.0,4.1,10.2,3.5,7.2,47.8,0.7,2.1,31.0,2.6,3.3,78.2,1.1,2.5,3.5,1.8,1.0,0.9,0.3,0.4,2.4,2.5,1.9,Dallas Mavericks,40.0,26.0,14.0,163.0,115.7,96.2,19.5,51.4,1.87,14.9,35.2,66.5,50.6,10.8,52.2,58.4,102.14,63.8,Dallas Mavericks,40.0,26.0,14.0,4.1,2.5,6.2,40.9,0.6,2.1,30.1,2.6,3.2,81.1,1.0,2.5,3.4,1.3,1.8,0.5,0.4,0.3,2.5,2.4,8.3,-1.9
