TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Portland Trail Blazers,47.0,23.0,24.0,4.9,3.7,9.2,40.5,1.0,3.0,31.7,2.6,3.3,79.0,1.1,3.3,4.5,1.4,1.0,0.8,0.4,0.6,2.8,2.3,11.0,-0.4
Charlotte Hornets,51.0,22.0,29.0,3.6,3.3,6.8,48.4,1.0,2.4,41.7,1.8,2.4,77.7,0.9,2.4,3.3,1.6,0.6,0.5,0.5,0.6,2.0,1.8,9.5,0.6
Indiana Pacers,38.0,22.0,16.0,4.3,3.1,7.6,41.5,0.8,2.6,30.0,2.3,2.8,80.6,1.4,3.1,4.5,1.5,1.1,0.5,0.6,0.7,2.3,2.1,9.3,0.5
Miami Heat,44.0,21.0,23.0,3.7,2.5,6.0,42.0,0.7,2.0,33.7,2.6,3.2,82.7,0.7,2.5,3.3,1.2,1.0,0.7,0.4,0.3,1.7,2.4,8.3,0.7
Milwaukee Bucks,39.0,21.0,18.0,3.8,2.7,6.9,39.3,0.6,2.3,24.4,2.4,3.1,77.5,1.3,2.9,4.1,1.2,1.0,0.6,0.5,0.6,1.8,1.9,8.4,1.3
Philadelphia 76ers,44.0,21.0,23.0,3.9,2.8,6.9,40.9,0.8,2.4,35.2,3.0,3.6,84.1,1.0,2.3,3.3,1.3,0.8,0.8,0.7,0.6,2.1,2.5,9.5,1.1
LA Clippers,34.0,20.0,14.0,3.4,2.1,5.0,43.2,0.6,1.8,35.0,2.2,3.0,72.5,0.6,2.5,3.1,1.1,1.1,0.6,0.1,0.3,2.7,1.9,7.1,-0.7
Dallas Mavericks,41.0,19.0,22.0,3.6,2.9,5.8,49.0,0.8,2.0,39.5,1.6,2.1,74.7,0.8,2.5,3.3,1.3,1.3,0.7,0.1,0.1,1.8,1.6,8.1,0.5
New York Knicks,43.0,19.0,24.0,4.1,2.8,7.1,39.7,0.6,2.3,26.7,2.6,3.4,74.8,1.2,2.5,3.7,1.2,0.7,0.4,0.5,0.7,1.9,2.2,8.8,0.1
Orlando Magic,39.0,18.0,21.0,3.9,3.0,6.8,43.8,1.0,2.5,39.2,2.1,2.9,72.3,0.8,3.0,3.8,1.6,0.8,0.4,0.6,0.5,2.1,2.2,9.1,0.9
New Orleans Pelicans,44.0,17.0,27.0,4.2,2.9,7.6,37.8,0.9,3.2,28.9,2.1,3.0,70.8,1.3,3.1,4.5,1.6,1.4,0.6,0.4,0.5,2.3,2.3,8.8,0.5
Phoenix Suns,50.0,17.0,33.0,3.6,3.1,6.4,48.8,0.7,1.9,35.5,2.9,3.6,82.6,0.9,2.5,3.4,1.5,0.9,0.4,0.5,0.3,2.0,2.4,9.9,2.0
Denver Nuggets,40.0,16.0,24.0,3.2,2.3,5.2,43.5,0.7,1.8,38.9,2.4,3.3,74.6,0.4,2.8,3.2,1.1,0.8,0.3,0.5,0.3,2.1,2.0,7.6,0.5
Golden State Warriors,25.0,16.0,9.0,4.0,2.6,6.2,42.6,0.7,2.1,34.0,2.0,2.7,75.0,0.9,2.6,3.5,1.3,1.4,0.5,0.5,0.6,1.9,2.0,8.0,-1.2
Detroit Pistons,37.0,15.0,22.0,3.9,3.0,6.7,44.9,0.9,2.5,36.3,2.4,3.0,77.7,0.9,2.8,3.7,1.6,0.9,0.4,0.4,0.4,1.7,2.2,9.2,1.0
Minnesota Timberwolves,45.0,15.0,30.0,3.8,2.8,6.2,44.8,0.6,2.0,30.7,2.4,3.2,75.9,1.0,2.5,3.5,1.2,1.0,0.6,0.4,0.4,1.8,2.3,8.6,1.2
Los Angeles Lakers,43.0,14.0,29.0,3.0,2.5,5.4,46.8,0.7,1.9,39.5,2.1,2.6,82.1,0.9,2.2,3.0,1.3,0.7,0.3,0.3,0.3,1.5,1.9,8.0,1.5
Brooklyn Nets,41.0,13.0,28.0,3.4,2.8,6.2,45.7,0.7,1.8,38.7,2.7,3.2,83.3,1.1,2.5,3.6,1.2,1.0,0.7,0.5,0.3,1.5,2.3,9.0,1.8
