TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Dallas Mavericks,66.0,36.0,30.0,48.7,35.6,81.7,43.5,7.2,20.7,34.6,16.5,22.1,75.0,11.0,32.9,43.9,20.5,14.7,8.5,4.0,5.1,18.4,18.6,94.8,-1.0
New York Knicks,66.0,36.0,30.0,48.3,35.1,79.4,44.2,6.7,18.8,35.9,17.7,24.1,73.6,10.9,31.0,41.8,18.9,17.0,8.1,5.1,4.2,21.8,21.1,94.7,-3.2
Utah Jazz,66.0,36.0,30.0,49.0,36.4,80.5,45.3,6.5,19.1,34.0,19.7,26.2,75.4,11.0,30.1,41.2,20.5,14.7,7.5,5.7,5.8,20.7,21.8,99.0,-0.6
Philadelphia 76ers,66.0,35.0,31.0,48.2,34.3,80.3,42.7,5.4,16.2,33.4,15.4,20.5,75.2,10.7,33.0,43.7,19.6,13.9,5.9,4.8,5.2,16.2,17.5,89.4,-4.2
Houston Rockets,66.0,34.0,32.0,48.7,37.5,82.2,45.6,5.6,17.2,32.5,17.3,22.6,76.6,11.0,30.7,41.8,20.0,14.7,7.5,5.2,4.8,18.4,20.4,97.9,-0.2
Phoenix Suns,66.0,33.0,33.0,48.0,38.0,83.5,45.5,6.0,17.1,35.2,16.7,21.9,76.2,12.2,31.3,43.4,21.5,14.1,8.0,4.4,5.5,19.6,18.7,98.6,0.2
Milwaukee Bucks,66.0,31.0,35.0,48.1,37.1,82.6,44.9,6.6,18.9,35.1,17.9,23.3,76.9,12.3,32.4,44.7,21.7,15.9,7.6,4.5,5.1,19.4,19.3,98.7,-0.3
Portland Trail Blazers,66.0,28.0,38.0,48.4,37.5,81.0,46.3,6.7,18.4,36.3,16.1,21.5,74.7,11.1,31.2,42.3,21.1,14.9,7.6,4.8,4.9,19.8,19.0,97.8,0.6
Minnesota Timberwolves,66.0,26.0,40.0,48.3,39.0,85.7,45.5,6.2,18.1,34.0,16.0,21.2,75.5,11.7,31.8,43.4,21.5,13.3,8.3,5.7,4.4,21.7,18.4,100.1,2.2
Detroit Pistons,66.0,25.0,41.0,48.4,36.0,78.0,46.2,6.0,16.9,35.5,17.6,23.0,76.5,10.7,30.1,40.7,22.5,14.5,8.5,5.3,4.2,19.4,19.6,95.7,4.8
Golden State Warriors,66.0,23.0,43.0,48.2,37.3,82.3,45.3,7.1,19.4,36.5,19.5,26.1,74.7,13.2,32.7,45.8,23.1,14.8,7.6,5.0,5.5,16.6,21.4,101.2,3.4
Toronto Raptors,66.0,23.0,43.0,48.4,33.8,77.7,43.5,6.1,18.5,32.8,20.2,27.2,74.4,10.3,30.3,40.5,20.1,13.2,7.2,4.9,4.9,18.4,23.2,94.0,3.3
New Jersey Nets,66.0,22.0,44.0,48.2,37.9,80.2,47.2,6.5,17.4,37.4,16.8,22.6,74.0,11.8,30.8,42.6,23.3,14.3,8.0,5.0,3.9,19.3,19.2,99.1,6.0
Sacramento Kings,66.0,22.0,44.0,48.2,40.4,85.0,47.6,6.7,18.7,35.5,16.9,22.2,76.2,12.3,32.6,45.0,23.8,15.4,7.8,6.4,4.9,19.9,19.5,104.4,5.7
Cleveland Cavaliers,66.0,21.0,45.0,48.4,38.4,82.3,46.7,6.8,18.7,36.2,16.6,22.2,74.8,11.4,31.4,42.8,23.1,13.9,7.9,6.2,4.0,20.9,20.0,100.2,7.2
New Orleans Hornets,66.0,21.0,45.0,48.3,34.9,78.6,44.4,6.4,20.3,31.7,17.1,22.5,75.9,11.1,28.9,40.0,20.9,13.9,7.9,5.8,4.8,18.7,20.1,93.4,3.8
Washington Wizards,66.0,20.0,46.0,48.1,36.7,81.1,45.3,6.5,18.4,35.0,18.6,24.5,75.8,12.3,31.2,43.5,21.5,15.2,7.9,4.5,6.3,18.7,21.3,98.4,4.8
Charlotte Bobcats,66.0,7.0,59.0,48.2,38.9,82.0,47.5,6.2,17.3,35.6,16.9,22.5,75.0,11.8,33.2,45.0,23.3,13.5,7.6,5.7,5.5,20.3,18.9,100.9,13.9
