TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Indiana Pacers,82.0,61.0,21.0,48.3,32.6,75.4,43.2,4.0,12.4,32.4,16.5,22.0,75.0,10.6,29.5,40.1,20.1,15.9,7.1,6.2,5.0,21.9,20.8,85.6,-5.8
Minnesota Timberwolves,82.0,58.0,24.0,48.2,33.4,80.8,41.4,4.8,14.4,33.4,17.4,23.1,75.3,12.2,29.3,41.5,20.7,13.5,6.7,3.6,5.6,20.2,21.1,89.1,-5.5
San Antonio Spurs,82.0,57.0,25.0,48.2,31.9,77.9,40.9,3.8,11.6,32.7,16.7,22.5,74.4,11.1,30.0,41.1,17.3,15.3,7.7,4.6,6.5,22.4,20.3,84.3,-7.2
Los Angeles Lakers,82.0,56.0,26.0,48.4,35.6,81.0,44.0,5.1,15.2,33.7,18.0,24.0,74.9,11.2,31.2,42.4,20.8,15.3,7.5,3.8,4.6,24.7,21.1,94.3,-3.9
Sacramento Kings,82.0,55.0,27.0,48.2,38.3,84.4,45.4,5.0,14.7,33.9,16.3,21.7,74.9,13.2,30.7,43.9,21.3,14.9,7.9,5.0,4.0,22.2,19.3,97.8,-5.0
Detroit Pistons,82.0,54.0,28.0,48.2,32.1,77.8,41.3,4.3,14.4,30.2,15.7,21.1,74.4,12.0,28.7,40.6,19.0,16.0,7.9,5.0,7.0,22.9,20.3,84.3,-5.8
Dallas Mavericks,82.0,52.0,30.0,48.3,38.2,83.2,45.9,6.5,17.9,36.3,17.8,23.9,74.6,12.3,31.2,43.5,23.6,15.2,7.1,4.7,5.3,20.6,19.6,100.8,-4.4
Memphis Grizzlies,82.0,50.0,32.0,48.5,34.9,79.9,43.6,4.5,13.3,33.8,20.0,26.2,76.4,13.4,30.6,44.0,20.4,17.0,8.2,5.6,6.9,23.1,23.2,94.3,-2.4
New Jersey Nets,82.0,47.0,35.0,48.1,32.8,76.9,42.7,5.1,14.5,35.0,17.0,22.3,76.1,10.6,30.1,40.8,19.8,16.1,8.0,4.6,3.9,21.2,21.0,87.8,-2.5
Houston Rockets,82.0,45.0,37.0,48.6,32.1,78.1,41.2,5.6,15.0,37.2,18.2,24.7,73.7,11.1,28.7,39.7,20.6,13.5,8.7,4.4,5.4,20.7,21.5,88.0,-1.7
Denver Nuggets,82.0,43.0,39.0,48.1,36.8,81.2,45.3,4.6,12.9,35.6,17.9,24.6,72.8,12.9,30.1,42.9,23.5,17.1,8.1,5.8,6.3,23.1,22.0,96.1,-1.1
Miami Heat,82.0,42.0,40.0,48.2,32.4,75.7,42.8,5.3,15.3,34.3,19.7,25.6,76.8,10.9,30.3,41.2,18.6,14.7,7.0,5.4,3.8,21.1,22.1,89.7,-0.5
Utah Jazz,82.0,42.0,40.0,48.2,31.0,71.7,43.2,5.1,14.7,34.3,22.9,29.6,77.1,10.6,26.0,36.6,18.6,15.4,8.1,6.5,6.0,24.4,25.6,89.9,1.2
Milwaukee Bucks,82.0,41.0,41.0,48.2,37.0,81.9,45.2,5.6,15.8,35.2,17.4,23.6,73.9,12.0,30.7,42.7,22.8,14.2,7.5,5.0,4.7,22.9,20.3,97.0,-1.1
New Orleans Hornets,82.0,41.0,41.0,48.4,34.7,78.6,44.1,5.4,15.9,34.2,17.2,22.9,75.0,11.9,30.2,42.1,21.8,15.6,7.5,5.2,4.2,21.1,20.9,92.0,0.1
Portland Trail Blazers,82.0,41.0,41.0,48.7,36.0,80.1,45.0,5.1,14.9,34.1,14.9,19.7,75.3,12.4,28.0,40.3,23.3,13.7,8.0,4.8,5.4,18.7,19.0,92.0,1.3
New York Knicks,82.0,39.0,43.0,48.5,34.0,79.2,42.9,5.1,15.0,33.8,20.5,26.8,76.3,11.6,29.8,41.4,20.4,13.8,8.2,4.7,4.8,19.5,23.1,93.5,1.5
Golden State Warriors,82.0,37.0,45.0,48.4,36.0,80.9,44.5,5.0,13.5,37.4,17.1,22.9,74.6,12.0,30.9,42.8,21.5,14.0,8.1,5.1,4.7,22.0,20.6,94.0,0.7
Seattle SuperSonics,82.0,37.0,45.0,48.3,36.3,80.8,45.0,5.9,17.0,34.9,19.1,24.7,77.4,13.0,29.6,42.7,21.1,14.8,7.7,4.7,4.7,20.2,21.8,97.8,0.6
Boston Celtics,82.0,36.0,46.0,48.1,35.3,80.8,43.7,6.8,18.7,36.2,19.4,26.3,73.6,13.0,30.8,43.8,23.0,17.1,8.8,5.0,4.0,22.2,22.4,96.7,1.5
Cleveland Cavaliers,82.0,35.0,47.0,48.4,36.0,82.4,43.7,5.3,14.2,37.1,18.2,24.3,74.9,11.8,30.2,42.0,21.7,13.1,7.7,5.3,6.5,20.2,21.3,95.5,2.6
Philadelphia 76ers,82.0,33.0,49.0,48.4,33.5,77.7,43.2,5.4,16.2,33.3,18.0,24.2,74.4,12.1,29.2,41.4,21.3,15.2,8.3,5.6,4.4,21.4,20.7,90.5,2.5
Toronto Raptors,82.0,33.0,49.0,48.7,33.2,77.6,42.8,3.3,10.8,30.7,18.7,25.1,74.7,12.6,32.5,45.1,18.5,14.6,7.2,4.1,4.9,19.7,21.3,88.5,3.0
Phoenix Suns,82.0,29.0,53.0,48.1,36.3,81.4,44.6,5.8,16.8,34.9,19.5,25.5,76.5,12.7,31.1,43.8,21.5,15.9,7.9,5.3,4.7,19.4,22.7,97.9,3.7
Atlanta Hawks,82.0,28.0,54.0,48.5,36.2,82.2,44.0,5.9,16.4,35.8,19.2,25.3,76.0,12.8,30.3,43.1,22.0,14.0,8.9,5.1,5.0,20.7,22.3,97.5,4.6
Los Angeles Clippers,82.0,28.0,54.0,48.3,37.5,81.5,46.0,5.5,15.3,36.0,18.8,25.4,74.1,12.6,28.8,41.4,22.9,13.7,8.5,5.3,4.6,22.7,22.1,99.4,4.6
Washington Wizards,82.0,25.0,57.0,48.4,37.3,82.2,45.4,5.2,15.1,34.2,17.6,22.9,77.1,12.8,30.7,43.5,24.0,16.1,9.6,5.5,5.0,21.7,20.9,97.4,5.6
Chicago Bulls,82.0,23.0,59.0,48.4,35.1,80.6,43.6,5.4,15.1,35.5,20.4,27.3,74.8,12.3,32.7,45.0,23.0,15.2,8.5,5.4,4.8,20.5,23.3,96.0,6.4
Orlando Magic,82.0,21.0,61.0,48.4,38.6,83.0,46.6,6.0,15.9,37.7,17.8,24.0,74.2,13.1,31.3,44.4,24.4,13.5,7.6,5.5,3.8,20.6,21.3,101.1,7.0
